,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
523,uri,http://www.wikidata.org/entity/Q26582294,en,literal,The New Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
524,uri,http://www.wikidata.org/entity/Q26683745,en,literal,The Royal Oak Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
525,uri,http://www.wikidata.org/entity/Q26627511,en,literal,The Crispin Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
526,uri,http://www.wikidata.org/entity/Q26554131,en,literal,The Bull Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
527,uri,http://www.wikidata.org/entity/Q5328781,en,literal,East Lancashire Hospitals NHS Trust,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q15067276,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16251481,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-09-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
528,uri,http://www.wikidata.org/entity/Q80858457,en,literal,Cross Keys Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
529,uri,http://www.wikidata.org/entity/Q80581371,en,literal,Valentine Arms,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
530,uri,http://www.wikidata.org/entity/Q26298902,en,literal,The Bell Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
531,uri,http://www.wikidata.org/entity/Q5399665,en,literal,Essex Chronicle,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1764-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
532,uri,http://www.wikidata.org/entity/Q99593076,en,literal,Boat & Anchor Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
533,uri,http://www.wikidata.org/entity/Q26638104,en,literal,Moat House Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
534,uri,http://www.wikidata.org/entity/Q80583838,en,literal,Maesycwmmer Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
535,uri,http://www.wikidata.org/entity/Q88916063,en,literal,The Isambard Kingdom Brunel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
536,uri,http://www.wikidata.org/entity/Q2994824,en,literal,Hyperdub,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
537,uri,http://www.wikidata.org/entity/Q7542224,en,literal,Slug and Lettuce,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q203889,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
538,uri,http://www.wikidata.org/entity/Q7753629,en,literal,"The New Inn, Gloucester",uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
539,uri,http://www.wikidata.org/entity/Q80585361,en,literal,"The Railway Inn, Landore",uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
540,uri,http://www.wikidata.org/entity/Q30338362,en,literal,Digital Science,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q880371,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
541,uri,http://www.wikidata.org/entity/Q7567852,en,literal,South London and Maudsley NHS Foundation Trust,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16251481,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
542,uri,http://www.wikidata.org/entity/Q31679313,en,literal,The Regal,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
543,uri,http://www.wikidata.org/entity/Q26477191,en,literal,Black Swan Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
544,uri,http://www.wikidata.org/entity/Q26398746,en,literal,The Torridge Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
545,uri,http://www.wikidata.org/entity/Q79683901,en,literal,Black Bull,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
546,uri,http://www.wikidata.org/entity/Q3191701,en,literal,Jessops,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q508998,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
547,uri,http://www.wikidata.org/entity/Q26563843,en,literal,The Half Moon Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
548,uri,http://www.wikidata.org/entity/Q5165836,en,literal,Control Risks Group,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q15978655,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
549,uri,http://www.wikidata.org/entity/Q88917401,en,literal,Hoylake Lights,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
550,uri,http://www.wikidata.org/entity/Q80582392,en,literal,Tafarn Morlais,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,cy,literal,Tafarn Morlais,,,,,,,,,,,,,wd:Q145
551,uri,http://www.wikidata.org/entity/Q97968817,en,literal,Green Investment Group,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23436,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
552,uri,http://www.wikidata.org/entity/Q19893023,en,literal,Landbay,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q592614,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-08-29T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
553,uri,http://www.wikidata.org/entity/Q61890135,en,literal,White House Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
554,uri,http://www.wikidata.org/entity/Q56183713,en,literal,Rock Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
555,uri,http://www.wikidata.org/entity/Q29494926,en,literal,Wattstown Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
556,uri,http://www.wikidata.org/entity/Q15978885,en,literal,Assembly House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
557,uri,http://www.wikidata.org/entity/Q998470,en,literal,RELX Group,uri,http://www.wikidata.org/entity/Q145,literal,,literal,http://www.wikidata.org/entity/Q5388565,literal,http://www.wikidata.org/entity/Q65029568,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q84",literal,http://www.wikidata.org/entity/Q466496,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
558,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,uri,http://www.wikidata.org/entity/Q189,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,22,,,,,,,,,,,,,,,,wd:Q145
559,uri,http://www.wikidata.org/entity/Q2014847,en,literal,BabyTV,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
560,uri,http://www.wikidata.org/entity/Q79684767,en,literal,Ship Aground,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
561,uri,http://www.wikidata.org/entity/Q80477052,en,literal,The Loft,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
562,uri,http://www.wikidata.org/entity/Q7995442,en,literal,White Stuff Clothing,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
563,uri,http://www.wikidata.org/entity/Q26337174,en,literal,Shakespeare Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
564,uri,http://www.wikidata.org/entity/Q26638886,en,literal,The Bell Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
565,uri,http://www.wikidata.org/entity/Q26503742,en,literal,The Rodney Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
566,uri,http://www.wikidata.org/entity/Q26475863,en,literal,The Greyhound Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
567,uri,http://www.wikidata.org/entity/Q26483082,en,literal,The Globe Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
568,uri,http://www.wikidata.org/entity/Q7833987,en,literal,Wise,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q43015, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q43183",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
569,uri,http://www.wikidata.org/entity/Q26417526,en,literal,The Green Man Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
570,uri,http://www.wikidata.org/entity/Q61719561,en,literal,Super Icon,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
571,uri,http://www.wikidata.org/entity/Q26454177,en,literal,Bay Horse Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
572,uri,http://www.wikidata.org/entity/Q26511380,en,literal,The Grange Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
573,uri,http://www.wikidata.org/entity/Q80855734,en,literal,Mill Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
574,uri,http://www.wikidata.org/entity/Q99592442,en,literal,The Bear Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
575,uri,http://www.wikidata.org/entity/Q2704273,en,literal,Aston Martin F1 Team,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
576,uri,http://www.wikidata.org/entity/Q99592532,en,literal,Green Dragon Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
577,uri,http://www.wikidata.org/entity/Q80477102,en,literal,The Flintlock Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
578,uri,http://www.wikidata.org/entity/Q26299003,en,literal,Wine Vaults Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
579,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
580,uri,http://www.wikidata.org/entity/Q26670001,en,literal,The St Johns Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
581,uri,http://www.wikidata.org/entity/Q26382092,en,literal,The Crown Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
582,uri,http://www.wikidata.org/entity/Q99591874,en,literal,The Little Harp Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
583,uri,http://www.wikidata.org/entity/Q26415557,en,literal,The White Hart Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
584,uri,http://www.wikidata.org/entity/Q29485958,en,literal,Markets Tavern Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
585,uri,http://www.wikidata.org/entity/Q980729,en,literal,Firefly Studios,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
586,uri,http://www.wikidata.org/entity/Q80859406,en,literal,Angel Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
587,uri,http://www.wikidata.org/entity/Q26304073,en,literal,The Tilbury,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
588,uri,http://www.wikidata.org/entity/Q80855396,en,literal,The Hand,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
589,uri,http://www.wikidata.org/entity/Q80855331,en,literal,Hand Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
590,uri,http://www.wikidata.org/entity/Q2025864,en,literal,Opera Rara,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3,,,,,,,,,,,,,,,,wd:Q145
591,uri,http://www.wikidata.org/entity/Q102424064,en,literal,Polygon Treehouse,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q350,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-05-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
592,uri,http://www.wikidata.org/entity/Q79466047,en,literal,Schooner Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
593,uri,http://www.wikidata.org/entity/Q80857277,en,literal,Crown Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
594,uri,http://www.wikidata.org/entity/Q99592338,en,literal,Halfway House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
595,uri,http://www.wikidata.org/entity/Q26507907,en,literal,Bull Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
596,uri,http://www.wikidata.org/entity/Q88916065,en,literal,The First Post,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
597,uri,http://www.wikidata.org/entity/Q26584861,en,literal,Green Man Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
598,uri,http://www.wikidata.org/entity/Q57476904,en,literal,Panic Barn,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
599,uri,http://www.wikidata.org/entity/Q80859014,en,literal,The Angel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
600,uri,http://www.wikidata.org/entity/Q26579512,en,literal,Buddle Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
601,uri,http://www.wikidata.org/entity/Q79684484,en,literal,Beefeater The Belgrave,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
602,uri,http://www.wikidata.org/entity/Q99592001,en,literal,Stag & Hounds,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
603,uri,http://www.wikidata.org/entity/Q56604474,en,literal,Twice Circled,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
604,uri,http://www.wikidata.org/entity/Q42417805,en,literal,Bristlr,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q97486561,literal,,literal,,literal,http://www.wikidata.org/entity/Q18125,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
605,uri,http://www.wikidata.org/entity/Q26540295,en,literal,The Flying Dutchman Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
606,uri,http://www.wikidata.org/entity/Q26579713,en,literal,The Three Tuns Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
607,uri,http://www.wikidata.org/entity/Q99593089,en,literal,The Admiral's Table,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
608,uri,http://www.wikidata.org/entity/Q3115835,en,literal,Gray-Nicolls,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q4438117,literal,,literal,,literal,http://www.wikidata.org/entity/Q7352064,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1855-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
609,uri,http://www.wikidata.org/entity/Q80858363,en,literal,Celtic Bar,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
610,uri,http://www.wikidata.org/entity/Q29497914,en,literal,Foelas Arms Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
611,uri,http://www.wikidata.org/entity/Q80476681,en,literal,The Richard Hopkins (JD Wetherspoon),uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
612,uri,http://www.wikidata.org/entity/Q26415256,en,literal,Rose And Crown Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
613,uri,http://www.wikidata.org/entity/Q88917709,en,literal,The William Peverel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
614,uri,http://www.wikidata.org/entity/Q61875780,en,literal,Grove Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
615,uri,http://www.wikidata.org/entity/Q80584711,en,literal,Buffalo,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q29491754,,,,,,,,,,,,,,,,,,,,,,wd:Q145
616,uri,http://www.wikidata.org/entity/Q26632398,en,literal,The Chequers Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
617,uri,http://www.wikidata.org/entity/Q17852552,en,literal,The Capital Asset,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
618,uri,http://www.wikidata.org/entity/Q16891401,en,literal,"The Fox Inn, Hanwell",uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1848-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
619,uri,http://www.wikidata.org/entity/Q26461375,en,literal,Lamb And Fountain Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
620,uri,http://www.wikidata.org/entity/Q80859485,en,literal,The Bell Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
621,uri,http://www.wikidata.org/entity/Q26428465,en,literal,Bar Three,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
622,uri,http://www.wikidata.org/entity/Q25936435,en,literal,Twinkl,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q86478515, http://www.wikidata.org/entity/Q56611700, http://www.wikidata.org/entity/Q21157865, http://www.wikidata.org/entity/Q1068473, http://www.wikidata.org/entity/Q880371, http://www.wikidata.org/entity/Q638608, http://www.wikidata.org/entity/Q11661",literal,http://www.wikidata.org/entity/Q26132792,literal,,literal,"http://www.wikidata.org/entity/Q42448, http://www.wikidata.org/entity/Q187861",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,250,en,literal,Twinkl Limited,,,,,,,,,,,,,wd:Q145
623,uri,http://www.wikidata.org/entity/Q88917048,en,literal,The Holland Tringham,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
624,uri,http://www.wikidata.org/entity/Q26496236,en,literal,The Bull Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
625,uri,http://www.wikidata.org/entity/Q57235877,en,literal,The Bloomsbury,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
626,uri,http://www.wikidata.org/entity/Q25160373,en,literal,Azimo,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,190,,,,,,,,,,,,,,,,wd:Q145
627,uri,http://www.wikidata.org/entity/Q80583375,en,literal,The Newborough Arms,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
628,uri,http://www.wikidata.org/entity/Q80581855,en,literal,"Bridge Inn, Chirk",uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
629,uri,http://www.wikidata.org/entity/Q70628486,en,literal,Tabac Taphouse,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
630,uri,http://www.wikidata.org/entity/Q80582130,en,literal,The Corvus Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
