,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,country
87,uri,http://www.wikidata.org/entity/Q15043926,en,literal,Thai Lion Air,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,,,,wd:Q869
88,uri,http://www.wikidata.org/entity/Q38116375,en,literal,Voyagin,uri,http://www.wikidata.org/entity/Q334,literal,,literal,http://www.wikidata.org/entity/Q17229042,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,wd:Q869
89,uri,http://www.wikidata.org/entity/Q6577874,,literal,Q6577874,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
90,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,wd:Q869
91,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
92,uri,http://www.wikidata.org/entity/Q6642534,en,literal,Robinson Department Store,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,,,,,,,wd:Q869
93,uri,http://www.wikidata.org/entity/Q108049683,en,literal,Six Senses Hotels Resorts Spas,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q1495452,literal,,literal,,literal,http://www.wikidata.org/entity/Q24036139,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,,,,,,,wd:Q869
94,uri,http://www.wikidata.org/entity/Q1155797,en,literal,DTAC,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-08-31T00:00:00Z,,,,,,,,,,wd:Q869
95,uri,http://www.wikidata.org/entity/Q2378901,en,literal,Lotus's,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,,,,,,,wd:Q869
96,uri,http://www.wikidata.org/entity/Q962865,en,literal,Krungthai Bank,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718, http://www.wikidata.org/entity/Q22687",literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,29000,,,,,,,wd:Q869
97,uri,http://www.wikidata.org/entity/Q38116375,en,literal,Voyagin,uri,http://www.wikidata.org/entity/Q252,literal,,literal,http://www.wikidata.org/entity/Q17229042,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,wd:Q869
98,uri,http://www.wikidata.org/entity/Q5060703,en,literal,Central Department Store,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2470-01-01T00:00:00Z,,,,,,,,,,wd:Q869
99,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,wd:Q869
100,uri,http://www.wikidata.org/entity/Q99662518,en,literal,Yggdrazil Group Public Company Limited,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q15735803,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,wd:Q869
101,uri,http://www.wikidata.org/entity/Q113679214,en,literal,Khum Muang Min Boutique Hotel,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
102,uri,http://www.wikidata.org/entity/Q47518776,en,literal,Millennium Hilton Bangkok,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-01T00:00:00Z,,,,en,literal,Millennium Hilton Bangkok,,,,wd:Q869
103,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q12147,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
104,uri,http://www.wikidata.org/entity/Q1810389,en,literal,PTT Public Company Limited,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q15735843,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-12-29T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,10630,,,,,,,wd:Q869
105,uri,http://www.wikidata.org/entity/Q60156848,en,literal,Irish Embassy,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
106,uri,http://www.wikidata.org/entity/Q107966593,en,literal,Royal Thai Navy Language Center,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2427907,,,,,,,,,,,,,wd:Q869
107,uri,http://www.wikidata.org/entity/Q89472108,en,literal,Cadson Demak,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,wd:Q869
108,uri,http://www.wikidata.org/entity/Q276557,en,literal,Kasikornbank,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-06-08T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,16881,,,,,,,wd:Q869
109,uri,http://www.wikidata.org/entity/Q18712406,en,literal,Lazada Group,uri,http://www.wikidata.org/entity/Q928,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,,,,,,,wd:Q869
110,uri,http://www.wikidata.org/entity/Q18712406,en,literal,Lazada Group,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,,,,,,,wd:Q869
111,uri,http://www.wikidata.org/entity/Q6636924,en,literal,Siam Rath,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
112,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
113,uri,http://www.wikidata.org/entity/Q782537,en,literal,Bank of Ayudhya,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-27T00:00:00Z,,,,,,,,,,wd:Q869
114,uri,http://www.wikidata.org/entity/Q806483,en,literal,Bangkok Bank,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-11-20T00:00:00Z,,,,,,,,,,wd:Q869
115,uri,http://www.wikidata.org/entity/Q62083729,en,literal,Bajen Pizzeria,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
116,uri,http://www.wikidata.org/entity/Q48989823,en,literal,Avani Hotels & Resorts,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,wd:Q869
117,uri,http://www.wikidata.org/entity/Q67765140,en,literal,Conrad Koh Samui,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q1495452,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-09-01T00:00:00Z,,,,en,literal,Conrad Koh Samui,,,,wd:Q869
118,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
119,uri,http://www.wikidata.org/entity/Q18712406,en,literal,Lazada Group,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,,,,,,,wd:Q869
120,uri,http://www.wikidata.org/entity/Q1527826,en,literal,TMBThanachart Bank,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,,,,,,,,,,wd:Q869
121,uri,http://www.wikidata.org/entity/Q109564605,en,literal,Urnique Studio,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
122,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q12147,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
123,uri,http://www.wikidata.org/entity/Q56759840,en,literal,Chai Thung Coffee,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-09-29T00:00:00Z,,,,,,,,,,wd:Q869
124,uri,http://www.wikidata.org/entity/Q6579719,en,literal,Bangchak Petroleum Public Company Limited,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q15735843,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,,,,,,,wd:Q869
125,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q836,literal,http://www.wikidata.org/entity/Q12147,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
126,uri,http://www.wikidata.org/entity/Q35980843,en,literal,Jorkwang Film,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q1407228, http://www.wikidata.org/entity/Q932586",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
127,uri,http://www.wikidata.org/entity/Q2378901,en,literal,Lotus's,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-01T00:00:00Z,,,,,,,,,,wd:Q869
128,uri,http://www.wikidata.org/entity/Q66658603,en,literal,Hilton Pattaya,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hilton Pattaya,,,,wd:Q869
129,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
130,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
131,uri,http://www.wikidata.org/entity/Q2378901,en,literal,Lotus's,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,,,,,,,wd:Q869
132,uri,http://www.wikidata.org/entity/Q111672589,en,literal,YUPP! Entertainment,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-09-06T00:00:00Z,,,,th,literal,บริษัท วายยูพีพี เอ็นเตอร์เทนเม้นท์ จำกัด,,,,wd:Q869
133,uri,http://www.wikidata.org/entity/Q113086389,en,literal,"YG""MM",uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q33842255,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-04-08T00:00:00Z,,,,en,literal,"YG""MM",,,,wd:Q869
134,uri,http://www.wikidata.org/entity/Q59492165,en,literal,Hilton Hua Hin Resort & Spa,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,en,literal,Hilton Hua Hin Resort & Spa,,,,wd:Q869
135,uri,http://www.wikidata.org/entity/Q55589884,en,literal,Pirates Paradise Resort,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
136,uri,http://www.wikidata.org/entity/Q2413520,en,literal,The Pizza Company,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q41958,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,,,,,,,wd:Q869
137,uri,http://www.wikidata.org/entity/Q4923294,en,literal,GMM Grammy,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q10302058, http://www.wikidata.org/entity/Q11033",literal,http://www.wikidata.org/entity/Q16307519,literal,http://www.wikidata.org/entity/Q16140407,literal,http://www.wikidata.org/entity/Q33842255,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-11-11T00:00:00Z,,,,,,,,,,wd:Q869
138,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
139,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q1030,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
140,uri,http://www.wikidata.org/entity/Q61747202,en,literal,Nang Sabai German Bakery,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
141,uri,http://www.wikidata.org/entity/Q66658603,en,literal,Hilton Pattaya,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,th,literal,โรงแรมฮิลตัน พัทยา,,,,wd:Q869
142,uri,http://www.wikidata.org/entity/Q626804,en,literal,Mahidol University,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-01-01T00:00:00Z,,,,,,,,,,wd:Q869
143,uri,http://www.wikidata.org/entity/Q61897167,en,literal,Conrad Bangkok,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,en,literal,Conrad Bangkok,,,,wd:Q869
144,uri,http://www.wikidata.org/entity/Q4039161,en,literal,GMM Tai Hub,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q1407228, http://www.wikidata.org/entity/Q932586",literal,,literal,,literal,http://www.wikidata.org/entity/Q15735821,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-04-29T00:00:00Z,,,,,,,,,,wd:Q869
145,uri,http://www.wikidata.org/entity/Q4923039,en,literal,Khao Sod,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,,,,wd:Q869
146,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,uri,http://www.wikidata.org/entity/Q833,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,wd:Q869
147,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,wd:Q869
148,uri,http://www.wikidata.org/entity/Q29563269,en,literal,Nadao Bangkok,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q1415395, http://www.wikidata.org/entity/Q1407228",literal,,literal,,literal,http://www.wikidata.org/entity/Q15735821,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-09-09T00:00:00Z,,,,,,,,,,wd:Q869
149,uri,http://www.wikidata.org/entity/Q7419002,en,literal,Sansiri,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,,,,,,,wd:Q869
150,uri,http://www.wikidata.org/entity/Q3107913,en,literal,Thai Post,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1403340,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,wd:Q869
151,uri,http://www.wikidata.org/entity/Q6666784,en,literal,Love Is,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,,,,wd:Q869
152,uri,http://www.wikidata.org/entity/Q2305581,en,literal,The Nation,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-07-01T00:00:00Z,,,,,,,,,,wd:Q869
153,uri,http://www.wikidata.org/entity/Q7825140,en,literal,Tops Supermarket,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q1076291,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,wd:Q869
154,uri,http://www.wikidata.org/entity/Q60754365,en,literal,Mu Space,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q3798668,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-06-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,60,,,,,,,wd:Q869
155,uri,http://www.wikidata.org/entity/Q51684934,en,literal,Blue Juice Guesthouse and Dive Centre,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
156,uri,http://www.wikidata.org/entity/Q1318400,en,literal,Thai Rath,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1019658,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,,,,,,,wd:Q869
157,uri,http://www.wikidata.org/entity/Q12125952,en,literal,Asia Atlantic Airlines,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,wd:Q869
158,uri,http://www.wikidata.org/entity/Q50675028,en,literal,Pak-Up Hostel,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
159,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q12147,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
