,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
82,uri,http://www.wikidata.org/entity/Q41171672,en,literal,ALDI Süd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,wd:Q40
83,uri,http://www.wikidata.org/entity/Q19296579,en,literal,Modepark Röther,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q81048,literal,,,,,,,,,,,,,,,,,wd:Q40
84,uri,http://www.wikidata.org/entity/Q27885355,en,literal,Turia + Kant,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
85,uri,http://www.wikidata.org/entity/Q65239027,en,literal,jö Bonus Club,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q666602,literal,http://www.wikidata.org/entity/Q573266,,,,,,,,,,,,,,,,wd:Q40
86,uri,http://www.wikidata.org/entity/Q66132404,en,literal,dean&david,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q1751445,literal,,literal,,literal,http://www.wikidata.org/entity/Q504854,literal,,,,,,,,,,,,,,,,,wd:Q40
87,uri,http://www.wikidata.org/entity/Q30409284,en,literal,Hilton Vienna Park,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,en,literal,Hilton Vienna Park,,,,,,,,,,wd:Q40
88,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,fr,literal,Omoda,,,,,,,,,,wd:Q40
89,uri,http://www.wikidata.org/entity/Q1385775,en,literal,Eyes + more,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q618211, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q9832,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,750,,,,,,,,,,,,,wd:Q40
90,uri,http://www.wikidata.org/entity/Q30050344,en,literal,Hotel Gleiss,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
91,uri,http://www.wikidata.org/entity/Q15849047,en,literal,Steiermärkische Krankenanstaltengesellschaft,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q13298,literal,,,,,,,,,,,,,,,,,wd:Q40
92,uri,http://www.wikidata.org/entity/Q21685025,en,literal,SalzburgerLand Tourismus GmbH,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,http://www.wikidata.org/entity/Q27114809,literal,http://www.wikidata.org/entity/Q1272191,literal,"http://www.wikidata.org/entity/Q264843, http://www.wikidata.org/entity/Q43325",literal,,,,,,,,,,,,,,,,,wd:Q40
93,uri,http://www.wikidata.org/entity/Q1509985,en,literal,Palmers,http://www.w3.org/2001/XMLSchema#dateTime,literal,1914-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
94,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,fr,literal,Omoda,,,,,,,,,,wd:Q40
95,uri,http://www.wikidata.org/entity/Q41171672,en,literal,ALDI Süd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q28,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,wd:Q40
96,uri,http://www.wikidata.org/entity/Q22985100,en,literal,Facultas,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
97,uri,http://www.wikidata.org/entity/Q379938,en,literal,BAWAG P.S.K.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q29584334, http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,de,literal,Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft,,,,,,,,,,wd:Q40
98,uri,http://www.wikidata.org/entity/Q2215996,en,literal,Salzburger Nachrichten,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34713,literal,,,,,,,,,,,,,,,,,wd:Q40
99,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,fr,literal,Omoda,,,,,,,,,,wd:Q40
100,uri,http://www.wikidata.org/entity/Q1022419,en,literal,Uniqa Insurance Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1811-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q2143354,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
101,uri,http://www.wikidata.org/entity/Q1921857,en,literal,Merkur,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q666602,literal,,,,,,,,,,,,,,,,,wd:Q40
102,uri,http://www.wikidata.org/entity/Q41171672,en,literal,ALDI Süd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,wd:Q40
103,uri,http://www.wikidata.org/entity/Q66132404,en,literal,dean&david,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q1751445,literal,,literal,,literal,http://www.wikidata.org/entity/Q504854,literal,,,,,,,,,,,,,,,,,wd:Q40
104,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,da,literal,Omoda,,,,,,,,,,wd:Q40
105,uri,http://www.wikidata.org/entity/Q169148,en,literal,10er Marie,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
106,uri,http://www.wikidata.org/entity/Q2357607,en,literal,Ströck,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q15825471,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
107,uri,http://www.wikidata.org/entity/Q98752120,en,literal,Grenzgasthaus Mertschnigg,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
108,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,da,literal,Omoda,,,,,,,,,,wd:Q40
109,uri,http://www.wikidata.org/entity/Q24271040,en,literal,Milena Verlag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
110,uri,http://www.wikidata.org/entity/Q693194,en,literal,Napalm Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q284596,literal,,,,,,,,,,,,,,,,,wd:Q40
111,uri,http://www.wikidata.org/entity/Q7380124,en,literal,adidas Runtastic,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q664316,literal,,,,,,,,,,,,,,,,,wd:Q40
112,uri,http://www.wikidata.org/entity/Q30050532,en,literal,Pension Haus Sanz,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
113,uri,http://www.wikidata.org/entity/Q477875,en,literal,ams OSRAM AG,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q2986369, http://www.wikidata.org/entity/Q11650",literal,"http://www.wikidata.org/entity/Q105675038, http://www.wikidata.org/entity/Q24575110",literal,,literal,"http://www.wikidata.org/entity/Q41358, http://www.wikidata.org/entity/Q18632185",literal,http://www.wikidata.org/entity/Q17591621,,,,,,,,,,,,,,,,wd:Q40
114,uri,http://www.wikidata.org/entity/Q757391,en,literal,Central European University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,392,,,,,,,,,,,,,wd:Q40
115,uri,http://www.wikidata.org/entity/Q1469941,en,literal,Fronius International GmbH,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q667020,literal,,,,,,,,,,,,,,,,,wd:Q40
116,uri,http://www.wikidata.org/entity/Q526472,en,literal,Passagen Verlag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
117,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,da,literal,Omoda,,,,,,,,,,wd:Q40
118,uri,http://www.wikidata.org/entity/Q591359,en,literal,Steyr Arms,http://www.w3.org/2001/XMLSchema#dateTime,literal,1864-04-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q682115,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,150,de,literal,Josef und Franz Werndl & Comp. Waffenfabrik und Sägemühle in Oberletten,,,,,,,,,,wd:Q40
119,uri,http://www.wikidata.org/entity/Q41171672,en,literal,ALDI Süd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,wd:Q40
120,uri,http://www.wikidata.org/entity/Q1823138,en,literal,Libro,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q661877,literal,,,,,,,,,,,,,,,,,wd:Q40
121,uri,http://www.wikidata.org/entity/Q60539950,en,literal,Esterhazykeller,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q694043,,,,,,,,,,,,,,,,wd:Q40
122,uri,http://www.wikidata.org/entity/Q41171672,en,literal,ALDI Süd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,wd:Q40
123,uri,http://www.wikidata.org/entity/Q106638704,en,literal,Hotel Raffel,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
124,uri,http://www.wikidata.org/entity/Q591359,en,literal,Steyr Arms,http://www.w3.org/2001/XMLSchema#dateTime,literal,1864-04-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q682115,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,150,de,literal,Steyr-Werke AG,,,,,,,,,,wd:Q40
125,uri,http://www.wikidata.org/entity/Q1636668,en,literal,Humanic,http://www.w3.org/2001/XMLSchema#dateTime,literal,1907-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q13298,literal,,,,,,,,,,,,,,,,,wd:Q40
126,uri,http://www.wikidata.org/entity/Q24175501,en,literal,Bahoe books,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q17151, http://www.wikidata.org/entity/Q1741",literal,,,,,,,,,,,,,,,,,wd:Q40
127,uri,http://www.wikidata.org/entity/Q591359,en,literal,Steyr Arms,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q682115,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,150,de,literal,Österreichische Waffenfabriksgesellschaft,,,,,,,,,,wd:Q40
128,uri,http://www.wikidata.org/entity/Q1019662,en,literal,Böhlau Verlag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1853-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1741, http://www.wikidata.org/entity/Q365",literal,,,,,,,,,,,,,,,,,wd:Q40
129,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,fr,literal,Omoda,,,,,,,,,,wd:Q40
130,uri,http://www.wikidata.org/entity/Q24175501,en,literal,Bahoe books,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q41,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q17151, http://www.wikidata.org/entity/Q1741",literal,,,,,,,,,,,,,,,,,wd:Q40
131,uri,http://www.wikidata.org/entity/Q672934,en,literal,Borealis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q16070574,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
132,uri,http://www.wikidata.org/entity/Q110417598,en,literal,kaz : Kärntner Allgemeine Zeitung,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
133,uri,http://www.wikidata.org/entity/Q41171672,en,literal,ALDI Süd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,wd:Q40
134,uri,http://www.wikidata.org/entity/Q1310001,en,literal,Erste Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q837171,literal,"http://www.wikidata.org/entity/Q500976, http://www.wikidata.org/entity/Q79051777",literal,,literal,http://www.wikidata.org/entity/Q1741,literal,"http://www.wikidata.org/entity/Q696997, http://www.wikidata.org/entity/Q2567030",,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,968000000,,,,,,,wd:Q40
135,uri,http://www.wikidata.org/entity/Q37827214,en,literal,Gasthof zur Post,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
136,uri,http://www.wikidata.org/entity/Q51910426,en,literal,Schutzhaus zur Zukunft auf der Schmelz,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
137,uri,http://www.wikidata.org/entity/Q388555,en,literal,Lohner-Werke,http://www.w3.org/2001/XMLSchema#dateTime,literal,1821-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q10302057, http://www.wikidata.org/entity/Q190117",literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,en,literal,Bombardier Transportation Austria GmbH,,,,,,,,,,wd:Q40
138,uri,http://www.wikidata.org/entity/Q1670775,en,literal,HYPO Steiermark,http://www.w3.org/2001/XMLSchema#dateTime,literal,1930-07-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q29584334, http://www.wikidata.org/entity/Q22687",literal,,literal,,literal,http://www.wikidata.org/entity/Q13298,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,207,,,,,,,,,,,,,wd:Q40
139,uri,http://www.wikidata.org/entity/Q113578646,en,literal,fragmentiX Storage Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
140,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,nl,literal,Omoda B.V.,,,,,,,,,,wd:Q40
141,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,da,literal,Omoda,,,,,,,,,,wd:Q40
142,uri,http://www.wikidata.org/entity/Q2215905,en,literal,Salzburg AG,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q294362",literal,,literal,,literal,http://www.wikidata.org/entity/Q2230554,literal,,,,,,,,,,,,,,,,,wd:Q40
143,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
144,uri,http://www.wikidata.org/entity/Q634672,en,literal,Doka Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q385378,literal,,literal,,literal,http://www.wikidata.org/entity/Q251231,literal,,,,,,,,,,,,,,,,,wd:Q40
145,uri,http://www.wikidata.org/entity/Q106675567,en,literal,Motel Schlafgut – Familie Dörner,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
146,uri,http://www.wikidata.org/entity/Q259686,en,literal,Puch,http://www.w3.org/2001/XMLSchema#dateTime,literal,1899-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q13298,literal,,,,,de,literal,Puch-Werke AG & Co KG,,,,,,,,,,wd:Q40
147,uri,http://www.wikidata.org/entity/Q23541586,en,literal,Moon Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
148,uri,http://www.wikidata.org/entity/Q1231542,en,literal,Energie AG Oberösterreich,http://www.w3.org/2001/XMLSchema#dateTime,literal,1892-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q1341477,literal,,literal,,literal,http://www.wikidata.org/entity/Q41329,literal,,,,,,,,,,,,,,,,,wd:Q40
149,uri,http://www.wikidata.org/entity/Q108836990,en,literal,Rundfunk- und Telekom Regulierungs-GmbH,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
150,uri,http://www.wikidata.org/entity/Q877547,en,literal,Möbelix,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q178582,literal,,,,,,,,,,,,,,,,,wd:Q40
151,uri,http://www.wikidata.org/entity/Q1947238,en,literal,Morawa,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
152,uri,http://www.wikidata.org/entity/Q1651649,en,literal,Sonnentor,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q665601,literal,,,,,,,,,,,,,,,,,wd:Q40
153,uri,http://www.wikidata.org/entity/Q1958759,en,literal,Müller,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-03-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q215,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q64990, http://www.wikidata.org/entity/Q3012, http://www.wikidata.org/entity/Q1741",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,33635,,,,,,,,,,,,,wd:Q40
154,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
155,uri,http://www.wikidata.org/entity/Q168238,en,literal,OMV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q862571,literal,"http://www.wikidata.org/entity/Q16937865, http://www.wikidata.org/entity/Q2591064, http://www.wikidata.org/entity/Q1657473, http://www.wikidata.org/entity/Q28228201, http://www.wikidata.org/entity/Q110626453",literal,,literal,"http://www.wikidata.org/entity/Q489972, http://www.wikidata.org/entity/Q1741",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,22544,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,-183000000,http://www.w3.org/2001/XMLSchema#decimal,literal,32112000000,http://www.w3.org/2001/XMLSchema#decimal,literal,10960000000,wd:Q40
156,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
157,uri,http://www.wikidata.org/entity/Q51074647,en,literal,spusu,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
158,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
