,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,markcap.datatype,markcap.type,markcap.value,country
447,uri,http://www.wikidata.org/entity/Q11325790,en,literal,Norn Minakami Ski Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
448,uri,http://www.wikidata.org/entity/Q841573,en,literal,Shin-Keisei Electric Railway,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q6445119,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-10-23T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
449,uri,http://www.wikidata.org/entity/Q14428,en,literal,Capcom,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q876485,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-05-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2832,,,,,,,,,,,,,,,,wd:Q17
450,uri,http://www.wikidata.org/entity/Q22119493,en,literal,TNC TV Building,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1071779,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-10-05T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
451,uri,http://www.wikidata.org/entity/Q110245205,en,literal,THEFOOL,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11645470,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-05-18T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
452,uri,http://www.wikidata.org/entity/Q8093,en,literal,Nintendo,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,"http://www.wikidata.org/entity/Q456052, http://www.wikidata.org/entity/Q7688294, http://www.wikidata.org/entity/Q52177144, http://www.wikidata.org/entity/Q1336499, http://www.wikidata.org/entity/Q354768, http://www.wikidata.org/entity/Q316013",literal,,literal,"http://www.wikidata.org/entity/Q1203862, http://www.wikidata.org/entity/Q1077022, http://www.wikidata.org/entity/Q34600",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1889-09-23T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,6717,en,literal,"Nintendo Co., Ltd.",,,,,,,,,,,,,wd:Q17
453,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,,,,wd:Q17
454,uri,http://www.wikidata.org/entity/Q3482138,en,literal,Shin-yo-sha,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,,,,ja,literal,株式会社新曜社葉,,,,,,,,,,,,,wd:Q17
455,uri,http://www.wikidata.org/entity/Q11283830,en,literal,Up Kannabe,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11591008,,,,,,,,,,,,,,,,,,,,,,wd:Q17
456,uri,http://www.wikidata.org/entity/Q682894,en,literal,Tokyo Metro,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q576781,literal,"http://www.wikidata.org/entity/Q962135, http://www.wikidata.org/entity/Q113006011",http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-04-01T00:00:00Z,,,,en,literal,"Tokyo Metro Co., Ltd.",,,,,,,,,,,,,wd:Q17
457,uri,http://www.wikidata.org/entity/Q7421094,en,literal,Sapporo Grand Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
458,uri,http://www.wikidata.org/entity/Q11250240,en,literal,Tune Guitar Maniac,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q130290,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
459,uri,http://www.wikidata.org/entity/Q11259268,en,literal,Isumi Railway,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11434170,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-07-07T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
460,uri,http://www.wikidata.org/entity/Q1368019,en,literal,Citizen Watch,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q41767,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1930-05-28T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,18000,,,,,,,,,,,,,,,,wd:Q17
461,uri,http://www.wikidata.org/entity/Q110211368,en,literal,Django Film,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q210667,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-10-12T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
462,uri,http://www.wikidata.org/entity/Q849873,en,literal,FM OSAKA,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-08-21T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
463,uri,http://www.wikidata.org/entity/Q85329888,en,literal,AnyColor,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q19595701,literal,,literal,,literal,http://www.wikidata.org/entity/Q11641777,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-05-02T00:00:00Z,,,,ja,literal,いちから株式会社,,,,,,,,,,,,,wd:Q17
464,uri,http://www.wikidata.org/entity/Q11508167,en,literal,Nippon Kyobunsha,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2085381,literal,,literal,,literal,http://www.wikidata.org/entity/Q416131,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
465,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,,,,,,,wd:Q17
466,uri,http://www.wikidata.org/entity/Q11366545,en,literal,Chukai Cable Television System Operator,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q133935,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-11-20T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
467,uri,http://www.wikidata.org/entity/Q26944858,en,literal,Shima Mediterranean Village,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
468,uri,http://www.wikidata.org/entity/Q24900041,en,literal,Gakunan Electric Train,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q328613,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-04-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
469,uri,http://www.wikidata.org/entity/Q111866634,en,literal,Kawayu Onsen Fujiya,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1650-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
470,uri,http://www.wikidata.org/entity/Q1045037,en,literal,AliceSoft,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q17,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
471,uri,http://www.wikidata.org/entity/Q682894,en,literal,Tokyo Metro,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q576781,literal,"http://www.wikidata.org/entity/Q962135, http://www.wikidata.org/entity/Q113006011",http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-04-01T00:00:00Z,,,,ja,literal,東京地下鉄株式会社,,,,,,,,,,,,,wd:Q17
472,uri,http://www.wikidata.org/entity/Q105036839,en,literal,Infinity Vector,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q941594, http://www.wikidata.org/entity/Q638608",literal,,literal,,literal,http://www.wikidata.org/entity/Q102220888,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-08-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,6,en,literal,Infinity Vector Ltd,,,,,,,,,,,,,wd:Q17
473,uri,http://www.wikidata.org/entity/Q28684512,en,literal,Hyatt Regency Naha Okinawa,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
474,uri,http://www.wikidata.org/entity/Q10865224,en,literal,"San-ichi Publishing Co., Ltd.",uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-11-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
475,uri,http://www.wikidata.org/entity/Q11337886,en,literal,New Otani Inn Sapporo,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
476,uri,http://www.wikidata.org/entity/Q96155337,en,literal,Protimes,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
477,uri,http://www.wikidata.org/entity/Q11558039,en,literal,Hamafukutsuru Ginjō Kōbō,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
478,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,,,,wd:Q17
479,uri,http://www.wikidata.org/entity/Q11641144,en,literal,Roadside Station Hakata S.C. Park,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-08-27T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
480,uri,http://www.wikidata.org/entity/Q1578022,en,literal,Dannoura parking area,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1196470,,,,,,,,,,,,,,,,,,,,,,wd:Q17
481,uri,http://www.wikidata.org/entity/Q843695,en,literal,Nankai Broadcasting,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q200022,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
482,uri,http://www.wikidata.org/entity/Q11280431,en,literal,Yabuhara Kogen Ski Area,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
483,uri,http://www.wikidata.org/entity/Q110242795,en,literal,UI Bank,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7473516,literal,http://www.wikidata.org/entity/Q18337457,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-10-30T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
484,uri,http://www.wikidata.org/entity/Q28137581,en,literal,JASMAC PLAZA,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37951,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-10-13T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
485,uri,http://www.wikidata.org/entity/Q11199056,en,literal,Felistella,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q45798,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-07-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
486,uri,http://www.wikidata.org/entity/Q11541601,en,literal,Rakuten Bank,uri,http://www.wikidata.org/entity/Q17,literal,,literal,"http://www.wikidata.org/entity/Q42913661, http://www.wikidata.org/entity/Q71142467",literal,http://www.wikidata.org/entity/Q56702850,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-14T00:00:00Z,,,,ja,literal,楽天銀行株式会社,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,25954000000,,,,wd:Q17
487,uri,http://www.wikidata.org/entity/Q111516144,en,literal,Bandai Namco Amusement,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q190088,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-31T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
488,uri,http://www.wikidata.org/entity/Q11640993,en,literal,Roadside Station Yoshiumi Iki-iki Kan,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-08-13T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
489,uri,http://www.wikidata.org/entity/Q56348826,en,literal,Kobe Kitano Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,http://www.wikidata.org/entity/Q57314599,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
490,uri,http://www.wikidata.org/entity/Q3908386,en,literal,Poplar Publishing,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
491,uri,http://www.wikidata.org/entity/Q11509502,en,literal,Nitto Kotsu,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q335427,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-03-08T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
492,uri,http://www.wikidata.org/entity/Q843469,en,literal,Hokuriku Broadcasting Company,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q98103974,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
493,uri,http://www.wikidata.org/entity/Q3572463,en,literal,InterContinental Yokohama Grand,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1046669,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-05-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
494,uri,http://www.wikidata.org/entity/Q2469448,en,literal,Ken Production,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q193638,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
495,uri,http://www.wikidata.org/entity/Q5214141,en,literal,Fusosha Publishing,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11033,literal,,literal,,literal,http://www.wikidata.org/entity/Q13489497,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
496,uri,http://www.wikidata.org/entity/Q6445898,en,literal,Kuretake,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q875696,literal,,literal,,literal,"http://www.wikidata.org/entity/Q169134, http://www.wikidata.org/entity/Q131287",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1902-10-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
497,uri,http://www.wikidata.org/entity/Q8013048,en,literal,Saitama Railway,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q22667,literal,,literal,,literal,http://www.wikidata.org/entity/Q1042376,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-03-25T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
498,uri,http://www.wikidata.org/entity/Q7827542,en,literal,Tosa Kuroshio Railway,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q22667,literal,,literal,,literal,http://www.wikidata.org/entity/Q8190561,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
499,uri,http://www.wikidata.org/entity/Q11312602,en,literal,Snow Par Ogna Hotaka,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
500,uri,http://www.wikidata.org/entity/Q11548228,en,literal,Minakami Onsen,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11548229,,,,,,,,,,,,,,,,,,,,,,wd:Q17
501,uri,http://www.wikidata.org/entity/Q5507652,en,literal,Fukui Railway,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1740966,literal,,literal,,literal,http://www.wikidata.org/entity/Q877941,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
502,uri,http://www.wikidata.org/entity/Q53308444,,literal,Q53308444,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-04-10T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
503,uri,http://www.wikidata.org/entity/Q261582,en,literal,Miyajima Matsudai Kisen,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q7590,literal,,literal,,literal,http://www.wikidata.org/entity/Q736897,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-04-01T00:00:00Z,,,,ja,literal,宮島松大汽船株式会社,,,,,,,,,,,,,wd:Q17
504,uri,http://www.wikidata.org/entity/Q50866662,en,literal,Roadside station Nanairo-Nanae,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-11-17T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
505,uri,http://www.wikidata.org/entity/Q28801378,en,literal,Art Hotel Asahikawa,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
506,uri,http://www.wikidata.org/entity/Q11653637,en,literal,Nagaragawa Railway,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7447194,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-08-28T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
507,uri,http://www.wikidata.org/entity/Q11521175,en,literal,Sapporo Kokusai Ski Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
508,uri,http://www.wikidata.org/entity/Q2017226,en,literal,Okinawa Electric Power Company,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11570462,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-05-15T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
509,uri,http://www.wikidata.org/entity/Q11635772,,literal,Q11635772,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
510,uri,http://www.wikidata.org/entity/Q249525,en,literal,Lotteria,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q81799,literal,,literal,,literal,http://www.wikidata.org/entity/Q179645,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-02-02T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
511,uri,http://www.wikidata.org/entity/Q11274132,en,literal,Nakau,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11563057,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-02-04T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
512,uri,http://www.wikidata.org/entity/Q11314757,en,literal,Century Royal Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
513,uri,http://www.wikidata.org/entity/Q11355056,en,literal,Miyakehonten,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q617375,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-07-02T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
514,uri,http://www.wikidata.org/entity/Q843339,en,literal,Television Niigata Network,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1254874,literal,,literal,,literal,http://www.wikidata.org/entity/Q132705,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
515,uri,http://www.wikidata.org/entity/Q940789,en,literal,Soft On Demand,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
516,uri,http://www.wikidata.org/entity/Q4346777,en,literal,Gijutsu-Hyohron,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11480707,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-03-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
517,uri,http://www.wikidata.org/entity/Q108989630,,literal,Q108989630,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
518,uri,http://www.wikidata.org/entity/Q17238908,en,literal,ALC PRESS INC.,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-11-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
519,uri,http://www.wikidata.org/entity/Q11483231,en,literal,Hirayu Onsen,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5371109,,,,,,,,,,,,,,,,,,,,,,wd:Q17
520,uri,http://www.wikidata.org/entity/Q1192667,en,literal,Rohm,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11650,literal,,literal,,literal,http://www.wikidata.org/entity/Q580186,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
521,uri,http://www.wikidata.org/entity/Q11591987,en,literal,Fukuya Hatchōbori Main Store,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-04-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
522,uri,http://www.wikidata.org/entity/Q1188274,en,literal,Keihan Electric Railway,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q11439997,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1906-11-19T00:00:00Z,,,,ja,literal,京阪電気鉄道株式会社,,,,,,,,,,,,,wd:Q17
523,uri,http://www.wikidata.org/entity/Q3552061,en,literal,Up-Front Works,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-05-01T00:00:00Z,,,,ja,literal,株式会社アップフロントワークス,,,,,,,,,,,,,wd:Q17
524,uri,http://www.wikidata.org/entity/Q1054807,en,literal,TMS Entertainment,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q2575347, http://www.wikidata.org/entity/Q1415395",literal,,literal,http://www.wikidata.org/entity/Q11599124,literal,http://www.wikidata.org/entity/Q234087,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,235,,,,,,,,,,,,,,,,wd:Q17
525,uri,http://www.wikidata.org/entity/Q11226266,,literal,Q11226266,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-10-20T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
526,uri,http://www.wikidata.org/entity/Q11288499,en,literal,The Westin Tokyo,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11259433,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-10-14T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
527,uri,http://www.wikidata.org/entity/Q842496,en,literal,Takeshobo,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2085381,literal,,literal,,literal,http://www.wikidata.org/entity/Q5994914,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-10-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
