,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
107,uri,http://www.wikidata.org/entity/Q24035331,en,literal,flyadeal,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
108,uri,http://www.wikidata.org/entity/Q12218673,en,literal,Taiba Investments company,ar,literal,شركة طيبة للإستثمار,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-09-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4084099000,http://www.w3.org/2001/XMLSchema#decimal,literal,3629609000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
109,uri,http://www.wikidata.org/entity/Q16124094,en,literal,Saudi Ground Services Co.,ar,literal,الشركة السعودية للخدمات الأرضية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-07-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4323052000,http://www.w3.org/2001/XMLSchema#decimal,literal,2872065000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
110,uri,http://www.wikidata.org/entity/Q12188930,en,literal,National Shipping Company of Saudi Arabia,ar,literal,الشركة الوطنية السعودية للنقل البحري,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,20560827000,http://www.w3.org/2001/XMLSchema#decimal,literal,9377871000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
111,uri,http://www.wikidata.org/entity/Q28714640,en,literal,Arabian Oud,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
112,uri,http://www.wikidata.org/entity/Q12218595,en,literal,National Gypsum Co.,ar,literal,شركة الجبس الأهلية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-04-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,464266000,http://www.w3.org/2001/XMLSchema#decimal,literal,431877000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
113,uri,http://www.wikidata.org/entity/Q3535226,en,literal,Almarai Company,ar,literal,شركة المراعي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,33148042000,http://www.w3.org/2001/XMLSchema#decimal,literal,13926796000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
114,uri,http://www.wikidata.org/entity/Q12192383,en,literal,Allied Cooperative Insurance Group,ar,literal,المجموعة المتحدة للتأمين التعاوني,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-08-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,562830000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
115,uri,http://www.wikidata.org/entity/Q4704878,en,literal,Al Tazaj,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q1442415,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
116,uri,http://www.wikidata.org/entity/Q20403531,en,literal,Takween Advanced Industries Co.,ar,literal,شركة تكوين المتطورة للصناعات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-10-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2105682000,http://www.w3.org/2001/XMLSchema#decimal,literal,683528000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
117,uri,http://www.wikidata.org/entity/Q12251169,en,literal,Saudi Press Agency,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
118,uri,http://www.wikidata.org/entity/Q5738371,en,literal,Herfy,ar,literal,هرفي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-03-03T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2033463000,http://www.w3.org/2001/XMLSchema#decimal,literal,932867000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q1442415, http://www.wikidata.org/entity/Q171141",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
119,uri,http://www.wikidata.org/entity/Q22947432,en,literal,Rwaq,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-09-15T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
120,uri,http://www.wikidata.org/entity/Q12188892,en,literal,Saudi Paper Manufacturing Co.,ar,literal,الشركة السعودية لصناعة الورق,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-11-13T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1059776000,http://www.w3.org/2001/XMLSchema#decimal,literal,528168000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
121,uri,http://www.wikidata.org/entity/Q28715287,en,literal,Al Yamamah Steel Industries Co.,ar,literal,شركة اليمامة للصناعات الحديدية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-09T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1552125000,http://www.w3.org/2001/XMLSchema#decimal,literal,679456000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
122,uri,http://www.wikidata.org/entity/Q12214959,en,literal,SABB Takaful Co.,ar,literal,شركة ساب للتكافل,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-05-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,872193000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
123,uri,http://www.wikidata.org/entity/Q5404584,en,literal,Etihad Atheeb Telecom Co.,ar,literal,شركة اتحاد عذيب للاتصالات,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-02-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1389383000,http://www.w3.org/2001/XMLSchema#decimal,literal,341080000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
124,uri,http://www.wikidata.org/entity/Q20403421,en,literal,Mouwasat Medical Services Co.,ar,literal,شركة المواساة للخدمات الطبية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-02-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3523245000,http://www.w3.org/2001/XMLSchema#decimal,literal,1712885000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
125,uri,http://www.wikidata.org/entity/Q12188896,en,literal,Saudi Industrial Services Co.,ar,literal,الشركة السعودية للخدمات الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-11-19T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2906102000,http://www.w3.org/2001/XMLSchema#decimal,literal,1067292000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
126,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q810,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q851
127,uri,http://www.wikidata.org/entity/Q6423290,en,literal,"Knowledge Economic City, Medina",ar,literal,مدينة المعرفة الإقتصادية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-08-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3351622000,http://www.w3.org/2001/XMLSchema#decimal,literal,3158296000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
128,uri,http://www.wikidata.org/entity/Q20403103,en,literal,Al Jouf Cement Co.,ar,literal,شركة أسمنت الجوف,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-08-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2319338000,http://www.w3.org/2001/XMLSchema#decimal,literal,1631730000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
129,uri,http://www.wikidata.org/entity/Q6887331,en,literal,Mobily,ar,literal,شركة إتحاد إتصالات,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-12-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,39262461000,http://www.w3.org/2001/XMLSchema#decimal,literal,13869316000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q851,literal,,,,,,,,,,,wd:Q851
130,uri,http://www.wikidata.org/entity/Q20403142,en,literal,Dremas House Co.,ar,literal,شركة دريم هاوس,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-10-07T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2484328000,http://www.w3.org/2001/XMLSchema#decimal,literal,1983539000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
131,uri,http://www.wikidata.org/entity/Q1518238,en,literal,The Saudi National Bank,ar,literal,البنك الأهلي السعودي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,507263802000,http://www.w3.org/2001/XMLSchema#decimal,literal,63040549000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
132,uri,http://www.wikidata.org/entity/Q91607548,en,literal,Hilton Suites Makkah,ar,literal,مكة هيلتون للاجنحة,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-03-03T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
133,uri,http://www.wikidata.org/entity/Q81533483,en,literal,Hungry bunny,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q160320,literal,,,,,,,,,,,wd:Q851
134,uri,http://www.wikidata.org/entity/Q48805494,en,literal,Saudi Arabian Military Industries,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-05-17T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q16955053,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
135,uri,http://www.wikidata.org/entity/Q12218574,en,literal,AYYAN Investment Co.,ar,literal,شركة الأحساء للتنمية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,673834000,http://www.w3.org/2001/XMLSchema#decimal,literal,477400000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
136,uri,http://www.wikidata.org/entity/Q12218561,en,literal,Eastern Province Cement Co.,ar,literal,شركة أسمنت المنطقة الشرقية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2764934000,http://www.w3.org/2001/XMLSchema#decimal,literal,2411736000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
137,uri,http://www.wikidata.org/entity/Q12188897,en,literal,Saudi Industrial Export Co.,ar,literal,الشركة السعودية للصادرات الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-06-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,63134000,http://www.w3.org/2001/XMLSchema#decimal,literal,10999000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
138,uri,http://www.wikidata.org/entity/Q12188897,en,literal,Saudi Industrial Export Co.,ar,literal,الشركة السعودية للصادرات الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-06-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,63134000,http://www.w3.org/2001/XMLSchema#decimal,literal,54185000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
139,uri,http://www.wikidata.org/entity/Q12188894,en,literal,Saudi Fisheries Co.,ar,literal,الشركة السعودية للأسماك,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-03-24T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,186414000,http://www.w3.org/2001/XMLSchema#decimal,literal,122492000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q180538,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
140,uri,http://www.wikidata.org/entity/Q76513709,en,literal,Hilton Riyadh Hotel & Residences,en,literal,Hilton Riyadh Hotel & Residences,,,,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
141,uri,http://www.wikidata.org/entity/Q20403651,en,literal,Al Sorayai Trading and Industrial Group,ar,literal,مجموعة السريع التجارية الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-02-20T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,519348000,http://www.w3.org/2001/XMLSchema#decimal,literal,301761000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
142,uri,http://www.wikidata.org/entity/Q1761176,en,literal,Al-Rajhi Bank,ar,literal,مصرف الراجحي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,384086576000,http://www.w3.org/2001/XMLSchema#decimal,literal,51946872000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7600,,,,,,,wd:Q851
143,uri,http://www.wikidata.org/entity/Q12218561,en,literal,Eastern Province Cement Co.,ar,literal,شركة أسمنت المنطقة الشرقية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2764934000,http://www.w3.org/2001/XMLSchema#decimal,literal,2380251000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
144,uri,http://www.wikidata.org/entity/Q105456179,en,literal,Myrkott,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q12220280, http://www.wikidata.org/entity/Q1415395",literal,http://www.wikidata.org/entity/Q112075407,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
145,uri,http://www.wikidata.org/entity/Q5446768,en,literal,Fidelis Security Systems,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q3510521,literal,,literal,,literal,http://www.wikidata.org/entity/Q49190,literal,,,,,,,,,,,wd:Q851
146,uri,http://www.wikidata.org/entity/Q12188889,en,literal,Saudi Re for Cooperative Reinsurance Co.,ar,literal,الشركة السعودية لإعادة التأمين التعاوني,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-05-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2654309000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
147,uri,http://www.wikidata.org/entity/Q7181252,en,literal,Banque Saudi Fransi,ar,literal,البنك السعودي الفرنسي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-06-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,178148577000,http://www.w3.org/2001/XMLSchema#decimal,literal,32946718000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
148,uri,http://www.wikidata.org/entity/Q6423290,en,literal,"Knowledge Economic City, Medina",ar,literal,مدينة المعرفة الإقتصادية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-08-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3351622000,http://www.w3.org/2001/XMLSchema#decimal,literal,3104671000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
149,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q817,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q851
150,uri,http://www.wikidata.org/entity/Q20401373,en,literal,Saudi Marketing Co.,ar,literal,الشركة السعودية للتسويق,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-12-02T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2262675000,http://www.w3.org/2001/XMLSchema#decimal,literal,577061000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
151,uri,http://www.wikidata.org/entity/Q20403120,en,literal,Hail Cement Comany,ar,literal,شركة أسمنت حائل,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-11-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1313855000,http://www.w3.org/2001/XMLSchema#decimal,literal,1057555000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q811891, http://www.wikidata.org/entity/Q189306",literal,,literal,,literal,http://www.wikidata.org/entity/Q675568,literal,,,,,,,,,,,wd:Q851
152,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q851
153,uri,http://www.wikidata.org/entity/Q12218555,en,literal,Abdullah AlOthaim Markets,ar,literal,شركة أسواق عبدالله العثيم,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-05-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4766126000,http://www.w3.org/2001/XMLSchema#decimal,literal,1239576000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
154,uri,http://www.wikidata.org/entity/Q28715280,en,literal,Lazurde Company for Jewelry,ar,literal,شركة لازوردي للمجوهرات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2015035000,http://www.w3.org/2001/XMLSchema#decimal,literal,426086000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q57262277,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
155,uri,http://www.wikidata.org/entity/Q20403380,en,literal,Middle East Paper Co.,ar,literal,شركة الشرق الأوسط لصناعة وإنتاج الورق,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-08-06T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1576811000,http://www.w3.org/2001/XMLSchema#decimal,literal,712859000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
156,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q974,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q851
157,uri,http://www.wikidata.org/entity/Q64577321,en,literal,almatar,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q61509,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
158,uri,http://www.wikidata.org/entity/Q12244784,en,literal,Obeikan Bookstore,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
159,uri,http://www.wikidata.org/entity/Q12218673,en,literal,Taiba Investments company,ar,literal,شركة طيبة للإستثمار,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-09-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4084099000,http://www.w3.org/2001/XMLSchema#decimal,literal,3865605000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
160,uri,http://www.wikidata.org/entity/Q4704716,en,literal,Al Riyadh,en,literal,Alriyadh Newspaper,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-05-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
161,uri,http://www.wikidata.org/entity/Q12208618,en,literal,Halwani Bros. Co.,ar,literal,شركة حلواني إخوان,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-07-08T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,949276000,http://www.w3.org/2001/XMLSchema#decimal,literal,453333000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
162,uri,http://www.wikidata.org/entity/Q12188892,en,literal,Saudi Paper Manufacturing Co.,ar,literal,الشركة السعودية لصناعة الورق,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-11-13T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1059776000,http://www.w3.org/2001/XMLSchema#decimal,literal,278836000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
163,uri,http://www.wikidata.org/entity/Q12188891,en,literal,Saudi Automotive Services Co.,ar,literal,الشركة السعودية لخدمات السيارات والمعدات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-12-24T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2460907000,http://www.w3.org/2001/XMLSchema#decimal,literal,751863000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
164,uri,http://www.wikidata.org/entity/Q2374321,en,literal,SAPTCO,ar,literal,خدمة اونلاين,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-07-09T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4095810000,http://www.w3.org/2001/XMLSchema#decimal,literal,1593799000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
165,uri,http://www.wikidata.org/entity/Q12204153,en,literal,Java Time,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
166,uri,http://www.wikidata.org/entity/Q12188902,en,literal,Dur Hospitality,ar,literal,شركة دور للضيافة,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-12-27T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3527827000,http://www.w3.org/2001/XMLSchema#decimal,literal,1787621000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
167,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,http://www.w3.org/2001/XMLSchema#decimal,literal,4393877000,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
168,uri,http://www.wikidata.org/entity/Q4166498,en,literal,Al Bilad Bank,ar,literal,بنك البلاد,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-11-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,86075431000,http://www.w3.org/2001/XMLSchema#decimal,literal,7280899000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
169,uri,http://www.wikidata.org/entity/Q20403142,en,literal,Dremas House Co.,ar,literal,شركة دريم هاوس,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-10-07T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2484328000,http://www.w3.org/2001/XMLSchema#decimal,literal,1933628000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
