,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,assets.datatype,assets.type,assets.value,officialname.xml:lang,officialname.type,officialname.value,equity.datatype,equity.type,equity.value,profit.datatype,profit.type,profit.value,country
75,uri,http://www.wikidata.org/entity/Q22906202,en,literal,PAYWARD MENA HOLDINGS LTD.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-07-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1519, http://www.wikidata.org/entity/Q62",literal,,,,,,,,,,,,,,,,,wd:Q878
76,uri,http://www.wikidata.org/entity/Q550379,en,literal,Conrad Dubai,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
77,uri,http://www.wikidata.org/entity/Q66423173,en,literal,Waldorf Astoria Ras Al Khaimah,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,ar,literal,والدورف أستوريا رأس الخيمة,,,,,,,wd:Q878
78,uri,http://www.wikidata.org/entity/Q62485477,en,literal,Hilton Dubai Al Habtoor City,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,ar,literal,هيلتون دبي الحبتور سيتي,,,,,,,wd:Q878
79,uri,http://www.wikidata.org/entity/Q76620470,en,literal,Hampton by Hilton Dubai Al Barsha,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hampton by Hilton Dubai Al Barsha,,,,,,,wd:Q878
80,uri,http://www.wikidata.org/entity/Q62939,en,literal,Burj al-Arab,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
81,uri,http://www.wikidata.org/entity/Q111150180,en,literal,Conrad Abu Dhabi Etihad Towers,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Conrad Abu Dhabi Etihad Towers,,,,,,,wd:Q878
82,uri,http://www.wikidata.org/entity/Q1331200,en,literal,Jumeirah,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
83,uri,http://www.wikidata.org/entity/Q20397934,en,literal,Shahid,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
84,uri,http://www.wikidata.org/entity/Q108857582,en,literal,Erem News,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-05-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,http://www.wikidata.org/entity/Q54837,,,,,,,,,,,,,,,,wd:Q878
85,uri,http://www.wikidata.org/entity/Q3045998,en,literal,ENOC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
86,uri,http://www.wikidata.org/entity/Q22906202,en,literal,PAYWARD MENA HOLDINGS LTD.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-07-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1519, http://www.wikidata.org/entity/Q62",literal,,,,,,,,,,,,,,,,,wd:Q878
87,uri,http://www.wikidata.org/entity/Q30147522,en,literal,Hilton Dubai Jumeirah,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q1495452,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hilton Dubai Jumeirah,,,,,,,wd:Q878
88,uri,http://www.wikidata.org/entity/Q15616276,en,literal,Telegram,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-08-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q98915099,,,,,,,,,,,,,,,,wd:Q878
89,uri,http://www.wikidata.org/entity/Q5310582,en,literal,Dubai Media Incorporated,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
90,uri,http://www.wikidata.org/entity/Q756690,en,literal,"Atlantis, The Palm",http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
91,uri,http://www.wikidata.org/entity/Q25112257,en,literal,Careem,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q21157865, http://www.wikidata.org/entity/Q7590",literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
92,uri,http://www.wikidata.org/entity/Q28016149,en,literal,TECOM Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,http://www.wikidata.org/entity/Q24572514,literal,,literal,http://www.wikidata.org/entity/Q3781293,literal,,,,,,,,,,,,,,,,,wd:Q878
93,uri,http://www.wikidata.org/entity/Q22976715,en,literal,Hilton Dubai The Walk,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q1495452,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hilton Dubai The Walk,,,,,,,wd:Q878
94,uri,http://www.wikidata.org/entity/Q2896740,en,literal,Bentham Science Publishers,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q188810,literal,,,,,,,,,,,,,,,,,wd:Q878
95,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,uri,http://www.wikidata.org/entity/Q833,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q878
96,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q878
97,uri,http://www.wikidata.org/entity/Q543449,en,literal,E& etisalat and,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
98,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q796,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
99,uri,http://www.wikidata.org/entity/Q1349140,en,literal,Thuraya,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
100,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q398,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,http://www.w3.org/2001/XMLSchema#decimal,literal,4393877000,,,,wd:Q878
101,uri,http://www.wikidata.org/entity/Q108864321,en,literal,Dubai Post,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-03-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
102,uri,http://www.wikidata.org/entity/Q55613979,en,literal,HotelOnline,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q189507",literal,http://www.wikidata.org/entity/Q61970839,literal,http://www.wikidata.org/entity/Q61970825,literal,http://www.wikidata.org/entity/Q3870,literal,,,,,,,,en,literal,Savanna Sunrise Ltd.,,,,,,,wd:Q878
103,uri,http://www.wikidata.org/entity/Q110209236,en,literal,Bessern,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q1068473,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
104,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,http://www.w3.org/2001/XMLSchema#decimal,literal,4393877000,,,,wd:Q878
105,uri,http://www.wikidata.org/entity/Q63226508,en,literal,khair jalees,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
106,uri,http://www.wikidata.org/entity/Q5369234,en,literal,Emarat Al Youm,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-09-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,http://www.wikidata.org/entity/Q54837,,,,,,,,,,,,,,,,wd:Q878
107,uri,http://www.wikidata.org/entity/Q60732352,en,literal,Hilton Garden Inn Dubai Al Jadaf Culture Village,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-12-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hilton Garden Inn Dubai Al Jadaf Culture Village,,,,,,,wd:Q878
108,uri,http://www.wikidata.org/entity/Q5372577,en,literal,Emirates Post,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3021334,literal,,,,,,,,,,,,,,,,,wd:Q878
109,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q810,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
110,uri,http://www.wikidata.org/entity/Q111150180,en,literal,Conrad Abu Dhabi Etihad Towers,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,ar,literal,كونراد أبوظبي أبراج الإتحاد,,,,,,,wd:Q878
111,uri,http://www.wikidata.org/entity/Q66423173,en,literal,Waldorf Astoria Ras Al Khaimah,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Waldorf Astoria Ras Al Khaimah,,,,,,,wd:Q878
112,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,uri,http://www.wikidata.org/entity/Q16,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q878
113,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q878
114,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q878
115,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q817,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
116,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
117,uri,http://www.wikidata.org/entity/Q5321415,en,literal,e-Junior,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q878,literal,,,,,,,,,,,,,,,,,wd:Q878
118,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q974,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
119,uri,http://www.wikidata.org/entity/Q50308536,en,literal,DoubleTree by Hilton Hotel Dubai - Jumeirah Beach,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-06-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,ar,literal,دبل تري من هيلتون دبي شاطئ الجميرة,,,,,,,wd:Q878
120,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q878
121,uri,http://www.wikidata.org/entity/Q62485477,en,literal,Hilton Dubai Al Habtoor City,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hilton Dubai Al Habtoor City,,,,,,,wd:Q878
122,uri,http://www.wikidata.org/entity/Q63642510,en,literal,Hilton Ras Al Khaimah Beach Resort,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hilton Ras Al Khaimah Resort & Spa,,,,,,,wd:Q878
123,uri,http://www.wikidata.org/entity/Q1262868,en,literal,Dubai Electricity and Water Authority,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q1951366,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
124,uri,http://www.wikidata.org/entity/Q25450114,,literal,Q25450114,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
125,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q878
126,uri,http://www.wikidata.org/entity/Q60732352,en,literal,Hilton Garden Inn Dubai Al Jadaf Culture Village,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-12-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,ar,literal,هيلتون جاردن إن دبي قرية الجداف الثقافية,,,,,,,wd:Q878
127,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,http://www.w3.org/2001/XMLSchema#decimal,literal,4393877000,,,,wd:Q878
128,uri,http://www.wikidata.org/entity/Q6972890,en,literal,National Geographic Farsi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q740893,literal,,,,,,,,,,,,,,,,,wd:Q878
129,uri,http://www.wikidata.org/entity/Q1153463,en,literal,Emaar Properties,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1000,http://www.w3.org/2001/XMLSchema#decimal,literal,112751930000,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6777915000,wd:Q878
130,uri,http://www.wikidata.org/entity/Q7281354,en,literal,Hilton Dubai Creek,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,ar,literal,هيلتون دبي كريك,,,,,,,wd:Q878
131,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q878
132,uri,http://www.wikidata.org/entity/Q4115940,en,literal,Abu Dhabi Media,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1960,,,,,,,,,,,,,wd:Q878
133,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q878
134,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,uri,http://www.wikidata.org/entity/Q424,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q878
135,uri,http://www.wikidata.org/entity/Q114877710,en,literal,Dubai Investment Fund,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2600,,,,,,,,,,,,,wd:Q878
136,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q842,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
137,uri,http://www.wikidata.org/entity/Q114891288,en,literal,Erem Business,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-11-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
138,uri,http://www.wikidata.org/entity/Q50308536,en,literal,DoubleTree by Hilton Hotel Dubai - Jumeirah Beach,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-06-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,DoubleTree by Hilton Hotel Dubai - Jumeirah Beach,,,,,,,wd:Q878
139,uri,http://www.wikidata.org/entity/Q63642510,en,literal,Hilton Ras Al Khaimah Beach Resort,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,ar,literal,هيلتون رأس الخيمة بيتش ريزورت,,,,,,,wd:Q878
140,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q846,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
141,uri,http://www.wikidata.org/entity/Q4875753,en,literal,Beach Rotana Abu Dhabi,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
142,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q398,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
