,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,country
1187,uri,http://www.wikidata.org/entity/Q116762200,en,literal,Done Rite Roofing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,en,literal,Done Rite Roofing Inc.,wd:Q30
1188,uri,http://www.wikidata.org/entity/Q61917269,en,literal,Urth Caffé,,,,,,,wd:Q30
1189,uri,http://www.wikidata.org/entity/Q17108969,en,literal,Strack & Van Til,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,,,,wd:Q30
1190,uri,http://www.wikidata.org/entity/Q7714351,en,literal,University of Maryland Art Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,,,,wd:Q30
1191,uri,http://www.wikidata.org/entity/Q114166524,en,literal,The Gin Mill,,,,,,,wd:Q30
1192,uri,http://www.wikidata.org/entity/Q7201095,en,literal,Planet Fitness,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,wd:Q30
1193,uri,http://www.wikidata.org/entity/Q112671893,en,literal,"CareGard Warranty Services, Inc.",http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,en,literal,"CareGard Warranty Services, Inc.",wd:Q30
1194,uri,http://www.wikidata.org/entity/Q5452290,en,literal,First American Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1889-01-01T00:00:00Z,,,,wd:Q30
1195,uri,http://www.wikidata.org/entity/Q123038477,en,literal,Highdef Nation,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
1196,uri,http://www.wikidata.org/entity/Q105084603,en,literal,Lumens.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,wd:Q30
1197,uri,http://www.wikidata.org/entity/Q7259716,en,literal,PulteGroup,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,,,,wd:Q30
1198,uri,http://www.wikidata.org/entity/Q62022941,en,literal,Ruddy Productions,,,,,,,wd:Q30
1199,uri,http://www.wikidata.org/entity/Q63888483,en,literal,DAOU Vineyards & Winery,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,wd:Q30
1200,uri,http://www.wikidata.org/entity/Q17062065,en,literal,Southern Illinois University Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,,,,wd:Q30
1201,uri,http://www.wikidata.org/entity/Q6331966,en,literal,KKMG,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,wd:Q30
1202,uri,http://www.wikidata.org/entity/Q7955056,en,literal,WRIC-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,,,,wd:Q30
1203,uri,http://www.wikidata.org/entity/Q3174352,en,literal,Gorton's of Gloucester,http://www.w3.org/2001/XMLSchema#dateTime,literal,1849-01-01T00:00:00Z,,,,wd:Q30
1204,uri,http://www.wikidata.org/entity/Q283848,en,literal,"Belkin International, Inc.",http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,wd:Q30
1205,uri,http://www.wikidata.org/entity/Q7956488,en,literal,WTVY,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,,,,wd:Q30
1206,uri,http://www.wikidata.org/entity/Q106777481,en,literal,Granity Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
1207,uri,http://www.wikidata.org/entity/Q991188,en,literal,Browning Arms Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-01T00:00:00Z,,,,wd:Q30
1208,uri,http://www.wikidata.org/entity/Q7462961,en,literal,Shaklee,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,,,,wd:Q30
1209,uri,http://www.wikidata.org/entity/Q3259007,en,literal,LongHorn Steakhouse,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,wd:Q30
1210,uri,http://www.wikidata.org/entity/Q108743623,en,literal,Take 3 Talent,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,wd:Q30
1211,uri,http://www.wikidata.org/entity/Q7390597,en,literal,SKDKnickerbocker,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,wd:Q30
1212,uri,http://www.wikidata.org/entity/Q18712640,en,literal,WSWE-LP,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,wd:Q30
1213,uri,http://www.wikidata.org/entity/Q5005929,en,literal,CTown Supermarkets,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,,,,wd:Q30
1214,uri,http://www.wikidata.org/entity/Q19868191,en,literal,PSCU,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,,,,wd:Q30
1215,uri,http://www.wikidata.org/entity/Q96414744,en,literal,White House Gift Shop,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-09-09T00:00:00Z,,,,wd:Q30
1216,uri,http://www.wikidata.org/entity/Q6678883,en,literal,Lord Abbett,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,,,,wd:Q30
1217,uri,http://www.wikidata.org/entity/Q56760250,en,literal,Sony Music,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,wd:Q30
1218,uri,http://www.wikidata.org/entity/Q464092,en,literal,American Electric Power,http://www.w3.org/2001/XMLSchema#dateTime,literal,1906-01-01T00:00:00Z,,,,wd:Q30
1219,uri,http://www.wikidata.org/entity/Q16951804,en,literal,BioAmber Inc.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,wd:Q30
1220,uri,http://www.wikidata.org/entity/Q5205731,en,literal,DNA Productions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,wd:Q30
1221,uri,http://www.wikidata.org/entity/Q105491638,en,literal,Holzman Moss Bottino Architecture,,,,,,,wd:Q30
1222,uri,http://www.wikidata.org/entity/Q56274134,en,literal,CompuCom Systems,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,wd:Q30
1223,uri,http://www.wikidata.org/entity/Q105563992,en,literal,MP Materials,,,,,,,wd:Q30
1224,uri,http://www.wikidata.org/entity/Q61931894,en,literal,Sullivan and Worcester (United States),http://www.w3.org/2001/XMLSchema#dateTime,literal,1941-01-01T00:00:00Z,,,,wd:Q30
1225,uri,http://www.wikidata.org/entity/Q15109862,en,literal,Craft Brew Alliance,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,wd:Q30
1226,uri,http://www.wikidata.org/entity/Q3030046,en,literal,Snapfish,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,wd:Q30
1227,uri,http://www.wikidata.org/entity/Q112135909,en,literal,Charis Books & More,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,,,,wd:Q30
1228,uri,http://www.wikidata.org/entity/Q4833094,en,literal,Azure Capital Partners,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,wd:Q30
1229,uri,http://www.wikidata.org/entity/Q60785140,en,literal,Slapfish,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
1230,uri,http://www.wikidata.org/entity/Q654762,en,literal,Sotheby's,http://www.w3.org/2001/XMLSchema#dateTime,literal,1744-01-01T00:00:00Z,en,literal,"Sotheby, Wilkinson and Hodge",wd:Q30
1231,uri,http://www.wikidata.org/entity/Q654762,en,literal,Sotheby's,http://www.w3.org/2001/XMLSchema#dateTime,literal,1744-01-01T00:00:00Z,en-gb,literal,Sotheby Parke Bernet & Co.,wd:Q30
1232,uri,http://www.wikidata.org/entity/Q63870970,en,literal,Foyt Wine Vault,,,,,,,wd:Q30
1233,uri,http://www.wikidata.org/entity/Q85791087,en,literal,Optimum,,,,,,,wd:Q30
1234,uri,http://www.wikidata.org/entity/Q27908053,en,literal,VidAngel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
1235,uri,http://www.wikidata.org/entity/Q542618,en,literal,ESPN Deportes,,,,,,,wd:Q30
1236,uri,http://www.wikidata.org/entity/Q7367301,en,literal,Rosamund Felsen Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,,,,wd:Q30
1237,uri,http://www.wikidata.org/entity/Q7546910,en,literal,SnagAJob.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
1238,uri,http://www.wikidata.org/entity/Q30290981,en,literal,MIL Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,wd:Q30
1239,uri,http://www.wikidata.org/entity/Q74491941,en,literal,Graybeard Games,,,,,,,wd:Q30
1240,uri,http://www.wikidata.org/entity/Q7949412,en,literal,WFNA,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,wd:Q30
1241,uri,http://www.wikidata.org/entity/Q24707091,en,literal,Finji,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
1242,uri,http://www.wikidata.org/entity/Q63972872,en,literal,B & E Vineyard & Winery,,,,,,,wd:Q30
1243,uri,http://www.wikidata.org/entity/Q5051298,en,literal,Catalist,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
1244,uri,http://www.wikidata.org/entity/Q63980511,en,literal,Broken Earth Winery,,,,,,,wd:Q30
1245,uri,http://www.wikidata.org/entity/Q60762491,en,literal,SingleCut Beersmiths,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
1246,uri,http://www.wikidata.org/entity/Q766329,en,literal,Seattle's Best Coffee,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,wd:Q30
1247,uri,http://www.wikidata.org/entity/Q7280867,en,literal,KUOM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-01-01T00:00:00Z,,,,wd:Q30
1248,uri,http://www.wikidata.org/entity/Q7045755,en,literal,Noble Network of Charter Schools,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
1249,uri,http://www.wikidata.org/entity/Q319642,en,literal,Chevron Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,en,literal,Chevron,wd:Q30
1250,uri,http://www.wikidata.org/entity/Q3785850,en,literal,HTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,wd:Q30
1251,uri,http://www.wikidata.org/entity/Q64055835,en,literal,Brio Tuscan Grille,,,,,,,wd:Q30
1252,uri,http://www.wikidata.org/entity/Q1290900,en,literal,Sinclair Oil Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1916-05-01T00:00:00Z,,,,wd:Q30
1253,uri,http://www.wikidata.org/entity/Q6897409,en,literal,Momofuku,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,wd:Q30
1254,uri,http://www.wikidata.org/entity/Q891885,en,literal,"Broadcast Music, Inc.",http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-01-01T00:00:00Z,en,literal,"Broadcast Music, Inc.",wd:Q30
1255,uri,http://www.wikidata.org/entity/Q28771536,en,literal,GitHub Inc.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-02-01T00:00:00Z,,,,wd:Q30
1256,uri,http://www.wikidata.org/entity/Q1502740,en,literal,Genzyme,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,wd:Q30
1257,uri,http://www.wikidata.org/entity/Q4812278,en,literal,Workfront,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,wd:Q30
1258,uri,http://www.wikidata.org/entity/Q5465560,en,literal,Foodland Hawaii,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,,,,wd:Q30
1259,uri,http://www.wikidata.org/entity/Q19604459,en,literal,Murphy USA,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,wd:Q30
1260,uri,http://www.wikidata.org/entity/Q7947853,en,literal,WCKN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,,,,wd:Q30
1261,uri,http://www.wikidata.org/entity/Q16968655,en,literal,Rocket Fuel Inc.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,wd:Q30
1262,uri,http://www.wikidata.org/entity/Q6324992,en,literal,KAJM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,wd:Q30
1263,uri,http://www.wikidata.org/entity/Q85793823,en,literal,Polarity,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,,,,wd:Q30
1264,uri,http://www.wikidata.org/entity/Q3812047,en,literal,KISW,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,,,,wd:Q30
1265,uri,http://www.wikidata.org/entity/Q1337797,en,literal,Office Depot,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,wd:Q30
1266,uri,http://www.wikidata.org/entity/Q3191490,en,literal,KRCR-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,,,,wd:Q30
1267,uri,http://www.wikidata.org/entity/Q7428188,en,literal,Savers,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,,,,wd:Q30
1268,uri,http://www.wikidata.org/entity/Q55606435,en,literal,California Fish Grill,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,wd:Q30
1269,uri,http://www.wikidata.org/entity/Q63866106,en,literal,HopMonk Tavern Sonoma,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,wd:Q30
1270,uri,http://www.wikidata.org/entity/Q87063537,en,literal,Blade-Tech Holsters,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,wd:Q30
1271,uri,http://www.wikidata.org/entity/Q5005072,en,literal,Bézier Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,wd:Q30
1272,uri,http://www.wikidata.org/entity/Q4742868,en,literal,American Academy of Art College,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-01-01T00:00:00Z,,,,wd:Q30
1273,uri,http://www.wikidata.org/entity/Q121091089,en,literal,Impact Public Schools,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,wd:Q30
1274,uri,http://www.wikidata.org/entity/Q2157448,en,literal,Robert Half,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,,,,wd:Q30
1275,uri,http://www.wikidata.org/entity/Q24807559,en,literal,Digital Guardian,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,wd:Q30
1276,uri,http://www.wikidata.org/entity/Q5044914,en,literal,Blair,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,en,literal,"The Carolina Wren Press, Inc.",wd:Q30
1277,uri,http://www.wikidata.org/entity/Q7952525,en,literal,WLUK-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,,,,wd:Q30
1278,uri,http://www.wikidata.org/entity/Q3564679,en,literal,WHDH,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-05-22T00:00:00Z,,,,wd:Q30
1279,uri,http://www.wikidata.org/entity/Q85149831,en,literal,Nectar Cannabis,,,,,,,wd:Q30
1280,uri,http://www.wikidata.org/entity/Q22080784,en,literal,Daqri,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,wd:Q30
1281,uri,http://www.wikidata.org/entity/Q7954173,en,literal,WPBN-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,,,,wd:Q30
1282,uri,http://www.wikidata.org/entity/Q1205312,en,literal,In-N-Out Burger,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,,,,wd:Q30
1283,uri,http://www.wikidata.org/entity/Q25352034,en,literal,Steve Madden,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,wd:Q30
1284,uri,http://www.wikidata.org/entity/Q7954897,en,literal,WRBQ-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,,,,wd:Q30
1285,uri,http://www.wikidata.org/entity/Q179200,en,literal,Metro-Goldwyn-Mayer,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-04-17T00:00:00Z,,,,wd:Q30
1286,uri,http://www.wikidata.org/entity/Q7545224,en,literal,Smith Micro Software,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-11-30T00:00:00Z,,,,wd:Q30
1287,uri,http://www.wikidata.org/entity/Q3075504,en,literal,Michael & Susan Dell Foundation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
1288,uri,http://www.wikidata.org/entity/Q965251,en,literal,Federal Reserve Bank of Chicago,,,,,,,wd:Q30
1289,uri,http://www.wikidata.org/entity/Q123370518,en,literal,Touchstone Medical Imaging,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,wd:Q30
1290,uri,http://www.wikidata.org/entity/Q64397477,en,literal,"Shenkman Capital Management, Inc",,,,,,,wd:Q30
1291,uri,http://www.wikidata.org/entity/Q7634561,en,literal,Suffolk County Transit,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,wd:Q30
1292,uri,http://www.wikidata.org/entity/Q7956467,en,literal,WTVF,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,,,,wd:Q30
1293,uri,http://www.wikidata.org/entity/Q7806566,en,literal,Times Supermarkets,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,,,,wd:Q30
1294,uri,http://www.wikidata.org/entity/Q7957491,en,literal,WWTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,,,,wd:Q30
1295,uri,http://www.wikidata.org/entity/Q7957931,en,literal,WXZZ,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,,,,wd:Q30
1296,uri,http://www.wikidata.org/entity/Q6335020,en,literal,KOLY,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,,,,wd:Q30
1297,uri,http://www.wikidata.org/entity/Q6335107,en,literal,KOOL-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,,,,wd:Q30
1298,uri,http://www.wikidata.org/entity/Q3564703,en,literal,WJRT-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,wd:Q30
1299,uri,http://www.wikidata.org/entity/Q116550910,en,literal,Sons of Liberty International,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,wd:Q30
1300,uri,http://www.wikidata.org/entity/Q30277272,en,literal,RLJE Films,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,wd:Q30
1301,uri,http://www.wikidata.org/entity/Q3022081,en,literal,Unknown Worlds Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,wd:Q30
1302,uri,http://www.wikidata.org/entity/Q64142654,en,literal,Strange Loop Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,wd:Q30
1303,uri,http://www.wikidata.org/entity/Q7955341,en,literal,WRUF,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,,,,wd:Q30
1304,uri,http://www.wikidata.org/entity/Q123050126,en,literal,The Nation Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1865-01-01T00:00:00Z,en,literal,"The Nation Company, LLC",wd:Q30
1305,uri,http://www.wikidata.org/entity/Q61984831,en,literal,Lotus of Siam,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,wd:Q30
1306,uri,http://www.wikidata.org/entity/Q7180736,en,literal,Pharmaceutical Product Development,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,wd:Q30
1307,uri,http://www.wikidata.org/entity/Q235034,en,literal,University of Pittsburgh,http://www.w3.org/2001/XMLSchema#dateTime,literal,1787-01-01T00:00:00Z,,,,wd:Q30
1308,uri,http://www.wikidata.org/entity/Q3104967,en,literal,Ghostly International,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
1309,uri,http://www.wikidata.org/entity/Q3812320,en,literal,KYLD,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,,,,wd:Q30
1310,uri,http://www.wikidata.org/entity/Q64748728,en,literal,Picazo Kitchen + Bar,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,,,,wd:Q30
1311,uri,http://www.wikidata.org/entity/Q4732491,en,literal,Alliant Credit Union,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-10-26T00:00:00Z,,,,wd:Q30
1312,uri,http://www.wikidata.org/entity/Q14707706,en,literal,WXXA-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,,,,wd:Q30
1313,uri,http://www.wikidata.org/entity/Q5040137,en,literal,Carl Fischer Music,http://www.w3.org/2001/XMLSchema#dateTime,literal,1872-01-01T00:00:00Z,,,,wd:Q30
1314,uri,http://www.wikidata.org/entity/Q14709020,en,literal,KNRQ,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,wd:Q30
1315,uri,http://www.wikidata.org/entity/Q472195,en,literal,Krystal,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-01-01T00:00:00Z,,,,wd:Q30
1316,uri,http://www.wikidata.org/entity/Q6341225,en,literal,KXII,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,,,,wd:Q30
1317,uri,http://www.wikidata.org/entity/Q6341261,en,literal,KXKL-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,,,,wd:Q30
1318,uri,http://www.wikidata.org/entity/Q7958215,en,literal,WYZB,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,,,,wd:Q30
1319,uri,http://www.wikidata.org/entity/Q25094513,en,literal,The Daily Wire,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-09-21T00:00:00Z,,,,wd:Q30
1320,uri,http://www.wikidata.org/entity/Q1422927,en,literal,Sprüth Magers,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,wd:Q30
1321,uri,http://www.wikidata.org/entity/Q1284039,en,literal,National Institute of Environmental Health Sciences,,,,,,,wd:Q30
1322,uri,http://www.wikidata.org/entity/Q6109309,en,literal,J & J Snack Foods,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,wd:Q30
1323,uri,http://www.wikidata.org/entity/Q16957859,en,literal,hCentive,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,wd:Q30
1324,uri,http://www.wikidata.org/entity/Q6329618,en,literal,KGFX,http://www.w3.org/2001/XMLSchema#dateTime,literal,1916-01-01T00:00:00Z,,,,wd:Q30
1325,uri,http://www.wikidata.org/entity/Q4781125,en,literal,Apple Bank for Savings,http://www.w3.org/2001/XMLSchema#dateTime,literal,1863-01-01T00:00:00Z,,,,wd:Q30
1326,uri,http://www.wikidata.org/entity/Q64823861,en,literal,Boston Common Asset Management,,,,,,,wd:Q30
1327,uri,http://www.wikidata.org/entity/Q7761184,en,literal,The Roasterie,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,wd:Q30
1328,uri,http://www.wikidata.org/entity/Q16836671,en,literal,Fidelis Care,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,wd:Q30
1329,uri,http://www.wikidata.org/entity/Q106650335,en,literal,Bolerium Books,,,,,,,wd:Q30
1330,uri,http://www.wikidata.org/entity/Q7250893,en,literal,Prosperity Bancshares,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,wd:Q30
1331,uri,http://www.wikidata.org/entity/Q7834339,en,literal,Transit Authority of Northern Kentucky,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,wd:Q30
1332,uri,http://www.wikidata.org/entity/Q63861700,en,literal,La Salsa Cantina,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,wd:Q30
1333,uri,http://www.wikidata.org/entity/Q7949801,en,literal,WGLF,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,,,,wd:Q30
1334,uri,http://www.wikidata.org/entity/Q110765408,en,literal,Old Car City U.S.A.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1931-01-01T00:00:00Z,,,,wd:Q30
1335,uri,http://www.wikidata.org/entity/Q115619181,en,literal,Front Range Injury Attorneys - Denver Personal Injury Lawyers,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-01-01T00:00:00Z,,,,wd:Q30
1336,uri,http://www.wikidata.org/entity/Q7951102,en,literal,WJCL,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,,,,wd:Q30
1337,uri,http://www.wikidata.org/entity/Q3301789,en,literal,WAAY-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,,,,wd:Q30
1338,uri,http://www.wikidata.org/entity/Q7368644,en,literal,Roses,http://www.w3.org/2001/XMLSchema#dateTime,literal,1915-01-01T00:00:00Z,,,,wd:Q30
1339,uri,http://www.wikidata.org/entity/Q7581985,en,literal,SquareTrade,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
1340,uri,http://www.wikidata.org/entity/Q30271968,en,literal,Zipline International,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,en,literal,Zipline International Inc.,wd:Q30
1341,uri,http://www.wikidata.org/entity/Q98755954,en,literal,Food52,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,wd:Q30
1342,uri,http://www.wikidata.org/entity/Q85769855,en,literal,Invitation Homes,,,,,,,wd:Q30
1343,uri,http://www.wikidata.org/entity/Q85773220,en,literal,KYBU,,,,,,,wd:Q30
1344,uri,http://www.wikidata.org/entity/Q85791124,en,literal,Orbital Insight,,,,,,,wd:Q30
1345,uri,http://www.wikidata.org/entity/Q85796883,en,literal,Resy,,,,,,,wd:Q30
1346,uri,http://www.wikidata.org/entity/Q1524082,en,literal,Rockefeller University Press,,,,,,,wd:Q30
