,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,country
2050,en,literal,LOFTY,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,wd:Q30
2051,en,literal,KNKX,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2052,en,literal,WOBB,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2053,en,literal,Essie Green Galleries,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2054,en,literal,KB Home,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1199774, http://www.wikidata.org/entity/Q65",literal,,wd:Q30
2055,en,literal,Crumbl Cookies,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q274393,literal,,literal,,literal,,literal,,wd:Q30
2056,en,literal,South American Miners,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q56611700,literal,,literal,,literal,http://www.wikidata.org/entity/Q1486,literal,,wd:Q30
2057,en,literal,D'Angelico Guitars,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
2058,en,literal,D3 Publisher,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q3972943, http://www.wikidata.org/entity/Q941594",literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,wd:Q30
2059,en,literal,JamraPatel,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q49201,literal,,wd:Q30
2060,en,literal,KTHI,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2061,en,literal,KMGH-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16554,literal,,wd:Q30
2062,en,literal,Florida State University College of Medicine,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2063,en,literal,The Process Recovery Center,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q13416552, http://www.wikidata.org/entity/Q7549943, http://www.wikidata.org/entity/Q1260022",literal,,literal,,literal,http://www.wikidata.org/entity/Q2417176,literal,,wd:Q30
2064,en,literal,E-Trade,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
2065,en,literal,WICC,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2066,en,literal,Maximum Games,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q493261,literal,,wd:Q30
2067,en,literal,WAKZ,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2068,en,literal,Apptio,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q880371,literal,,literal,,literal,http://www.wikidata.org/entity/Q214164,literal,,wd:Q30
2069,en,literal,WDBJ,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q501796,literal,,wd:Q30
2070,en,literal,Worcester Magazine,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2071,en,literal,Castello di Amorosa,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2072,en,literal,KKYX,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2073,en,literal,Modern Electron,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q303046,literal,,wd:Q30
2074,en,literal,Vice TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q18419,literal,,wd:Q30
2075,en,literal,Amtrak,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q3570,literal,,wd:Q30
2076,en,literal,Anchorage Capital,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q105611,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
2077,en,literal,Boss Key Productions,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q41087,literal,,wd:Q30
2078,en,literal,Banesco USA,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,,literal,,wd:Q30
2079,en,literal,WSCY,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2080,en,literal,Safeco,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,http://www.wikidata.org/entity/Q5083,literal,,wd:Q30
2081,en,literal,International Literacy Association,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q506586,literal,,wd:Q30
2082,en,literal,WHAS-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43668,literal,,wd:Q30
2083,en,literal,B-Epic,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q52474,literal,,wd:Q30
2084,en,literal,KCWX,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2085,en,literal,WQBX,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2086,en,literal,Left Bank Books,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q998426,literal,,literal,,literal,"http://www.wikidata.org/entity/Q5083, http://www.wikidata.org/entity/Q1223",literal,,wd:Q30
2087,en,literal,BlenderBottle,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1010595,literal,,wd:Q30
2088,en,literal,TESA Collective,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2089,en,literal,WAJZ,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2090,en,literal,Cluck-U Chicken,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q171141,literal,,literal,,literal,,literal,,wd:Q30
2091,en,literal,Ace Cider,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q985264,literal,,wd:Q30
2092,en,literal,JPMorgan Chase,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,http://www.wikidata.org/entity/Q922169,literal,,literal,http://www.wikidata.org/entity/Q60,literal,"http://www.wikidata.org/entity/Q242345, http://www.wikidata.org/entity/Q1134743, http://www.wikidata.org/entity/Q43423468",wd:Q30
2093,en,literal,Petroglyph Games,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q23768,literal,,wd:Q30
2094,en,literal,New Line Cinema,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q932586,literal,"http://www.wikidata.org/entity/Q1314250, http://www.wikidata.org/entity/Q6832375",literal,"http://www.wikidata.org/entity/Q1314250, http://www.wikidata.org/entity/Q6832375",literal,http://www.wikidata.org/entity/Q65,literal,,wd:Q30
2095,en,literal,KDKB,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2096,en,literal,WHPK,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2097,en,literal,Persona,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q2634440,literal,http://www.wikidata.org/entity/Q119448184,literal,,literal,http://www.wikidata.org/entity/Q23197,literal,,wd:Q30
2098,en,literal,Anonymous Content,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q493378,literal,,wd:Q30
2099,en,literal,TravelCenters of America,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q786829,literal,,literal,,literal,http://www.wikidata.org/entity/Q140006,literal,,wd:Q30
2100,en,literal,Grokability,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16552,literal,,wd:Q30
2101,en,literal,23andMe,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q7108,literal,http://www.wikidata.org/entity/Q2069573,literal,,literal,"http://www.wikidata.org/entity/Q927122, http://www.wikidata.org/entity/Q486860",literal,,wd:Q30
2102,en,literal,Arris Group,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q11024,literal,,literal,,literal,http://www.wikidata.org/entity/Q1858545,literal,,wd:Q30
2103,en,literal,Ginkgo Bioworks,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q7108,literal,,literal,,literal,http://www.wikidata.org/entity/Q100,literal,,wd:Q30
2104,en,literal,Niche,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1342,literal,,wd:Q30
2105,en,literal,Unknown Worlds Entertainment,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q62,literal,,wd:Q30
2106,en,literal,WVIZ,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37320,literal,,wd:Q30
2107,en,literal,Pro Wrestling Unplugged,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2108,en,literal,Alternative Comics,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q189471,literal,,wd:Q30
2109,en,literal,KTON,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2110,en,literal,Thieme Medical Publishers (Germany),uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1022,literal,,wd:Q30
2111,en,literal,The Medicine Shoppe,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q988937,literal,,wd:Q30
2112,en,literal,Guy Nielson Co.,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2113,en,literal,WFIR,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2114,en,literal,WBOC-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2115,en,literal,Paramount Global,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q11033,literal,http://www.wikidata.org/entity/Q32539380,literal,http://www.wikidata.org/entity/Q7489624,literal,"http://www.wikidata.org/entity/Q659652, http://www.wikidata.org/entity/Q60",literal,http://www.wikidata.org/entity/Q242345,wd:Q30
2116,en,literal,WHPC,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2117,en,literal,WBTT,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2118,en,literal,WPFW,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2119,en,literal,KHKS,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2120,en,literal,B&V Whiskey Bar & Grill,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2121,en,literal,Frobose Market IGA,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2122,en,literal,CNN Films,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q1415356,literal,,literal,,literal,,literal,,wd:Q30
2123,en,literal,WRKI,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2124,en,literal,Pro Wrestling Tees,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,,literal,,wd:Q30
2125,en,literal,Baltimore Gas and Electric,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q21328659, http://www.wikidata.org/entity/Q2316331, http://www.wikidata.org/entity/Q27137",literal,,literal,,literal,http://www.wikidata.org/entity/Q5092,literal,,wd:Q30
2126,en,literal,Pearson Education,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
2127,en,literal,Penn Mutual,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10751864,literal,,wd:Q30
2128,en,literal,Brave Man Media,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q824100,literal,,wd:Q30
2129,en,literal,WCAL,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2130,en,literal,Motor Trend Group,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q56611639,literal,,literal,,literal,,literal,,wd:Q30
2131,en,literal,HomeTowne Studios,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2132,en,literal,The Business,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q12881256, http://www.wikidata.org/entity/Q10302058, http://www.wikidata.org/entity/Q746359",literal,,literal,,literal,http://www.wikidata.org/entity/Q483595,literal,,wd:Q30
2133,en,literal,Marble.com,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q656442,literal,,wd:Q30
2134,en,literal,Abrams Books,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q16023725,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
2135,en,literal,California Fish Grill,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q49219,literal,,wd:Q30
2136,en,literal,Numerica Corporation,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q936518,literal,,literal,,literal,http://www.wikidata.org/entity/Q490732,literal,,wd:Q30
2137,en,literal,Armor Games Studios,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q49219,literal,,wd:Q30
2138,en,literal,KTVN,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2139,en,literal,KMNB,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2140,en,literal,KDFI,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2141,en,literal,KFDA-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q51691,literal,,wd:Q30
2142,en,literal,Coursera,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q1068473,literal,http://www.wikidata.org/entity/Q30323730,literal,,literal,http://www.wikidata.org/entity/Q486860,literal,,wd:Q30
2143,en,literal,KJR,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2144,en,literal,True Food Kitchen,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2145,en,literal,Canobie Lake Park,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2146,en,literal,Red Aspen,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2147,en,literal,Burgess Cellars,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2148,en,literal,WXBT,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2149,en,literal,Sucker Punch Productions,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q214164,literal,,wd:Q30
2150,en,literal,Otis Worldwide Corporation,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q743287,literal,http://www.wikidata.org/entity/Q242345,wd:Q30
2151,en,literal,Mises Institute,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q79728,literal,,wd:Q30
2152,en,literal,Massey Ferguson,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q101333, http://www.wikidata.org/entity/Q11451",literal,,literal,,literal,http://www.wikidata.org/entity/Q285751,literal,,wd:Q30
2153,en,literal,Big 10 Mart,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q493794,literal,,wd:Q30
2154,en,literal,Four Seasons Total Landscaping,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1345,literal,,wd:Q30
2155,en,literal,"XPO, Inc.",uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q2516512, http://www.wikidata.org/entity/Q177777",literal,http://www.wikidata.org/entity/Q123132898,literal,http://www.wikidata.org/entity/Q4955022,literal,http://www.wikidata.org/entity/Q49202,literal,http://www.wikidata.org/entity/Q7386994,wd:Q30
2156,en,literal,Scripted,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2157,en,literal,WXTJ-LP,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2158,en,literal,Don Roberto Jewelers,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2159,en,literal,KVEX-LP,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2160,en,literal,Qunnect,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
2161,en,literal,The Clocktower,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2162,en,literal,WHBL,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2163,en,literal,Voice of America,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q61,literal,http://www.wikidata.org/entity/Q52459877,wd:Q30
2164,en,literal,Advance Financial,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q23197,literal,,wd:Q30
2165,en,literal,WXVU,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2166,en,literal,WCGQ,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2167,en,literal,Genomic Health,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q505549,literal,,wd:Q30
2168,en,literal,Vinegar Syndrome,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q1415247,literal,,literal,,literal,http://www.wikidata.org/entity/Q49174,literal,,wd:Q30
2169,en,literal,Compass Records,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2170,en,literal,Viking Electric,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q867147,literal,,literal,,literal,http://www.wikidata.org/entity/Q28848,literal,,wd:Q30
2171,en,literal,"HDR, Inc.",uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q2029911,literal,,literal,,literal,http://www.wikidata.org/entity/Q43199,literal,,wd:Q30
2172,en,literal,AES Indiana,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q6346,literal,,wd:Q30
2173,en,literal,WNDU-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q486877,literal,,wd:Q30
2174,en,literal,Steel Perlot,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2175,en,literal,WPXT,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q49201,literal,,wd:Q30
2176,en,literal,KJZZ,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2177,en,literal,"Comprehensive Health Services, Inc.",uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2178,en,literal,Fox Corporation,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q56611639,literal,http://www.wikidata.org/entity/Q3215817,literal,http://www.wikidata.org/entity/Q3215817,literal,http://www.wikidata.org/entity/Q60,literal,http://www.wikidata.org/entity/Q242345,wd:Q30
2179,en,literal,Fiction Collective Two,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23337,literal,,wd:Q30
2180,en,literal,The Egyptian Cafe,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2181,en,literal,George House,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2182,en,literal,KXRR,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2183,en,literal,WMXW,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2184,en,literal,iHerb,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q13107184, http://www.wikidata.org/entity/Q212930",literal,,literal,,literal,http://www.wikidata.org/entity/Q494720,literal,,wd:Q30
2185,en,literal,KUUB,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2186,en,literal,WTYB,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2187,en,literal,Margaritaville,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2188,en,literal,KMMA,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2189,en,literal,TheStreet,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,http://www.wikidata.org/entity/Q22003540,literal,,literal,http://www.wikidata.org/entity/Q11690,literal,,wd:Q30
2190,en,literal,3 Day Blinds,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2191,en,literal,Junkyard Dog Productions,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
2192,en,literal,"Spanx, Inc.",uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23556,literal,,wd:Q30
2193,en,literal,WEAQ,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2194,en,literal,Moneytree,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q5083,literal,,wd:Q30
2195,en,literal,Seattle Public Utilities,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3177235,literal,,wd:Q30
2196,en,literal,Pete's Market,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2197,en,literal,Circulomics (United States),uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5092,literal,,wd:Q30
2198,en,literal,inXile entertainment,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q268873,literal,,wd:Q30
2199,en,literal,WUNH,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2200,en,literal,FoodLand,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1185367,literal,,wd:Q30
2201,en,literal,ThorSport Racing,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2202,en,literal,WAEB,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2203,en,literal,Well Go USA Entertainment,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q128375,literal,,wd:Q30
2204,en,literal,Tommy Hilfiger,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q1979901, http://www.wikidata.org/entity/Q126793, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,"http://www.wikidata.org/entity/Q60, http://www.wikidata.org/entity/Q727",literal,,wd:Q30
2205,en,literal,Atossa Therapeutics (United States),uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5083,literal,,wd:Q30
2206,en,literal,PeopleSoft,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q638608,literal,,literal,,literal,"http://www.wikidata.org/entity/Q747444, http://www.wikidata.org/entity/Q99",literal,,wd:Q30
2207,en,literal,KVCR-DT,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q486168,literal,,wd:Q30
2208,en,literal,Out Front Theatre Company,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2209,en,literal,WGRD-FM,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
2210,en,literal,ReviveMed,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q49111,literal,,wd:Q30
2211,en,literal,Yonaka Modern Japanese,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
