SDC Deal No,Date Announced,Rank Date,"Rank Value inc. Net Debt of Target
(USD, Millions)",Target Full Name,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,"Target Financial Advisors Name
('|')","Acquiror Financial Advisors Name
('|')",Deal Status,Form of the Deal,Acquiror Number of Employees,Target Number of Employees,Acquiror PermID,Target PermID,Target Founded Date,Target Primary Ticker Symbol,Acquiror Founded Date,"Acquiror Current Assets Last 12 Months
(USD, Millions)","Current Assets Last 12 Months 
(USD, Millions)","Acquiror Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Target Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Region of Headquarters
('|')","Acquiror CashFLow LTM
(USD, Millions)","EBITDA Last 12 Months
(USD, Millions)"
4018292040,08/15/2022,08/15/2022,0.00,Aboalarm GmbH,Consumer Products and Services,Professional Services,Germany,volders GmbH,High Technology,IT Consulting & Services,Germany,,,Completed,Merger,,,5045513842,5059050143,01/01/2008,,01/01/2014,,,,,Europe,,
4018314040,12/07/2022,12/07/2022,1.28,REVEZ Corp Ltd,High Technology,IT Consulting & Services,Singapore,Investor Group,Financials,Other Financials,Singapore,,,Pending,Merger,,,,5037631092,12/08/2011,REVE,,,3.99,,,Asia Pacific Excluding Central Asia,,1.28
4018316040,12/23/2022,12/23/2022,6.23,Chengdu Yanhua Western Healthcare Information Industry Research Institute Co Ltd,High Technology,IT Consulting & Services,China (Mainland),Yixing Technology Co Ltd,High Technology,IT Consulting & Services,China (Mainland),,,Pending,Merger,,,,5081468478,19/02/2019,,,,,,,Asia Pacific Excluding Central Asia,,
4018323040,08/31/2022,08/31/2022,0.00,BVL Campus gGmbH,Consumer Products and Services,Educational Services,Germany,SRH Hochschule Nordrhein-Westfalen GmbH,Consumer Products and Services,Educational Services,Germany,Translink Corporate Finance,,Completed,Merger,,,5081157541,5058308815,01/01/2009,,01/01/2005,,,,,Europe,,
4018327040,12/13/2022,12/13/2022,16.43,Elephant Gin GmbH,Consumer Staples,Food and Beverage,Germany,Refined Brands SRL,Consumer Staples,Food and Beverage,Italy,,,Pending,Merger,,,5083694207,5079196553,01/01/2013,,,,,,,Europe,,
4018331040,11/07/2022,11/07/2022,0.00,Gokaldas Exports Apparel & Textile Park Pvt Ltd,Consumer Staples,Textiles & Apparel,India,Ashok Soota Medical Research LLP,Government and Agencies,Public Administration,India,,,Completed,Merger,,,5083694214,5083694209,07/03/2006,,17/03/2020,,,,,Asia Pacific Excluding Central Asia,,
4018337040,09/29/2022,09/29/2022,5.50,Vara Technologies Pte Ltd,High Technology,Software,Singapore,Gyankaar Technologies Pvt Ltd,Consumer Products and Services,Professional Services,India,,,Completed,Merger,,,5079234012,5081081891,13/02/2020,,01/10/2019,,,,,Asia Pacific Excluding Central Asia,,
4018345040,11/04/2022,11/04/2022,0.00,Vaximm AG,Healthcare,Biotechnology,Switzerland,BCM Europe AG,Financials,Other Financials,Switzerland,,KPMG,Completed,Merger,,,5083666593,5001436791,01/01/2008,,01/01/2020,,,,,Europe,,
4018352040,10/04/2022,10/04/2022,0.00,Schmidtlein Energietechnik GmbH,Energy and Power,Power,Germany,SOLAR EINS GmbH,High Technology,Electronics,Germany,Sonntag Corporate Finance GmbH|Nachfolgekontor Gmbh,,Completed,Merger,,,5083694017,5063168731,01/01/2007,,01/01/2021,,,,,Europe,,
4018360040,12/22/2022,12/22/2022,0.00,Fujita Green Service,Media and Entertainment,Hotels and Lodging,Japan,Wisterian,Financials,Other Financials,Japan,PricewaterhouseCoopers,,Completed,Merger,,,5083694018,5036890634,02/05/1972,,16/12/2022,,,,,Japan,,
4018404040,11/04/2022,11/04/2022,0.00,Sfeco SAS,Industrials,Building/Construction & Engineering,France,Bruce Lyon Holdings Pty Ltd,Real Estate,Other Real Estate,Australia,,,Completed,Merger,,,5071517959,5083694330,,,01/01/1955,,,,,Europe,,
4018406040,12/20/2022,12/20/2022,20.58,Shangqiu Ningdian New Energy Co Ltd,Energy and Power,Power,China (Mainland),Tianjin Fuyi Enterprise Management Consulting Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),,,Pending,Merger,,,5055467728,5083694218,08/08/2016,,21/10/2016,,,,,Asia Pacific Excluding Central Asia,,
4018408040,12/23/2022,12/23/2022,150.00,LE Worldwide Ltd,Industrials,Other Industrials,Hong Kong,Ace Global Business Acquisition Ltd,Financials,Alternative Financial Investments,Hong Kong,,,Pending,Merger,,,5079890942,5083694333,,,02/11/2020,0.18,,,,Asia Pacific Excluding Central Asia,,
4018418040,12/23/2022,12/23/2022,0.00,Mydibel NV,Consumer Staples,Food and Beverage,Belgium,Clarebout Potatoes,Consumer Staples,Food and Beverage,Belgium,ING,Lazard,Pending,Merger,,,,4298253592,24/03/1988,,,,126.96,,,Europe,,4.95
4018441040,12/20/2022,12/20/2022,8.02,Lankao Gold Wind Power New Energy Co Ltd,Energy and Power,Power,China (Mainland),Tianjin Fuyi Enterprise Management Consulting Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),,,Pending,Merger,,,5055467728,5083694345,22/05/2018,,21/10/2016,,,,,Asia Pacific Excluding Central Asia,,
4018446040,12/20/2022,12/20/2022,6.20,Shenqiu Yingdian New Energy Co Ltd,Energy and Power,Power,China (Mainland),Tianjin Fuyi Enterprise Management Consulting Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),,,Pending,Merger,,,5055467728,5083694358,24/11/2017,,21/10/2016,,,,,Asia Pacific Excluding Central Asia,,
4018447040,02/16/2023,02/16/2023,20.93,Sichuan Deepblue Environmental Protection Technologies Co Ltd,Industrials,Machinery,China (Mainland),Investor Group,Financials,Other Financials,China (Mainland),,,Pending,Merger,,,,5045624256,23/10/2002,,,,,,,Asia Pacific Excluding Central Asia,,
4018461040,12/07/2022,12/07/2022,0.00,Intervia Consulting SAS,Consumer Products and Services,Employment Services,France,Freeland Group SAS,Consumer Products and Services,Professional Services,France,,,Completed,Merger,,,5068316518,5083694379,,,01/01/2017,,,,,Europe,,
4018485040,11/11/2022,11/11/2022,0.00,Morning Blue Sa,Real Estate,Real Estate Management & Development,Belgium,Legacio,Real Estate,Real Estate Management & Development,Belgium,,,Completed,Merger,,,,,,,,,,,,Europe,,
4018490040,12/23/2022,12/23/2022,0.00,Bolt Medical,Healthcare,Biotechnology,Japan,Medikit Co Ltd,Healthcare,Healthcare Equipment & Supplies,Japan,,,Pending,Merger,,,4295880398,5083694236,07/08/2020,,15/06/1973,268.58,,,,Japan,,
4018496040,12/22/2022,12/22/2022,0.22,Regency Mining Pvt Ltd,Energy and Power,Oil & Gas,India,Valorem Resources Inc,Materials,Metals & Mining,Canada,,,Completed,Merger,,,5056602324,5083694243,27/06/2008,,09/05/2014,1.71,,,,Asia Pacific Excluding Central Asia,,
4018514040,08/29/2022,08/29/2022,0.00,Mechatro Associates Co Ltd,Industrials,Machinery,Japan,Air Water Inc,Materials,Chemicals,Japan,,,Completed,Merger,,,4295877591,5063184814,16/10/2006,,24/09/1929,"2,864.88",,,,Japan,,
4018526040,04/01/2022,04/01/2022,0.00,"CaN-TEC Co.,Ltd",Energy and Power,Power,Japan,NDS Co Ltd,Energy and Power,Power,Japan,,,Completed,Merger,,,4295877833,5035709577,23/07/1973,,13/05/1954,,,,,Japan,,
4018527040,11/25/2022,11/25/2022,3.68,Suvilas Realities Pvt Ltd,Industrials,Building/Construction & Engineering,India,Shriprop Builders Pvt Ltd,Industrials,Building/Construction & Engineering,India,,,Completed,Merger,,,5070766083,5069408667,05/04/2013,,13/02/2008,,,,,Asia Pacific Excluding Central Asia,,
4018530040,12/19/2022,12/19/2022,0.00,Champagne Jacquesson Et Fils SASU,Consumer Staples,Food and Beverage,France,Artemis Domaines SA,Consumer Staples,Food and Beverage,France,Credit Agricole CIB,,Completed,Merger,,,5059940634,5000919632,,,,,21.52,,,Europe,,
4018543020,11/17/2022,11/17/2022,0.00,Atlanta Braves,Media and Entertainment,Recreation & Leisure,United States,Shareholders,Financials,Other Financials,United States,,,Pending,Acquisition,,,,4296458655,,,,,,,,Americas,,
4018576040,12/14/2022,12/14/2022,6.51,Powerpal Pty Ltd,High Technology,Software,Australia,Amber Electric Pty Ltd,Energy and Power,Power,Australia,,,Completed,Merger,,,5070519583,5083694645,01/01/2017,,01/12/2017,,,,,Asia Pacific Excluding Central Asia,,
4018595040,10/31/2022,10/31/2022,0.00,YUI Group,Consumer Staples,Textiles & Apparel,Japan,Yutaka Make Holdings,Consumer Staples,Agriculture & Livestock,Japan,,,Completed,Merger,,,5083694467,5083694473,01/02/1913,,,,,,,Japan,,
4018602040,12/20/2022,12/20/2022,1.71,Aohui (Huaian) Semiconductor Technology Co Ltd,High Technology,Semiconductors,China (Mainland),Jiangsu Maier Auto Parts Co Ltd,Industrials,Automobiles & Components,China (Mainland),,,Completed,Merger,,,5083694487,5083694474,07/01/2019,,06/05/2015,,,,,Asia Pacific Excluding Central Asia,,
4018642040,12/23/2022,12/23/2022,2.87,Mikawa Doken,Industrials,Building/Construction & Engineering,Japan,Meiho Extech Inc,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5081361060,5083694512,18/05/1949,,,,,,,Japan,,
4018661040,09/30/2022,09/30/2022,0.00,Nanjing Lichuang Science & Technology Development Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),Nanjing Runke Industry Investment Co Ltd,Financials,Asset Management,China (Mainland),,ICBC,Completed,Merger,,,5071570997,5083694571,,,24/01/2018,,,,,Asia Pacific Excluding Central Asia,,
4018666040,12/14/2022,12/14/2022,19.13,Konrad Business sro,Financials,Other Financials,Slovakia,Arax Holdings Corp,Retail,Food & Beverage Retailing,Mexico,,,Pending,Merger,,,5038041977,5083694576,04/09/2020,,23/02/2012,,,,,Europe,,
4018667040,12/21/2022,12/21/2022,27.26,Pavilion Asset Management Co Ltd,Financials,Asset Management,South Korea,Kyobo Life Insurance Co Ltd,Financials,Insurance,South Korea,,,Completed,Merger,"4,336.00",,4296666750,5001425582,16/02/2009,,07/08/1958,,,,,Asia Pacific Excluding Central Asia,,
4018671040,12/23/2022,12/23/2022,13.32,Hangzhou Shengfeng Network Technology Co Ltd,High Technology,Software,China (Mainland),Anhui Youxin Network Technology Co Ltd,High Technology,Internet Software & Services,China (Mainland),,,Pending,Merger,,,5083694581,5054881425,06/08/2015,,,,,,,Asia Pacific Excluding Central Asia,,
4018675040,12/12/2022,12/12/2022,0.00,Sonotas Corp,Consumer Products and Services,Other Consumer Products,Japan,Silverwood Brands PLC,Retail,Other Retailing,United Kingdom,,,Completed,Merger,,,5081419472,5044603609,19/10/2006,,10/08/2021,,,,,Japan,,
4018679040,12/21/2022,12/21/2022,0.00,Emma House Domestic Violence Services,Consumer Products and Services,Other Consumer Products,Australia,Sexual Assault & Family Violence Centre Inc,Consumer Products and Services,Other Consumer Products,Australia,,,Pending,Merger,,,5083694582,5083694577,,,01/01/1978,,,,,Asia Pacific Excluding Central Asia,,
4018688040,12/24/2022,12/24/2022,0.22,Shanxi Huayang Biodegradation Technology Co Ltd,Materials,Chemicals,China (Mainland),Shanxi Huayang New Material Co Ltd,Materials,Chemicals,China (Mainland),,,Pending,Merger,,,4295864678,5083694863,,,26/02/1999,77.86,,,,Asia Pacific Excluding Central Asia,,
4018704020,12/12/2022,12/12/2022,0.00,WideOrbit Inc,High Technology,Software,United States,Investor Group,Financials,Other Financials,United States,,,Pending,Merger,,,,4296946185,01/07/1999,,,,,,,Americas,,
4018714020,12/12/2022,12/12/2022,0.00,WideOrbit Inc,High Technology,Software,United States,Lumine Group,Financials,Asset Management,Canada,,,Completed,Merger,,,5079708444,4296946185,01/07/1999,,,,,,,Americas,,
4018716040,01/14/2023,01/14/2023,48.04,Dongying Jinmo Environmental Protection Technology Co Ltd,Industrials,Machinery,China (Mainland),Investor Group,Financials,Other Financials,China (Mainland),,,Completed,Merger,,,,5046734123,15/05/2014,,,,,,,Asia Pacific Excluding Central Asia,,
4018720040,01/14/2023,01/14/2023,17.73,Dongying MOTIMO Membrane Environmental Protection Technology Co Ltd,Industrials,Machinery,China (Mainland),Chengdu Xingrong Environment Co Ltd,Energy and Power,Water and Waste Management,China (Mainland),,,Completed,Merger,,,4295863738,5048743912,09/11/2015,,20/05/1996,"1,098.42",,"2,131.69",,Asia Pacific Excluding Central Asia,,
4018766040,12/24/2022,12/24/2022,3.08,Jieyang Xinrong New Material Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),Yu Jian,Financials,Other Financials,China (Mainland),,,Pending,Merger,,,,5083694892,11/08/2022,,,,,,,Asia Pacific Excluding Central Asia,,
4018788040,12/12/2022,12/12/2022,0.00,Furniture Village Ltd,High Technology,Internet Software & Services,United Kingdom,Investor Group,Financials,Other Financials,United Kingdom,,,Completed,Merger,,,,4298464814,20/10/1988,,,,,,,Europe,,
4018820040,12/20/2022,12/20/2022,0.00,Croma-Pharma GmbH,Healthcare,Pharmaceuticals,Austria,European Healthcare Acquisition & Growth Co BV,Financials,Alternative Financial Investments,Germany,,,Pending,Merger,,470.00,5081477211,4297009254,01/01/1976,,01/01/2021,215.82,65.08,193.68,,Europe,,-2.68
4018828020,12/21/2022,12/21/2022,1.37,Pherin Pharmaceuticals Inc,Consumer Products and Services,Professional Services,United States,Vistagen Therapeutics Inc,Healthcare,Healthcare Equipment & Supplies,United States,,,Completed,Merger,,,4296274076,4296394348,,,06/10/2005,36.91,,,,Americas,,
4018840040,12/01/2022,12/01/2022,0.00,Greentech SA,Healthcare,Biotechnology,France,Greenfiber Group,Materials,Other Materials,Romania,,,Completed,Merger,,,5052852225,4297984663,01/10/1992,,,,24.13,,,Europe,,6.26
4018843040,12/14/2022,12/14/2022,0.00,SUGIMOTOYA SEIKA Co Ltd,Consumer Staples,Food and Beverage,Japan,Furuta Seika,Consumer Staples,Food and Beverage,Japan,,Sumitomo Mitsui Banking Corp,Completed,Merger,,,5040193446,5039679128,10/08/1949,,01/08/1952,,,,,Japan,,
4018853040,12/23/2022,12/23/2022,63.43,Wengyuan Hongling Mining Industry Co Ltd,Materials,Metals & Mining,China (Mainland),Zhuhai Fuhong Investment Co Ltd,Financials,Other Financials,China (Mainland),,,Pending,Merger,,,5083694973,5035935981,15/03/2005,,,,,,,Asia Pacific Excluding Central Asia,,
4018872040,12/23/2022,12/23/2022,0.00,Partida Aduanas SL,Industrials,Transportation & Infrastructure,Spain,Investor Group,Financials,Other Financials,Spain,,,Completed,Merger,,,,5066553338,01/01/1923,,,,6.55,,,Europe,,2.03
4018877040,12/24/2022,12/24/2022,5.32,Jinmeijia Electronic (Shenzhen) Co Ltd,High Technology,Semiconductors,China (Mainland),Anhui Zhongding Sealing Parts Co Ltd,Industrials,Other Industrials,China (Mainland),,,Pending,Merger,"4,224.00",,4295863651,5083695000,03/08/2001,,23/10/1998,"1,514.79",,,,Asia Pacific Excluding Central Asia,,
4018880040,12/24/2022,12/24/2022,12.10,SchmitterGroup GmbH,Industrials,Other Industrials,Germany,Zhongding Europe GmbH,Industrials,Other Industrials,Germany,,,Pending,Merger,,,5035934738,4297424987,01/01/1947,,23/09/2008,485.54,,,,Europe,,
4018883040,12/23/2022,12/23/2022,0.00,Monaco B.V,High Technology,IT Consulting & Services,Netherlands,Valsoft Corp Inc,Financials,Other Financials,Canada,,,Pending,Merger,,,5049096964,,,,01/01/2015,,,,,Europe,,
4018891040,12/26/2022,12/26/2022,0.00,Vybe SAS,High Technology,Software,France,DIEM Group Ltd,High Technology,Internet Software & Services,United Kingdom,,,Completed,Merger,,,5081504433,,,,20/06/2020,2.10,,,,Europe,,
4018909040,12/22/2022,12/22/2022,923.49,Aquadrill LLC,Energy and Power,Oil & Gas,United Kingdom,SeaDrill Ltd,Energy and Power,Oil & Gas,Norway,Intrepid Partners LLC,Citibank NA,Pending,Merger,"7,300.00",,5063729268,5037847419,,,10/05/2005,"1,143.00",487.60,"1,601.35",,Europe,,237.60
4018910040,12/01/2022,12/01/2022,0.00,Inekon Systems sro,Consumer Products and Services,Professional Services,Czech Republic,Abra Software as,High Technology,IT Consulting & Services,Czech Republic,GCG,,Completed,Merger,,,5042218066,5083695255,,,31/12/1996,,,,,Europe,,
4018934040,12/23/2022,12/23/2022,61.14,Nuvo Pharmaceuticals Inc,Healthcare,Pharmaceuticals,Canada,Searchlight Pharma Inc,Healthcare,Pharmaceuticals,Canada,Bloom Burton & Co,PricewaterhouseCoopers Corp,Completed,Merger,,,5051003904,4295862549,22/08/1983,NRI,01/03/2014,,37.48,,5.62,Americas,,14.17
4018996040,10/13/2022,10/13/2022,0.00,Sopron Bank Burgenland Zrt,Financials,Banks,Hungary,Trive Financial Holding BV,Financials,Asset Management,Netherlands,,KPMG,Completed,Merger,,,5083290279,5001232527,27/01/2003,,23/01/2020,,,,,Europe,,
4019005040,12/22/2022,12/22/2022,0.00,FIX BR Participacoes Ltda,Financials,Other Financials,Brazil,Vero SA,High Technology,Internet Software & Services,Brazil,,Vinci Partners,Pending,Merger,,,5076166276,5083695528,,,01/01/2019,78.18,,,,Americas,,
4019049040,12/26/2022,12/26/2022,0.00,Pritika Industries Ltd,Materials,Metals & Mining,India,Pritika Auto Industries Ltd,Industrials,Machinery,India,,,Pending,Merger,,,5046711014,4298121281,01/07/1997,,11/04/1980,21.40,,,,Asia Pacific Excluding Central Asia,,
4019119040,12/23/2022,12/23/2022,43.68,AGC Flat Glass (Dalian) Inc,Materials,Construction Materials,China (Mainland),Shanghai Yaohua Pilkington Glass Group Co Ltd,Materials,Construction Materials,China (Mainland),BDA Partners,,Pending,Merger,,,4295863761,5000472478,01/12/1992,,23/11/1983,508.88,,,,Asia Pacific Excluding Central Asia,,
4019137020,11/10/2022,11/10/2022,0.00,Gulf Coast Oral & Facial Surgery PA,Healthcare,Healthcare Providers & Services (HMOs),United States,US Oral Surgery Management LLC,Consumer Products and Services,Professional Services,United States,,,Completed,Merger,,,5067951912,5028808363,,,01/01/2017,,,,,Americas,,
4019152040,12/26/2022,12/26/2022,0.00,Vitowa Corp,Retail,Other Retailing,Japan,VC Holdings,Financials,Other Financials,Japan,SMBC Nikko Securities Inc,,Pending,Merger,,,5083696309,5039695999,08/10/1987,,,,,,,Japan,,
4019154040,12/19/2022,12/19/2022,0.00,MediSave,Retail,Other Retailing,Canada,Canada Pharmacy Online,Retail,Other Retailing,Canada,,,Completed,Merger,,,5083695115,5040143575,,,,,,,,Americas,,
4019169040,12/23/2022,12/23/2022,0.00,Welfare Suzuran Co Ltd,Healthcare,Healthcare Providers & Services (HMOs),Japan,Ricoh Leasing Co Ltd,Consumer Products and Services,Other Consumer Products,Japan,Houlihan Lokey|Guardian Advisors Inc,KPMG FAS Co Ltd,Completed,Merger,,,4295877143,5072804389,10/05/2011,,01/12/1976,"7,280.71",,,,Japan,,
4019242040,12/26/2022,12/26/2022,0.00,TAKT SYSTEMS Inc,High Technology,IT Consulting & Services,Japan,COMTURE Corp,High Technology,IT Consulting & Services,Japan,Sumitomo Mitsui Banking Corp,,Pending,Merger,,,4295877019,5046308538,22/08/1986,,18/01/1985,110.04,,,,Japan,,
4019251040,11/15/2022,11/15/2022,0.00,Select Infrastructure Pvt Ltd,Industrials,Building/Construction & Engineering,India,Nexus Select Mall Management Pvt Ltd,Real Estate,Real Estate Management & Development,India,Ernst & Young LLP,,Pending,Merger,,,5083637706,5053444689,,,01/07/2021,,,,,Asia Pacific Excluding Central Asia,,
4019258040,12/27/2022,12/27/2022,4.29,Hebei Keju Decoration Materials Co Ltd,Materials,Construction Materials,China (Mainland),Dongyi Risheng Smart Home Technology Co Ltd,Industrials,Other Industrials,China (Mainland),,,Completed,Merger,,,5059948281,5059948118,17/12/2016,,,,,,,Asia Pacific Excluding Central Asia,,
4019262040,12/26/2022,12/26/2022,0.00,Takt Business Soft,High Technology,IT Consulting & Services,Japan,COMTURE Corp,High Technology,IT Consulting & Services,Japan,Sumitomo Mitsui Banking Corp,,Pending,Merger,,,4295877019,5083696479,31/03/1989,,18/01/1985,110.04,,,,Japan,,
4019268040,12/26/2022,12/26/2022,1.20,Kingsmen Projects Japan Ltd,Consumer Products and Services,Professional Services,Japan,Koji Kawamura,Financials,Other Financials,Japan,,,Pending,Merger,,,,5036882749,01/01/2004,,,,,,,Japan,,
4019288040,12/27/2022,12/27/2022,31.32,Shenzhenshi Robeta Robot Co Ltd,Industrials,Machinery,China (Mainland),Maxvision Technology Corp,High Technology,IT Consulting & Services,China (Mainland),,,Pending,Merger,,,5069400325,5061169027,14/05/1999,,16/01/1997,368.23,,,,Asia Pacific Excluding Central Asia,,
4019292040,11/30/2022,11/30/2022,0.00,Nihon Kyoso AC3,Industrials,Building/Construction & Engineering,Japan,Undisclosed Acquiror,Financials,Brokerage,,Aozora Bank Ltd,,Completed,Merger,,,,5083696497,,,,,,,,Japan,,
4019300040,12/27/2022,12/27/2022,133.10,"Gulin Xinliu Ecological Agriculture & Animal Husbandry Technology Co Ltd, Hanyuan Xinliu Agriculture & Animal Husbandry Technology",Consumer Staples,Agriculture & Livestock,China (Mainland),Chengdu Tianfu Xingxinxin Agriculture & Animal Husbandry Technology Co Ltd,Consumer Staples,Agriculture & Livestock,China (Mainland),,,Pending,Merger,,,5083696119,,,,21/11/2022,,,,,Asia Pacific Excluding Central Asia,,
4019304040,12/26/2022,12/26/2022,0.00,CLEF,Consumer Products and Services,Other Consumer Products,Japan,VC Holdings,Financials,Other Financials,Japan,SMBC Nikko Securities Inc,,Pending,Merger,,,5083696309,5083696489,12/03/1999,,,,,,,Japan,,
4019314020,12/06/2022,12/06/2022,0.00,GBMc & Associates,Consumer Products and Services,Other Consumer Products,United States,Alliance Technical Group LLC,Consumer Products and Services,Professional Services,United States,,,Completed,Merger,,,5080055804,5054061265,01/01/1996,,01/01/2015,,,,,Americas,,
4019315040,10/26/2022,10/26/2022,0.00,Agricultural Development Animal Husbandry Qichun County Co Ltd,Consumer Staples,Agriculture & Livestock,China (Mainland),Hubei Province Grain Co. Ltd,Consumer Staples,Food and Beverage,China (Mainland),,,Completed,Merger,,,,,14/07/2020,,16/06/1990,,,,,Asia Pacific Excluding Central Asia,,
4019318040,10/26/2022,10/26/2022,0.00,Yunmeng Nongxu Animal Husbandry Co. Ltd,Consumer Products and Services,Professional Services,China (Mainland),Hubei Province Grain Co. Ltd,Consumer Staples,Food and Beverage,China (Mainland),,,Completed,Merger,,,,5083680699,28/09/2020,,16/06/1990,,,,,Asia Pacific Excluding Central Asia,,
4019321040,10/26/2022,10/26/2022,0.00,Nongfa Animal Husbandry Xishui Co. Ltd,Consumer Staples,Agriculture & Livestock,China (Mainland),Hubei Province Grain Co. Ltd,Consumer Staples,Food and Beverage,China (Mainland),,,Completed,Merger,,,,5083680706,27/09/2020,,16/06/1990,,,,,Asia Pacific Excluding Central Asia,,
4019323040,10/26/2022,10/26/2022,0.00,Huainan Zhengbang Ecological Agriculture Co. Ltd,Consumer Staples,Agriculture & Livestock,China (Mainland),Hubei Province Grain Co. Ltd,Consumer Staples,Food and Beverage,China (Mainland),,,Completed,Merger,,,,5083680708,08/05/2017,,16/06/1990,,,,,Asia Pacific Excluding Central Asia,,
4019329040,10/26/2022,10/26/2022,74.20,Xuzhou Jiawang Zhengbang Animal Husbandry Co. Ltd,Consumer Staples,Agriculture & Livestock,China (Mainland),Hubei Province Grain Co. Ltd,Consumer Staples,Food and Beverage,China (Mainland),,,Completed,Merger,,,,5083680511,10/01/2017,,16/06/1990,,,,,Asia Pacific Excluding Central Asia,,
4019332020,09/29/2022,09/29/2022,0.00,Michael L Bobo DDS MD FACS,Healthcare,Healthcare Providers & Services (HMOs),United States,US Oral Surgery Management LLC,Consumer Products and Services,Professional Services,United States,,,Completed,Merger,,,5067951912,5083696157,,,01/01/2017,,,,,Americas,,
4019338040,12/13/2022,12/13/2022,6.78,Qingyuan Tiankun Engineering Management Co Ltd,Industrials,Building/Construction & Engineering,China (Mainland),Guangdong Jingmei Special Profile Co Ltd,Materials,Metals & Mining,China (Mainland),,,Completed,Merger,,,5083696566,5083696547,13/05/2022,,15/11/2010,,,,,Asia Pacific Excluding Central Asia,,
4019346040,12/23/2022,12/23/2022,0.00,Holding di Investimenti in Sanita e Infrastrutture Srl,Financials,Other Financials,Italy,ANIA F2i Fund,Financials,Other Financials,Italy,Societe Generale,IMAP|Vitale&Co-IMAP,Pending,Merger,,,,5039618295,22/10/2007,,,,,,,Europe,,
4019356040,12/26/2022,12/26/2022,24.24,Paints & Chemical Industries Co SAE,Materials,Chemicals,Egypt,Eagle Chemicals Group,Materials,Chemicals,Egypt,,,Pending,Merger,600.00,"1,097.00",5043951235,4295866261,01/01/1958,PACH.C,01/01/1958,,19.13,,24.47,"Africa, Middle East, or Central Asia",,0.70
4019361040,12/27/2022,12/27/2022,0.00,JAPAN CREATE Co Ltd,Industrials,Machinery,Japan,V Technology Co Ltd,High Technology,Electronics,Japan,,,Pending,Merger,,,4295878353,5063725250,07/12/1963,,16/10/1997,466.60,,,,Japan,,
4019402040,12/22/2022,12/22/2022,0.00,Bockholdt GmbH & Co. KG,Consumer Products and Services,Professional Services,Germany,STRABAG Property & Facility Services GmbH,Real Estate,Real Estate Management & Development,Germany,Oaklins,Grant Thornton,Pending,Merger,"6,800.00",,4298140177,5080168308,,,,,,,,Europe,,
4019407040,12/23/2022,12/23/2022,28.93,Juventus Estate Ltd,Real Estate,Real Estate Management & Development,India,Dhani Services Ltd,Financials,Brokerage,India,,,Completed,Merger,,,4295872598,5036771916,25/07/2006,,01/01/1995,,,,,Asia Pacific Excluding Central Asia,,
4019410040,12/23/2022,12/23/2022,0.00,Mabon Properties Ltd,Real Estate,Real Estate Management & Development,India,Dhani Services Ltd,Financials,Brokerage,India,,,Completed,Merger,,,4295872598,5036771979,14/01/2008,,01/01/1995,,,,,Asia Pacific Excluding Central Asia,,
4019411040,12/13/2022,12/13/2022,131.51,Dairy Partners Americas Manufacturing Brasil Ltda,Consumer Staples,Food and Beverage,Brazil,Lactalis do Brasil Comercio Importacao e Exportacao de Laticinios Ltda,Consumer Staples,Food and Beverage,Brazil,,,Pending,Merger,,,5040196423,4296646801,,,,,,,,Americas,,
4019438040,11/22/2022,11/22/2022,3.47,Greg Kelly & Associates Pty Ltd,Consumer Products and Services,Professional Services,Australia,McLarens Inc,Financials,Insurance,United States,,,Completed,Merger,,,5057739827,5083696701,01/01/1997,,01/01/1931,,,,,Asia Pacific Excluding Central Asia,,
4019478040,12/23/2022,12/23/2022,9.74,Qingdao Amotech Co Ltd,High Technology,Semiconductors,China (Mainland),Undisclosed Acquiror,Financials,Brokerage,,,,Pending,Merger,,,,5035726373,01/01/1970,,,,,,,Asia Pacific Excluding Central Asia,,
4019481040,11/08/2022,11/08/2022,0.00,Ampere,Industrials,Automobiles & Components,France,Shareholders,Financials,Other Financials,France,Lazard,,Pending,Acquisition,,,,,,,,,,,,Europe,,
4019491040,10/24/2022,10/24/2022,0.00,Ubiquity Ltd,Media and Entertainment,Publishing,United Kingdom,Walter de Gruyter GmbH,Media and Entertainment,Publishing,Germany,,,Completed,Merger,,,4297517740,5083696746,,,,,,,,Europe,,
4019492040,11/16/2022,11/16/2022,0.00,Alimac Group,Consumer Products and Services,Professional Services,Italy,Metrika SGR SpA,Financials,Alternative Financial Investments,Italy,,,Completed,Merger,,,5078506463,5040051509,,,,3.39,14.04,,,Europe,,1.77
4019496020,12/06/2022,12/06/2022,0.00,Pass Creek Resources LLC,Energy and Power,Oil & Gas,United States,Maverick Energy Group Ltd,Financials,Other Financials,United States,,,Completed,Merger,,,4296064131,5083696766,16/10/2018,,,,,,,Americas,,
