Unnamed: 0,id,name,start_date
5559,4295865027.0,Chalkis Health Industry Co Ltd,30/06/1994
5560,5035736263.0,PGE Ekoserwis Sp z o o,01/01/1994
5561,5067177057.0,K Village Tokyo Inc,12/05/2010
5562,5047442767.0,Hypebeast Ltd,01/01/2005
5564,5050654501.0,Guangdong Great River Smarter Logistics Co Ltd,06/11/2012
5565,5082440122.0,China Resources New Energy Investment Co Ltd,05/05/2011
5566,5079239181.0,i-80 Gold Corp,10/11/2020
5567,5083685804.0,FRC,
5568,5050713527.0,Hedef Holding AS,22/02/2011
5569,4295871651.0,CIL Holdings Ltd,08/04/1993
5570,5076382449.0,XOX (Hong Kong) Ltd,
5571,5083285123.0,Xi'an Port Industrial Investment Co Ltd,10/08/2020
5572,5083502301.0,Wuxi Huali Real Estate Co Ltd,
5573,5080057763.0,Chelsea National Corp,10/01/2019
5576,5083371105.0,Meshmellow Pte Ltd,
5577,5081496127.0,Jinan High-Tech Shenghe Development Co Ltd,02/09/2014
5578,5083690187.0,Zijin Longking Clean Energy Co Ltd,17/06/2022
5580,5079156205.0,Jesmond Capital Ltd,20/07/2020
5581,5037958164.0,JR Holding Alternatywna Spolka Inwestycyjna SA,01/01/2006
5582,5037057576.0,Ocean Homeplus Property Service Corp Ltd,09/09/1999
5583,4295900031.0,SilverSun Technologies Inc,03/10/2002
5584,5083447753.0,Guangdong Donghua Fast Software Co Ltd,08/06/2005
5585,4295862135.0,Orsu Metals Corp,01/01/1995
5586,5083441958.0,Shenzhen Ningsheng Investment Co Ltd,25/11/2015
5587,5080024650.0,10X Capital Venture Acquisition Corp II,10/02/2021
5588,5038055341.0,Axgate Co Ltd,20/12/2010
5589,5062338620.0,Pamtek Co Ltd,
5590,5083757753.0,Yihua Healthcare Industry Co Ltd,04/07/2017
5591,5074628208.0,Branding Engineer Co Ltd,02/10/2013
5592,5000012368.0,JX Nippon Oil & Gas Exploration Corp,26/06/1991
5593,5083478499.0,Gansu Jingang Yide New Energy Development Co Ltd,
5594,5046652697.0,Geotrans SA,04/03/2013
5595,4298153569.0,Zhejiang XCC Group Co Ltd,12/11/1999
5599,5057491748.0,Global Genes,01/01/2009
5600,4295884483.0,Banque Centrale Populaire SA,02/02/1961
5601,5082502389.0,Langhong (Nanjing) Corporate Management Ltd,18/12/2019
5602,5082047822.0,Aurora Technology Acquisition Corp,01/01/2021
5603,5070762941.0,IS2B Integrated Solutions To Business SA,01/01/2016
5606,5079700240.0,Lithium Ionic Corp,21/12/2020
5607,5083473519.0,Enterprise Blockchain Inc,
5608,5083150020.0,Hangzhou Aiweike Biotechnology Co Ltd,28/04/2022
5609,4296959248.0,K&R Rail Engineering Ltd,30/08/1983
5610,5082511880.0,Hangzhou Hengnuo Honghao Technology Co Ltd,08/03/2022
5612,5083447192.0,Suresofttech Co Ltd,05/03/2002
5613,5083535220.0,Nexo AG,18/04/2018
5614,4295888158.0,Pan Asian Holdings Ltd,18/09/1979
5616,5079682927.0,Tving Co Ltd,01/10/2020
5617,5000740621.0,RAONTECH Inc,13/10/2009
5618,5001188166.0,CECEP Environmental Protection Equipment Co Ltd,28/03/2001
5619,5038036229.0,Sm Line Gyeong-In Terminal Corp,13/07/2011
5620,5070821041.0,Crystal Clear New Energy Technology Co Ltd,28/02/2011
5621,5083832118.0,Health Labs Care SA,
5622,5081861703.0,Wuxi Guangyi Construction Development Group Co Ltd,14/09/2005
5623,5083347938.0,Dongguan Qiliye Electronics Co Ltd,26/08/2021
5624,5071483125.0,MOG Holdings Ltd,
5625,5062416908.0,WooDeumGeeFarm Co Ltd,18/05/2011
5626,4295873411.0,Welspun Corp Ltd,01/01/1985
5627,5051000904.0,Electric Connector Technology Co Ltd,20/11/2006
5629,4295858542.0,Finexia Financial Group Ltd,21/10/2003
5630,4295873096.0,Asian Tea & Exports Ltd,
5633,5083689513.0,Xinxiang Pingchuang Investment Co Ltd,
5634,5001231080.0,Anova Metals Ltd,
5635,5083911142.0,Wkj Capital Equity Sdn Bhd,01/11/2022
5636,5083354922.0,Zouping Hongshuo Aluminum Co Ltd,16/08/2021
5637,5001436627.0,Jiangsu Jiangnan Water Co Ltd,15/07/2003
5638,5083690582.0,Solenis Hispania SA,
5641,5039681642.0,Jiangsu Feymer Technology Co Ltd,16/12/2010
5642,5083159697.0,Shanghai Hongtong Enterprise Development Co Ltd,19/05/2020
5643,5083350117.0,Hong Kong Zhongwei Zhongtuo New Energy Co Ltd,
5644,5083494474.0,Reelu Co Ltd,08/04/2022
5645,4298456172.0,CRODA OVERSEAS HOLDINGS LTD,25/04/1997
5646,5074656178.0,ONE4U Co Ltd,20/04/1998
5647,5052168178.0,GAD Environmental Technology Co Ltd,12/11/2001
5648,5082512211.0,Shenzhen Ruifeng New Material Technology Group Co Ltd,16/01/2020
5649,5083766147.0,Pune Kharadi Tower Pvt Ltd,
5650,5001127558.0,Remedium Lifecare Ltd,19/02/1988
5651,5071483158.0,Jinmao Huadong Enterprises Management Co Ltd,
5653,5078375246.0,Pascal Financial Services Inc,
5654,5083376497.0,Crowdworks Inc,25/04/2017
5655,5084715076.0,1401700 BC Ltd,21/02/2023
5656,5083710461.0,Hainan Jushu Trading Co Ltd,30/03/2021
5657,5056411085.0,Jiangsu Tiangong Precision Tools Co Ltd,25/01/2016
5658,5000842721.0,Lakala Payment Co Ltd,06/01/2005
5659,5000572033.0,Jinggong Industrial Building System Group Co Ltd,21/06/2004
5660,5071528370.0,Beikong Shifang (Shandong) Environmental Energy Group Ltd,13/10/2005
5661,5076899359.0,Megado Gold Ltd,08/03/2019
5662,5084055437.0,Guangzhou Huiliang Cloud Computing Technology Co Ltd,13/10/2022
5663,5083383905.0,Guangdong Nexwise Intelligence Co Ltd,25/01/2017
5664,5082901920.0,Tuteng Shijie (Guangzhou) Digital Technology Co Ltd,15/03/2022
5665,5083440743.0,BCJ-66,26/08/2022
5666,5083151030.0,Golden Bauhinia Logistics Holdings Ltd,23/09/2020
5667,5035420235.0,Liaohe Petroleum Exploration Bureau Co Ltd,11/12/1984
5668,5084049040.0,Clariens Educacao Sa,05/10/2022
5669,5000551046.0,ZheJiang Haers Vacuum Containers Co Ltd,23/05/1996
5673,5052795178.0,GFM Services Bhd,30/01/2013
5674,5081365385.0,Tochka AO,04/07/2018
5675,5042930925.0,Wankai New Materials Co Ltd,31/03/2008
5677,5000908689.0,Beijing Tianrun New Energy Investment Co Ltd,11/04/2007
5681,5081177133.0,Future Health ESG Corp,01/09/2021
5682,5080187799.0,JATT Acquisition Corp,10/03/2021
5683,5080527741.0,Pono Capital Corp,12/02/2021
5684,5030781841.0,NIIT (USA) Inc,01/01/1991
5685,5042941490.0,The Key Support Services Ltd,01/01/2007
5686,5081168709.0,TG Venture Acquisition Corp,08/02/2021
5688,5082429806.0,Denali Capital Acquisition Corp,05/01/2022
5689,4295893303.0,Ci Group PCL,10/04/2003
5690,4295880439.0,GiG Works Inc,20/01/1977
5691,5083350008.0,Sapeon Inc,
5692,4295865378.0,Zhejiang Conba Pharmaceutical Co Ltd,09/01/1993
5693,5082333746.0,Chongqing Jianzhijia Health Pharmacy Chain Co Ltd,
5694,4295864986.0,Luoniushan Co Ltd,15/10/1993
5695,5036349582.0,MDS Pacific Pte Ltd,28/01/2003
5697,5070763127.0,Newborn Town Inc,12/09/2018
5698,4298008746.0,Przedsiebiorstwo Produkcyjno Handlowe KOMPAP SA,01/01/1989
5701,5083365504.0,United Musculoskeletal Partners LLC,01/01/2022
5703,5082052695.0,Axcelead Inc,01/04/2020
5704,5000842919.0,HB Investment Inc,11/11/1999
5706,5083478583.0,Medic Asset Group Sdn Bhd,12/08/2020
5707,5080149162.0,TECC Capital PLC,19/03/2021
5708,5041758602.0,Jiangsu Wuyang Parking Industry Group Co Ltd,22/06/2001
5709,5076357729.0,Inner Mongolia Aiyangniu Technology Co Ltd,01/01/2015
5710,5000467437.0,Henan Xinning Modern Logistics Co Ltd,24/02/1997
5711,5001234443.0,Zhejiang Xizi United Engineering Co Ltd,21/11/2005
5713,4295878986.0,RVH Inc,01/07/1996
5715,5052138720.0,Lokesh Builders Pvt Ltd,12/09/2001
5718,5044030861.0,Accolade Holding as,23/12/2010
5719,5083624072.0,Raffles Emi Pte Ltd,01/01/2007
5720,5066590283.0,Cell Bio Human Tech Co Ltd,07/07/2015
5721,4295875318.0,Atlantia SpA,01/01/1950
5722,5079238825.0,Shenzhen Meijiaer Health Management Co Ltd,08/06/2020
5723,5083755189.0,Wuhu Huarong Huakong Investment Center LP,20/12/2022
5725,4295864846.0,CCS Supply Chain Management Co Ltd,25/06/1998
5726,5044065012.0,UG Healthcare Corp Ltd,01/01/1989
5728,4296245667.0,Morinaga Nutritional Foods Inc,01/01/1985
5729,4295876767.0,Toyo Tec Co Ltd,05/01/1966
5731,5080022203.0,Trust Hub KK,01/05/2019
5732,4296870610.0,Clocen Co Ltd,06/08/1986
5733,5081524262.0,Gornye Vershiny OOO,14/03/2022
5734,5035905764.0,Shenzhen Huaqiang Electronic World Management Co Ltd,
5736,5053943386.0,Buruken Marutama,01/01/1995
5737,5083696566.0,Guangdong Jingmei Special Profile Co Ltd,15/11/2010
5738,4296391450.0,Trans Global Group Inc,01/01/1993
5739,5083511369.0,Good Doctor Online Healthcare Ltd,23/07/2018
5743,5071515173.0,TVS Motor (Singapore) Pte Ltd,
5744,5000909587.0,Bridge Trust Co Ltd,16/10/2002
5745,5083453858.0,Qingdao Chengzhihuaqing New Material Co Ltd,29/03/2022
5746,5083650200.0,Nanjing Kyushu Interstellar New Material Co Ltd,16/11/2022
5747,5083450949.0,Guangzhou Jiaxin Garment Co Ltd,24/12/2018
5749,5052163976.0,ASIRO Inc,01/11/2009
5751,4295896432.0,Rotala PLC,21/01/2005
5754,5081086127.0,SK REIT Co Ltd,15/03/2021
5755,4295863697.0,Rongfeng Holding Group Co Ltd,02/09/1988
5756,5070502237.0,Cactus Private Equity Co Ltd,
5758,5083515833.0,Xueda Vocational Education (Beijing) Technology Co Ltd,
5759,5037628354.0,Hunan Xiangke Asset Management Co Ltd,08/02/2012
5762,5000072879.0,KTDS Co Ltd,23/07/2008
5763,5001224970.0,Global Hydrogen SA,22/10/2010
5764,4295864037.0,Anhui Huamao Textile Co Ltd,10/07/1998
5765,5047445456.0,Zhongjing Food Co Ltd,29/09/2002
5766,4297929641.0,Clarion Partners Europe (UK) Ltd,01/01/2006
5769,4295865366.0,Shenzhen Yan Tian Port Holdings Co Ltd,21/07/1997
5770,4298151119.0,Zhejiang Jiuzhou Pharmaceutical Co Ltd,13/07/1998
5771,5037856251.0,Cookbiz Co Ltd,10/12/2007
5773,4298186127.0,Maruwa Unyu Kikan Co Ltd,01/01/1970
5774,5042932152.0,Shandong Publishing & Media Co Ltd,28/11/2011
5775,5057830650.0,Betta Investment (Hong Kong) Ltd,14/10/2014
5776,5001440893.0,Norebo Kholding AO,01/01/1997
5777,5083821090.0,Qingdao Wanma Offshore Engineering Equipment Technology Co Ltd,
5778,5083683103.0,FJ Next Co Ltd,01/04/2021
5779,5036195512.0,KLI Co Ltd,30/08/1999
5780,5052140152.0,HC Surgical Specialists Ltd,01/01/2015
5781,5039690632.0,WA Inc,12/02/2002
5782,5037659896.0,Mental Health Technologies Co Ltd,08/03/2011
5783,4297178689.0,IID Inc,28/04/2000
5785,4295865596.0,Fortune Ng Fung Food (Hebei) Co Ltd,18/03/1998
5787,5083665207.0,Phoenix Logistics & Industrial Parks Pvt Ltd,22/09/2022
5788,4295865521.0,Jiangsu Tongrun Equipment Technology Co Ltd,28/10/2002
5789,5083795969.0,Mglit Empreendimentos Ltda,05/11/2018
5790,5080450770.0,PD Theranostics Inc,01/01/2019
5791,5066621296.0,Biovaxys Technology Corp,25/04/2018
5792,5082479554.0,HIROGIN human resource Co Ltd,01/04/2021
5793,5064621545.0,Wanfeng Meiruiding New Material Technology Co Ltd,31/05/2016
5794,5083726378.0,Patagonia Shale Service SA,
5795,4296769305.0,Burtons Foods Ltd,
5796,5082938604.0,JSW Neo Energy Ltd,06/07/2021
5798,5000067277.0,Groupe Canal + SA,11/12/2000
5799,5050702133.0,Apa Group,01/06/2000
5801,5037639748.0,Lords & Co Worldwide Holdings Inc,16/05/2012
5802,4296826655.0,Shell Overseas Investment BV,
5804,5083343920.0,Norstella,
5805,5083624121.0,Sugi Godo Kaisha,18/05/2022
5806,5050698597.0,EQT Holdings Ltd,21/08/2015
5807,5082428146.0,Acquisco Pty Ltd,
5808,5076085882.0,BLENDER FINANCIAL TECHNOLOGIES LTD,23/12/2013
5809,5083333077.0,Western Investment Group Co Ltd,30/08/2000
5810,5082517075.0,Bulochno-Konditerskii Kholding Kolomenskii OOO,24/12/1956
5811,5079914688.0,InfraCo SpA,
5812,5034837484.0,Cartology Pty Ltd,01/01/1953
5813,5076902271.0,Yanjan USA LLC,
5814,5083296294.0,Evergreen Pty Ltd,
5816,5082479552.0,Triumph Goal Ltd,
5818,4296938763.0,Nicolet Bankshares Inc,01/01/2000
5819,5079681773.0,Cake Corp,01/10/2020
5821,5056412391.0,METRO AG,26/11/1999
5822,4295899599.0,American Green Inc,
5823,4295877439.0,Toyota Industries Corp,18/11/1926
5824,5082481520.0,Kunshan North New Town Assets Investment Co Ltd,
5825,5000724145.0,M Partners Inc,01/01/2005
5826,5081558987.0,Zhangjiagang High-Tech Investment Development Co Ltd,
5827,5078352172.0,Core Value Capital GmbH,
5828,5082196404.0,Guangdong Hongfa Investment Group Co Ltd,
5829,5000540969.0,Guangdong Zhonghe Chemical & Plastic Co Ltd,
5830,5040058076.0,Habitat Andina SA,
5831,4296769019.0,Fresenius Kabi AG,01/01/1999
5833,5081082254.0,Shenzhen International China Logistics Development Co Ltd,
5835,5067509913.0,Shinwa Holdings,
5838,5079220255.0,2MX Organic SA,10/09/2020
5839,5079896648.0,Artemis Strategic Investment Corp,04/01/2021
5841,5071501756.0,Able Glorious Ltd,
5844,5082485193.0,Infrared European Infrastructure Income Fund 4,10/02/2022
5845,5055468426.0,Step Kids Education GMBH,
5847,4295889577.0,Banco Bilbao Vizcaya Argentaria SA,01/10/1988
5848,5000491595.0,National Bank Holdings Corp,01/06/2009
5849,4295856246.0,Perpetual Ltd,31/07/1963
5851,4295890277.0,Bergman & Beving AB,01/01/1906
5852,4298468723.0,Alfred H Knight Holdings Ltd,
5853,5081477167.0,RRG Produce Holdco LLC,
5854,5061035168.0,Sabio Holdings Inc,27/09/2017
5855,5020494281.0,Orthopediatrics Corp,30/11/2007
5857,5080190132.0,myStromer AG,01/01/2009
5858,5082486098.0,Norlington School & 6th Form,
5859,5052155806.0,Familycash SL,01/01/2013
5860,5082489150.0,Urban Renewal (BVI) Promising Ltd,
5861,4295862018.0,Plaintree Systems Inc,01/01/1988
5862,5039189695.0,Raon Whitehat Co Ltd,16/10/2012
5863,4298181213.0,SBS Flec Co Ltd,01/01/1956
5864,5039937483.0,3W Dystrybucja Budowlana SA,01/01/2009
5865,5066617108.0,Norva24 AB,01/01/2015
5866,5064525659.0,Rejlers Telecom AS,
5867,5067514749.0,Vantage RE Ltd,20/10/2017
5869,5082488816.0,J & F Mineracao Ltda,
5870,5053438685.0,Medline International BV,
5873,4295875073.0,Shufersal Ltd,01/01/1958
5876,5079547733.0,Honeysuckle Health Pty Ltd,01/12/2019
5877,5034780918.0,In-Tech GmbH,07/01/2002
5878,4295895530.0,Marshalls PLC,01/12/1948
5879,5082489307.0,Cerved Finline Srl,
5880,4295886112.0,SM Investments Corp,15/05/1960
5883,4298461514.0,Linkz Industries Ltd,01/10/1981
5884,5000446470.0,Medlife SA,01/01/1996
5885,5082490213.0,Africa FMCG Distribution Ltd,
5886,5082490508.0,Impro Fluidtek Ltd,
5887,5070824293.0,Afya Participacoes SA,
5888,5052157564.0,Mirka Ltd,
5889,5056392443.0,Fairstone Financial Inc,21/03/2017
5890,5007120848.0,Australian Ethical Superannuation Pty Ltd,01/01/1997
5891,4295856383.0,GTI Resources Ltd,05/04/2007
5892,4295907012.0,Littelfuse Inc,01/01/1927
5893,4295885093.0,Triple Energy Ltd,
5895,5057959735.0,tinyBuild Inc,01/01/2011
5896,5073632103.0,Blackhawk Growth Corp,25/03/1986
5897,5082494833.0,DKL Delaware Gathering LLC,
5898,5081122090.0,Firetail Resources Ltd,
5899,5001326973.0,Kuhnle Tours GmbH,01/12/1980
5900,4295866127.0,AS Schouw & Co,
5901,5082495381.0,Maxxa,
5902,4297765906.0,Wedia SA,01/01/2005
5903,5082495520.0,Csquared Real Estate Llp,
5904,5082495563.0,Moore Accounting CZ Sro,
5906,4295865081.0,Dongfeng Motor Group Co Ltd,18/05/2001
5907,5074546840.0,Swiss EMobility Group Schweiz AG,
5908,5064609979.0,Viva Energy Group Ltd,13/08/2014
5909,5064671167.0,Shinhan Alpha Reit Co Ltd,18/12/2017
5910,4296066013.0,Numinus Wellness Inc,26/06/1962
5911,5071524736.0,JVDT BV,
5913,5080190633.0,8i Acquisition 2 Corp,
5914,5082496683.0,ACEF Spain Propco SL,
5916,4295904144.0,Hasbro Inc,01/01/1923
5918,5000259760.0,Zedge Holdings Inc,01/01/2003
5920,5071267052.0,LeadingIT LLC,01/01/2010
5921,5066596388.0,KH-Koneet Group Oy,
5922,4296763516.0,Accident Fund Insurance Co of America,01/01/1912
5924,4295905017.0,SilverBow Resources Inc,11/10/1979
5925,4295895428.0,Halma PLC,
5926,4295864672.0,Dalian Thermal Power Co Ltd,01/09/1993
5928,5064650673.0,National Co For Learning & Education,01/01/1958
5929,5082499026.0,Brokers Alliance SL,
5931,5052145662.0,Infrea AB,
5932,5082499783.0,Agcarm Inc,
5933,5044169785.0,Shanghai Carthane Co Ltd,31/07/2000
5935,4298067198.0,Carter Jonas LLP,
5936,4296803646.0,Groupe Alliance SA,01/08/1984
5937,4298365489.0,Vystar Credit Union,01/01/1952
5938,5082501181.0,Dynamo North East,
5939,5061364754.0,Acumen Advisory Ltd,05/11/2015
5941,5063356823.0,BDS Sport Group Ltd,17/01/2013
5943,5050716280.0,Jakala SpA SB,
5944,5081143209.0,Pacifico Acquisition Corp,02/03/2021
5946,5059957152.0,Aura Minerals Inc,12/07/1946
5947,5050988903.0,AutoFi Inc,01/01/2015
5948,4295881082.0,Green Cross Holdings Corp,05/10/1967
5949,5052524365.0,Alliance Automotive Holding Ltd,01/01/1989
5951,4295890828.0,Daetwyler Holding AG,01/12/1958
5953,5071526821.0,Porch Group Inc,31/07/2019
5954,4297875887.0,Harley Ellis Devereaux,01/01/1908
5955,5081379377.0,Akanda Corp,
5956,5036859545.0,SL Vionics Co Ltd,04/07/2007
5957,5082503575.0,EPTI Factory AB,
5958,5068314101.0,777 Partners LLC,01/01/2015
5959,4298183427.0,ITO Corp,01/05/1929
5960,5076899332.0,Hexagon Purus ASA,01/01/1962
5962,4298271171.0,Solita Oy,01/01/1996
5963,5082453424.0,Diot Siaci Topco SAS,06/05/2021
5964,5084226756.0,TBJH Inc,07/11/2022
5966,5035086289.0,ACRON AG,01/01/1981
5967,5071162942.0,Connectus Business Solutions Ltd,01/01/2008
5969,5082505911.0,Illuminate Enterprises Ltd,
5970,5034885183.0,ADXBA Ltd,
5971,5082506927.0,Wf Development Ltd,19/11/2021
5973,4296529119.0,UNILIN Holding NV {UNILIN},01/01/1960
5974,5081149944.0,Guangzhou Yuexiu Huacheng Real Estate Development Co Ltd,
5975,5071169366.0,IBKS No 12 Special Purpose Acquisition Co,02/09/2019
5976,5001438511.0,SD Bio Sensor Inc,21/12/2010
5977,5078359054.0,Fibermind Srl,01/01/1992
5978,5060569795.0,Jim Sports Technology SL,
5980,5082511901.0,WM SE,
5981,4296396419.0,North American Nickel Inc,23/09/1983
5982,5074239253.0,Xiamen Ylz Yihui Technology Co Ltd,20/09/2016
5983,5082509781.0,YLZ Intelligent (Xiamen) Technology Co Ltd,
5984,4295881729.0,Fursys Inc,11/03/1983
5986,5073656385.0,Serravalle Outlet Mall Investment SARL,
5987,5081470121.0,Veranda Learning Solutions Ltd,20/11/2018
5988,5037989561.0,Top Strike Resources Corp,04/10/1989
5989,5082510469.0,Amuze Products LLC,
5990,5083812608.0,TSA Investments Inc SA,12/04/2018
5991,5082510595.0,Biotechnology Development for Industry in Pharmaceuticals SL,
5992,5082510386.0,Jadem Ehealth Sdn Bhd,03/11/2021
5993,5037342153.0,Ayurcann Holdings Corp,23/02/2012
5995,5037249530.0,Quality CARE India Ltd,
5996,5055436399.0,Woonzorgnet BV,
5998,5082510914.0,Evergreen SpA,23/02/2022
5999,4295893564.0,Yapi ve Kredi Bankasi AS,01/12/1944
6000,5001231156.0,Sherpa Capital Entidad Gestora SGEIC SA,03/12/2010
6001,5082512762.0,Shenzhen Changjiang Connector Co Ltd,01/01/1998
6002,5037929731.0,SeSa SpA,01/01/2010
6003,5072797856.0,Musinsa Co Ltd,
6004,5000004182.0,Pro Kapital Grupp AS,01/01/1994
6005,4295885398.0,Hydro Aluminium AS,01/01/1972
6007,4295857160.0,Ookami Ltd,01/01/1984
6008,5000843440.0,IRETI SpA,
6009,5082481743.0,Informatica & Telecomunicazioni Srl,
6010,5066248367.0,RHZ01 Ltd,
6011,5035540750.0,Turatti Srl,
6012,4295868474.0,Les Trois Chenes,01/01/1993
6014,4295906553.0,G-III Apparel Group Ltd,01/01/1956
6015,5082515769.0,Literati Juris,
6016,5035423522.0,Media & Games Invest SE,21/03/2011
6018,5079696305.0,Isleworth Healthcare Acquisition Corp,15/12/2020
6019,5079684657.0,Ignyte Acquisition Corp,
6022,5062462580.0,ROCA Investments Ltd,
6023,4295860372.0,Suzano Sa,01/01/1946
6024,4297752430.0,Votigo Inc,01/01/2006
6025,5082180831.0,Osmosis Buyer Ltd,
6026,5042028551.0,Cambridge Meridian Academies Trust,
6027,5034777803.0,IFOK GmbH,01/01/1995
6029,5001250259.0,Frontmatec A/S,01/01/1983
6030,4295881921.0,Neorigin Co Ltd,20/02/2007
6031,5082519814.0,Calvista Holdings Pty Ltd,
6032,5037857040.0,Pointnix Co Ltd,13/08/1998
6034,5000653786.0,Commonwealth Superannuation Corp,
6035,5082520111.0,Novecore Ltd,
6036,5074077205.0,Manta Ray Ventures Ltd,
6037,5039583551.0,Lineage Logistics Holdings LLC,01/01/2008
6039,5055416969.0,One Click Group Ltd,22/11/2016
6040,5080056096.0,Bathla Teletech Pvt Ltd,23/02/2012
6041,4295891055.0,Cathay Real Estate Development Co Ltd,14/09/1964
6042,4296689709.0,Jalles Machado SA,01/01/1980
6043,5046729338.0,Troax AB,01/01/1955
6044,4296034902.0,Gensource Potash Corp,01/05/1989
6047,4295982068.0,Cigniti Technologies Ltd,01/01/1998
6049,5046910537.0,Jiyi Holdings Ltd,01/01/1997
6050,5082523663.0,Kenpay International Company Ltd,
6052,4298007357.0,Aliberico SL,23/03/1989
6053,4297818978.0,HIG Capital LLC,01/01/1993
6054,5082523962.0,Panthera Resources Pte Ltd,01/01/2022
6055,4295899834.0,Flexible Solutions International Inc,01/01/1989
6056,5082525247.0,Anatas Pty Ltd,01/01/1996
6057,5055946570.0,OMH-HealthEdge Holdings Inc,
6058,5082525281.0,RSM Network,
6061,5081077632.0,Pegasus Entrepreneurial Acquisition Co Europe BV,16/06/2021
6064,5082468409.0,JotWe GmbH,01/01/1970
6066,5064687527.0,Glorious Creation Ltd,24/12/2015
6067,5082529093.0,Capital Leisure & Entertainment Pty Ltd,
6068,4295864199.0,Gansu Qilianshan Cement Group Co Ltd,12/07/1996
6071,4295882370.0,Nokwon Commercials & Industries Inc,07/05/1987
6072,5082135771.0,Kensington Capital Acquisition Corp IV,19/03/2021
6073,4295915904.0,Gaensel Energy Inc,
6074,5076105991.0,Silver Bullet Data Services Group PLC,13/05/2013
6075,4296093121.0,Olano Services SAS,
6076,5082530472.0,Unified Fiore Inc,
6077,5035726178.0,MakerBot Industries LLC,01/01/2009
6078,5000041841.0,Shun Ho Construction (Holdings) Ltd,
6079,5082046913.0,Marbruck Investments Ltd,
6080,5082530804.0,Zhongjian Huaxia Group (Hk) Ltd,
6081,5079230393.0,TEAM PLC,01/01/2019
6082,5081261724.0,FGN BV,
6085,5039627009.0,Salesland SL,
6088,4298450074.0,CVC Capital Partners SICAV-FIS SA,01/01/1981
6089,5071528405.0,TCL Electronics (Huizhou) Co Ltd,05/11/2018
6090,5076383037.0,Executive Network Partnering Corp,
6091,5057956615.0,Premier Health of America Inc,13/07/2017
6092,4297245596.0,Immac Holding AG,01/01/1997
6094,5081085078.0,Arklyz Group AG,
6095,4298431423.0,Capgemini SE,01/10/1967
6096,5083530436.0,Bull Horn Holdings Corp,27/11/2018
6097,5080028009.0,Chardan NexTech Acquisition 2 Corp,
6098,4296861137.0,Screenpro Security Inc,20/12/1945
6099,5082537468.0,Glorious Hope Ltd,
6104,4295881818.0,IHQ Inc,24/08/1962
6107,5045188707.0,zvoove Group GmbH,01/01/1994
6108,5081505876.0,HB Returnable Transport Solutions BV,01/01/2008
6109,5001150689.0,Petronas Chemicals Group Bhd,01/01/1985
6110,5055943707.0,Renevo Oy,23/10/2012
6111,5083152840.0,Technology Development Center LLC,04/05/2022
6112,5070761519.0,Newsec Basale AS,25/10/1990
6113,4295866511.0,PunaMusta Media Oyj,
6114,5036380201.0,Mahindra Logistics Ltd,01/01/2000
6115,5073493238.0,Pixel Labs LLC,
6116,5044577999.0,Universal Sleeve SL,
6117,5071171672.0,TMS NeuroHealth Centers Inc,29/03/2011
6118,5052789544.0,S4 Capital PLC,01/01/2016
6119,5050700493.0,Neolatina Comercio E Industria Farmaceutica,
6120,5060916486.0,Ogq Corp,12/12/2003
6123,4295869924.0,secunet Security Networks AG,
6124,5081461054.0,SatSure Analytics India Pvt Ltd,22/09/2017
6125,5083153115.0,Kruger Specialty Papers Holding LP,
6127,5078594136.0,Social Motion Inc,
6128,5042936900.0,CorroHealth Inc,01/01/2010
6130,4295905833.0,Helix Energy Solutions Group Inc,01/01/1979
6131,4295864241.0,GTI Holdings Ltd,09/06/2004
6132,5082539957.0,Yuko International Investment Ltd,
6133,5035566136.0,Amplus Asset Development Inc,03/03/2008
6134,5082539986.0,Hainan Yiqi Enterprise Management Co Ltd,
6135,5082539551.0,Thevea Brands Group AB,
6136,4296432380.0,MIB Group Inc,01/01/1902
6137,5076107763.0,Auric Mining Ltd,12/08/2019
6138,5082540137.0,KPower RE Sdn Bhd,
6139,5083145492.0,Hedin Automotive Oy,
6140,4295902833.0,Asia Broadband Inc,
6141,5000891517.0,Idealista SA,21/01/2000
6142,5064617472.0,Hyosung Tnc Co Ltd,04/06/2018
6143,5065974113.0,Yanadoo Co Ltd,11/07/2008
6144,5071611144.0,Jilin Xinyue Network Technology Ltd,
6145,4296918831.0,Argor Heraeus SA,01/01/1951
6147,5076948605.0,EdtechX Holdings Acquisition Corp II,
6148,5035938413.0,AssuredPartners Inc,01/03/2011
6149,5000270887.0,Woods Rogers PLC,
6151,5082599863.0,South Fork Utility District,31/08/2020
6152,5082621913.0,Delos Bouwgroep BV,
6153,5063354535.0,Eaglestone Services SA,
6154,5079692504.0,Moonpig Group PLC,23/12/2020
6156,5080158462.0,Amyris Biossance Do Brasil Comercio De Cosmeticos Ltda,
6158,5000578095.0,Cosan Lubrificantes e Especialidades SA,01/01/2008
6159,5082211537.0,Yeqiao Investment (Group) Co Ltd,01/01/1999
6160,5051784579.0,Delaware Industrial Ltd,
6162,4298261109.0,ZZSAP Industria E Comercio De Calcados Ltda,
6163,5052527459.0,Anders Invest BV,01/01/2015
6164,5053248917.0,Shenzhen City New China Water Environmental Technology Ltd,17/09/2014
6166,5000001276.0,Everi Holdings Inc,01/01/1998
6167,5082662853.0,DL Asset Management Ltd,
6168,5080159818.0,Kanto Seisakusho,01/07/1948
