Acquiror PermID,Target PermID,Date Announced
5035549442.0,5083478280.0,2022-09-23
5057806543.0,5000112886.0,2022-07-01
5079708444.0,4296946185.0,2022-12-12
5082049530.0,5083752885.0,2022-12-30
5051601797.0,5083359361.0,2022-07-05
4295865007.0,5083711773.0,2022-12-30
5071556147.0,5083808421.0,2023-01-31
5084877039.0,5000237910.0,2023-03-28
4295894228.0,4296345143.0,2022-10-07
4295882120.0,5082502576.0,2022-04-19
5042269150.0,5035738582.0,2023-02-15
5083434615.0,4295858456.0,2022-08-22
5040950574.0,4295858456.0,2022-08-25
5083687257.0,5083686335.0,2022-12-19
5070509356.0,4295895455.0,2022-11-03
5067491935.0,5045099004.0,2022-04-01
5062212082.0,5082442760.0,2022-03-10
4296131094.0,5000784486.0,2022-01-26
5083430389.0,4297023973.0,2022-08-17
5052523054.0,5053440767.0,2022-08-05
5060580500.0,4296726746.0,2022-11-02
5080052949.0,5083536200.0,2022-11-02
5081320940.0,5083680515.0,2022-12-13
5035421702.0,4295886933.0,2022-08-18
5037627091.0,5000795448.0,2022-12-20
4296393194.0,5001178143.0,2022-01-14
4295879859.0,5040790880.0,2022-10-24
5047750449.0,5083387067.0,2022-07-26
5080192434.0,5062422064.0,2023-02-24
4298531308.0,4298151423.0,2023-03-09
5083696309.0,5083696513.0,2022-12-26
5082103252.0,5062432974.0,2022-01-25
4295882337.0,5000026367.0,2022-08-12
5083501154.0,5083501160.0,2022-10-11
4295913577.0,4295902512.0,2022-12-27
4298469109.0,4296273524.0,2022-04-06
5040060340.0,5082166351.0,2022-02-02
5080070584.0,5037842611.0,2022-02-03
4296071225.0,5076921645.0,2022-10-11
5080525370.0,4298144600.0,2022-04-01
4295904996.0,4296651418.0,2022-01-06
5059990214.0,4297422447.0,2022-01-11
5076374763.0,4297544985.0,2022-01-18
5001221668.0,5082168892.0,2022-01-17
5052137706.0,5035705104.0,2022-12-12
5040054597.0,4297558730.0,2022-02-14
5082426802.0,5082426792.0,2022-02-17
4297350822.0,5000096371.0,2022-03-02
5071499972.0,4296875417.0,2022-01-28
5071026237.0,5000172649.0,2022-03-16
5067510383.0,5040247030.0,2022-03-24
4295885731.0,5046032168.0,2022-04-07
4296242896.0,4297790104.0,2022-04-10
4295859173.0,5001146181.0,2022-03-10
4295867913.0,5037443443.0,2022-04-21
5052143793.0,5044195240.0,2022-04-28
4295983941.0,5000927806.0,2022-05-06
5037638673.0,5034842340.0,2022-05-09
5083145524.0,5079892027.0,2022-06-02
5073983321.0,5001221790.0,2022-06-09
5080079906.0,5083163143.0,2022-05-16
5044580769.0,5083348961.0,2022-05-30
5067515094.0,5045990431.0,2022-07-06
5076355245.0,5055445187.0,2022-07-11
5040244013.0,5083383930.0,2022-07-18
5064567162.0,4296015489.0,2022-08-10
4295875010.0,4296189196.0,2022-04-10
5057851867.0,5000735871.0,2022-09-08
5000037210.0,5057495257.0,2022-07-12
5004439058.0,5040250036.0,2022-10-03
4296282589.0,5083494590.0,2022-10-03
4296543362.0,5040232226.0,2022-11-01
4296773461.0,4298259942.0,2022-11-21
5052547956.0,4297202038.0,2022-11-21
4295907183.0,5044751602.0,2022-11-10
5071525129.0,4298521755.0,2022-11-24
5083699614.0,5081838434.0,2022-08-19
4295870314.0,4297291348.0,2022-12-30
5083752876.0,5076166587.0,2023-01-09
4295870159.0,5046034281.0,2023-01-19
4298029657.0,5083812611.0,2023-02-01
5083813944.0,4295902723.0,2023-02-03
4295866575.0,5045218110.0,2022-12-19
4295890321.0,5034188721.0,2023-02-17
5040054043.0,4297671614.0,2023-03-30
5001227231.0,5064610256.0,2022-08-16
4295877308.0,5083447212.0,2022-09-06
5063315114.0,5083768212.0,2023-01-16
5041976503.0,4296081093.0,2022-01-29
5061045419.0,4297995869.0,2022-03-24
4296906867.0,4297995869.0,2022-03-24
5037939778.0,4297316039.0,2023-01-04
5046018359.0,5046909393.0,2022-05-30
4295880157.0,5060573743.0,2022-03-25
5044096338.0,5083820177.0,2023-01-31
4298228131.0,5082513016.0,2022-04-01
4295880926.0,5000003798.0,2022-08-05
5040036333.0,5040928113.0,2022-10-03
5083687279.0,5040928113.0,2023-03-14
5035566942.0,5001160783.0,2022-02-03
5039148078.0,5082704161.0,2022-05-02
5083173369.0,5083173434.0,2022-06-23
4295891506.0,5082364944.0,2022-11-03
4295872532.0,4296669186.0,2022-05-25
5039144240.0,5000048129.0,2022-04-22
5063184084.0,4297902122.0,2022-03-01
5082518936.0,5081335201.0,2022-04-20
5083159607.0,5000542160.0,2022-05-18
5080188190.0,4297822583.0,2022-06-23
5079163325.0,5003668288.0,2022-08-15
5077896136.0,4296652546.0,2022-05-02
4295894326.0,5015445993.0,2023-03-31
4295882695.0,5000003901.0,2022-09-23
5036176913.0,5083478409.0,2022-09-30
4298145353.0,5082481538.0,2022-03-31
4295887079.0,4298197688.0,2022-10-28
5082109933.0,5082109952.0,2022-01-14
5073343366.0,4295890256.0,2022-03-08
4295891757.0,5000726461.0,2022-02-25
5080034802.0,5077892573.0,2022-03-31
5071556314.0,5058995056.0,2023-03-02
4295894565.0,5082660674.0,2022-05-23
5039936425.0,5074017609.0,2022-09-26
5064635468.0,5074017609.0,2022-10-17
4296549983.0,4296800486.0,2023-03-29
5081404432.0,5015343870.0,2022-08-08
5085070200.0,4296579246.0,2023-03-31
5083404721.0,5057816456.0,2023-03-23
5042368996.0,5083769379.0,2022-12-23
5051008532.0,5083345914.0,2022-07-02
8589934254.0,5053127401.0,2022-06-15
5076944320.0,5058998820.0,2022-02-15
5083446559.0,5055454398.0,2022-09-05
4295883772.0,5066623226.0,2023-03-30
4295864075.0,5001426177.0,2023-02-01
4295864075.0,5001426177.0,2023-02-15
5043330606.0,4297505638.0,2022-05-19
5000789186.0,5082537687.0,2022-05-17
5044364516.0,5083172040.0,2022-06-23
5000030092.0,5082521971.0,2022-05-05
4295882203.0,5081862799.0,2023-03-20
4297052582.0,5034776397.0,2022-04-14
4295880216.0,5036203556.0,2022-06-06
5044694359.0,5083343340.0,2022-04-07
4295882141.0,5000643570.0,2022-08-23
4295876942.0,5083831113.0,2022-12-28
4295864447.0,5083425343.0,2022-08-18
5082452830.0,5000017755.0,2022-03-17
5083165490.0,5046735588.0,2022-06-01
5078368409.0,4298236965.0,2022-02-09
4296132443.0,5082479598.0,2022-03-30
5082091116.0,5083450639.0,2022-09-08
4298001885.0,4295916144.0,2023-03-13
4295864002.0,4295864064.0,2022-05-27
5038032383.0,5000729027.0,2022-01-26
4295864188.0,5083686354.0,2022-12-08
5044612914.0,4295857113.0,2022-06-30
5083793180.0,4296677401.0,2023-01-30
5083683221.0,5000697854.0,2022-12-16
5083692390.0,5000569739.0,2022-11-17
5042251212.0,5073661964.0,2022-03-15
4295863332.0,5001440146.0,2022-09-26
5037077256.0,5001208955.0,2022-03-14
4297282753.0,5063342459.0,2022-01-10
5028285614.0,5013326171.0,2022-01-04
4296149754.0,4297649714.0,2022-02-10
5004366937.0,4297747847.0,2022-02-23
4296615587.0,5035706383.0,2022-01-10
4297380645.0,4295899860.0,2022-03-16
5079233926.0,5014756552.0,2022-03-28
4295908668.0,5000362589.0,2022-03-29
4295981657.0,5073357483.0,2022-04-08
5000034738.0,4297568454.0,2022-03-23
5082156215.0,5035461028.0,2022-04-22
4295899416.0,5016887453.0,2022-04-25
5082517069.0,5082517249.0,2022-04-21
4297207463.0,5001263808.0,2022-05-02
4298116794.0,5082527783.0,2022-04-26
5082539928.0,4295859841.0,2022-05-11
4298088953.0,5082542190.0,2022-04-14
5052145355.0,5076168486.0,2022-03-07
5035396193.0,5067172820.0,2022-06-06
5037454807.0,5055457952.0,2022-06-15
5041758005.0,4297994680.0,2022-06-20
5014440363.0,5083172821.0,2022-06-24
5074845450.0,5083336418.0,2022-03-31
4295903017.0,5031856225.0,2022-07-21
5079684149.0,5082635775.0,2022-08-02
4297810537.0,5064673146.0,2022-09-01
5083456113.0,5083456115.0,2022-02-06
4295913879.0,4297607691.0,2022-09-19
5083461639.0,5083461609.0,2022-08-16
4295894700.0,5055430155.0,2022-09-22
4298011580.0,5043316447.0,2022-09-22
4295898972.0,4295897759.0,2022-10-18
5082443233.0,5000317290.0,2022-10-25
5035305204.0,5083282606.0,2022-11-07
5083628326.0,5083628346.0,2022-08-02
4296451080.0,4296346895.0,2022-11-30
5035151930.0,5051774891.0,2022-11-29
5083653194.0,5044750451.0,2022-08-01
5082163248.0,5043836228.0,2022-12-14
5080052094.0,5083698753.0,2022-07-04
5076951833.0,5083310885.0,2022-10-25
5037269255.0,4297292155.0,2023-01-03
5038907473.0,5045991479.0,2023-01-03
5082146855.0,4295904269.0,2023-01-06
4296981462.0,5083768252.0,2022-08-02
5064609174.0,5042223641.0,2023-01-18
5040939528.0,5083784689.0,2023-01-16
4295878485.0,5000863584.0,2023-01-31
5060676145.0,5057496766.0,2023-01-27
5051002716.0,5028390967.0,2022-12-15
5076918394.0,5045958168.0,2022-12-30
5042979166.0,5053435970.0,2023-02-10
4296577491.0,5016198106.0,2023-02-16
5081056333.0,5057555286.0,2022-10-12
5038032310.0,5038993167.0,2023-02-24
5046660761.0,5001263355.0,2023-02-23
5082429019.0,5045203780.0,2023-03-01
5015756489.0,5015247349.0,2023-02-07
4295857604.0,4295858647.0,2023-03-29
5040929747.0,5042932277.0,2023-03-03
5000053637.0,5084235697.0,2023-03-24
4298027563.0,5082424643.0,2022-02-22
5066593969.0,4298258843.0,2022-02-17
5083173369.0,5083173404.0,2022-06-23
5083173369.0,5083173420.0,2022-06-23
5083954025.0,5083953721.0,2023-03-09
4297178485.0,5083824666.0,2023-02-14
4295880173.0,5045873583.0,2022-08-17
4295876380.0,5082986533.0,2023-03-03
4295881401.0,5062421803.0,2022-08-29
5044017028.0,5083515882.0,2022-10-26
5036859106.0,5063722923.0,2022-04-04
5035457608.0,5042221057.0,2022-06-15
4297168349.0,4295858841.0,2023-03-07
5083335301.0,5084129262.0,2023-03-20
4295880965.0,5000020904.0,2022-04-07
4295865619.0,5083328070.0,2022-06-28
4297388863.0,5000672789.0,2022-06-24
4295879308.0,5082512923.0,2022-04-28
5073619721.0,4296860444.0,2022-08-04
4295865107.0,5000018631.0,2022-12-15
5082496675.0,4295888167.0,2022-04-13
5053127203.0,4296374349.0,2022-09-06
5069399969.0,5083728669.0,2023-01-05
5083640930.0,4298436234.0,2022-11-16
4295882333.0,5034762938.0,2022-03-30
5060620248.0,5015088757.0,2022-10-19
5067949559.0,4297059129.0,2022-02-07
5071156993.0,5083767942.0,2023-01-03
5083845676.0,4296708012.0,2022-08-31
4295878326.0,5000032787.0,2022-07-28
5083796914.0,5035306837.0,2022-12-10
5001171514.0,5000610751.0,2022-04-07
4295879516.0,5083143587.0,2022-05-09
4297699243.0,5000729114.0,2022-08-29
4295863651.0,5083695000.0,2022-12-24
5045067948.0,5039927143.0,2022-10-18
5082450454.0,5050719440.0,2022-03-16
5081184024.0,5055421758.0,2022-07-18
5082442054.0,5035904578.0,2022-03-10
4295881409.0,5083349284.0,2022-03-25
5000059822.0,5044650800.0,2022-07-08
5040929576.0,5010267670.0,2022-07-26
4296638994.0,4298239915.0,2023-03-06
5080045618.0,4296988857.0,2022-11-14
4298008856.0,4295863158.0,2022-06-13
4295863215.0,4295863158.0,2022-07-28
4295865591.0,5051002052.0,2022-04-25
5000036473.0,4298336443.0,2023-03-22
4295882004.0,4297278257.0,2022-10-18
4298498141.0,5083332811.0,2022-06-29
4297607689.0,5000076532.0,2022-01-12
5081382593.0,5036212049.0,2022-08-05
4297992512.0,4298241063.0,2022-03-17
5057488471.0,5082179407.0,2022-02-16
4298461776.0,5000012427.0,2022-08-04
5001179176.0,5039697820.0,2022-12-07
4295880168.0,5000051192.0,2022-09-22
5000002606.0,5000051192.0,2023-01-27
4295865582.0,4297762077.0,2022-04-18
4295878728.0,5044676097.0,2022-06-13
5081364200.0,5083659772.0,2022-07-27
5041022631.0,5000315266.0,2022-01-31
4295864114.0,5035513210.0,2022-04-11
5067913395.0,5018247118.0,2022-01-17
4297072626.0,4297877861.0,2022-01-06
5034789044.0,5078346470.0,2022-03-14
5044600550.0,5082504087.0,2022-04-21
5037843207.0,5015475841.0,2022-04-14
5082519279.0,4297244923.0,2022-05-03
4295858622.0,5037061958.0,2022-05-05
5082520107.0,5000929027.0,2022-05-03
4296549983.0,4297145396.0,2022-05-09
5054673449.0,5077913001.0,2022-05-11
5083127003.0,5083129881.0,2022-04-21
5035503051.0,4295871913.0,2022-06-10
5057759554.0,5083159519.0,2022-06-08
4295903017.0,4298066739.0,2022-06-27
4298015182.0,5016375986.0,2022-06-30
5042387123.0,5037364668.0,2022-01-19
5045753384.0,4295896259.0,2022-07-15
5083368728.0,5083368718.0,2022-07-04
5083385641.0,5001192171.0,2022-07-26
4295972217.0,5001395196.0,2022-08-03
4295858396.0,5001192171.0,2022-08-18
5071530428.0,5078368378.0,2022-07-27
5052143691.0,5083455241.0,2022-08-03
5001041930.0,5083460069.0,2022-09-14
5078517775.0,4297646451.0,2022-09-28
5043950698.0,4295859539.0,2022-09-15
5080157704.0,5036207817.0,2022-09-29
5083494781.0,5083494779.0,2022-08-31
5083495685.0,5083495594.0,2022-10-07
5064685936.0,5045856679.0,2022-10-11
5046285479.0,5083505088.0,2022-10-11
5083518256.0,5083518261.0,2022-10-23
5040258719.0,4297210169.0,2022-10-27
5058108286.0,5083629799.0,2022-11-08
5083639143.0,5001395196.0,2022-07-22
4298523111.0,5077912873.0,2022-01-01
5045142486.0,5060800229.0,2022-06-27
5083782518.0,5080528365.0,2023-01-20
4296608799.0,5071070962.0,2022-12-31
5082034295.0,5037951351.0,2022-06-01
5081074574.0,5083857903.0,2023-01-27
4298187769.0,5054060111.0,2023-02-28
5058250453.0,5045234024.0,2023-03-01
5068659504.0,5083786998.0,2023-01-10
4295865247.0,5000405334.0,2022-01-11
5083173387.0,5035302303.0,2022-06-24
5039878780.0,4295861063.0,2023-01-17
5083826387.0,4297820561.0,2023-02-10
5083456138.0,5000466218.0,2022-09-10
5082096721.0,5000044674.0,2022-01-12
4295879259.0,5082088594.0,2022-01-11
5066096455.0,4298186660.0,2023-03-31
5044645122.0,5036199922.0,2022-09-22
4298069056.0,5000601399.0,2022-11-25
4295861106.0,4295862111.0,2023-01-09
5000003343.0,5000387482.0,2022-05-13
4297870803.0,4295858875.0,2023-03-06
5079686545.0,4298241514.0,2022-01-05
4295879924.0,5082447472.0,2022-03-03
5037626969.0,4298238533.0,2023-03-22
5083161359.0,5017064689.0,2022-11-01
5037476083.0,4297147062.0,2022-01-28
5082471911.0,4298395438.0,2023-01-19
5083793482.0,4297888714.0,2023-01-17
4295863650.0,5081161189.0,2022-05-26
4295880216.0,5037082209.0,2022-06-06
5081758555.0,5036884421.0,2022-08-04
4295862758.0,5000029429.0,2022-11-18
4295876173.0,5000024220.0,2023-01-18
4295875844.0,5035724781.0,2022-01-04
5044031696.0,5036172317.0,2022-03-31
4295880689.0,5044569440.0,2022-05-12
5083389336.0,5052544316.0,2022-07-27
4296191999.0,4296424109.0,2023-03-06
4296426410.0,5083685986.0,2022-11-01
4296812200.0,5044706851.0,2023-02-10
5055463522.0,5083755448.0,2023-01-10
4298447330.0,5082114861.0,2022-01-18
4297995774.0,5042957734.0,2022-05-04
4295878443.0,4297857965.0,2023-02-01
5000549874.0,5082496352.0,2022-04-13
4297616335.0,5083409939.0,2022-07-01
4295880751.0,5083782455.0,2023-01-13
5082054169.0,4298202908.0,2022-08-12
5068481522.0,5017079748.0,2022-01-20
5083152299.0,5083152589.0,2022-06-07
5071086404.0,5082503651.0,2022-04-19
5055459721.0,5084235663.0,2023-03-23
5083456138.0,5036159109.0,2022-09-10
5000558190.0,5084250453.0,2023-03-24
5046050947.0,5035933030.0,2022-01-25
4295873088.0,5003647467.0,2022-07-06
4298494268.0,5037955394.0,2023-02-15
5000022777.0,5000507085.0,2022-10-29
4295877190.0,4298363032.0,2022-08-05
5000830693.0,4296711369.0,2022-09-01
5083842126.0,5056404614.0,2022-10-26
5068318787.0,5037366246.0,2022-06-21
5057747987.0,5082426560.0,2022-02-24
4295982057.0,4295896941.0,2022-11-16
5038066907.0,5083658807.0,2022-06-27
5058994975.0,4297858189.0,2022-07-29
5082239344.0,5001308339.0,2023-01-04
4295889889.0,5083345952.0,2022-07-01
5082829382.0,4298167950.0,2022-05-24
5074432698.0,5074707297.0,2022-07-18
5079223862.0,5082240013.0,2022-05-27
5053433421.0,5083453970.0,2022-09-14
5043522110.0,5060662171.0,2022-01-19
5034837855.0,5082160133.0,2022-01-26
5035582745.0,5060999934.0,2022-01-26
4296153234.0,5001080307.0,2022-02-14
4298051902.0,5052140989.0,2022-02-11
5080146292.0,5000783421.0,2022-02-25
5079916282.0,5052790694.0,2022-03-16
5082486063.0,5044177651.0,2022-03-24
5040702010.0,4296383585.0,2022-04-07
5066540782.0,5060590220.0,2022-04-28
5000611778.0,5080150292.0,2022-05-02
5080188341.0,5036204238.0,2022-05-02
5082541733.0,5065874913.0,2022-05-13
4295875697.0,5034783708.0,2022-05-24
4297212019.0,5039653837.0,2022-04-19
4297392953.0,5001207743.0,2022-07-07
5036350598.0,5073631894.0,2022-07-15
4295867694.0,4297643881.0,2022-09-01
4298144839.0,5063219774.0,2022-05-24
5083475816.0,5043419173.0,2022-09-29
5044012220.0,4298139429.0,2022-10-05
4296621162.0,5035577302.0,2022-10-14
5072806053.0,5059929814.0,2022-10-18
5020583789.0,5044706197.0,2022-09-14
5083518352.0,5083518355.0,2022-03-10
5000066088.0,5001341354.0,2022-12-22
4295906009.0,5034767117.0,2022-11-09
5065974255.0,5036891913.0,2023-03-27
5002486543.0,5018046211.0,2022-01-01
5066616404.0,5033561328.0,2023-01-19
5044740906.0,5082636249.0,2023-01-26
5083812415.0,5053569601.0,2023-01-01
5039200328.0,5066453536.0,2023-02-02
4295894700.0,5083831752.0,2023-02-17
5028061576.0,5016440097.0,2023-02-21
4295907572.0,5048984581.0,2022-08-17
5084129384.0,5051779154.0,2022-11-24
5001447859.0,5000001241.0,2023-04-05
5082466308.0,5046713287.0,2022-01-04
5067485478.0,5045912376.0,2022-11-01
4295864466.0,5082308496.0,2022-12-15
5042935166.0,4295857452.0,2023-01-09
4295864720.0,5000041179.0,2022-12-23
5065371515.0,5084061053.0,2023-01-20
5083290279.0,5001232527.0,2022-10-13
4295868455.0,5083159780.0,2022-06-13
5000551900.0,5043460703.0,2022-07-02
4295856627.0,5044616978.0,2022-10-18
5082474422.0,5042257929.0,2022-03-28
4295896024.0,5017421173.0,2022-09-19
4295926416.0,5000686570.0,2023-03-02
5051395358.0,5082135579.0,2022-01-20
5083108992.0,4295899027.0,2023-02-08
5071401442.0,5083468290.0,2022-09-26
4297300045.0,5014766900.0,2022-12-22
4295879520.0,5083850142.0,2023-01-31
4298345310.0,5083692571.0,2022-12-07
5071568483.0,5058995391.0,2023-02-08
5044599899.0,5017610339.0,2023-02-28
4297067905.0,5031880878.0,2022-01-13
5000565763.0,5037075592.0,2022-03-28
4295857636.0,5001261252.0,2023-03-06
5083756711.0,5000741731.0,2023-01-10
4295864114.0,5082307835.0,2022-05-10
4295876147.0,4298213645.0,2022-01-17
4295873721.0,5001374251.0,2022-04-28
5080106176.0,5083478572.0,2022-09-30
5056396369.0,5062388282.0,2022-12-16
4295865581.0,4297185576.0,2022-04-13
5001190602.0,5082432219.0,2023-01-20
5079231416.0,5083149866.0,2022-05-09
5083430376.0,5083430387.0,2022-08-05
4298362209.0,5057548751.0,2022-05-31
5080106176.0,5082169832.0,2022-02-01
4295895781.0,4297171707.0,2022-04-13
5039698350.0,5082435607.0,2022-03-04
5036179972.0,5083159948.0,2022-06-14
4295878512.0,5082166044.0,2022-01-31
4295878786.0,5050705659.0,2022-03-10
5082431445.0,5082431443.0,2022-02-08
5055476660.0,5083348678.0,2022-07-06
5000591518.0,5083787859.0,2022-11-03
5036394091.0,5034597859.0,2022-04-06
5055802421.0,5000074863.0,2023-03-27
4295859652.0,4295859522.0,2022-04-07
5000013709.0,5035965331.0,2022-07-29
5064691048.0,5082326581.0,2023-01-16
5048024681.0,5037079912.0,2022-08-13
4297848957.0,5083475886.0,2022-05-16
5000036115.0,4298529438.0,2022-01-26
5050986836.0,5082495284.0,2022-04-01
5077911031.0,5083447268.0,2022-09-06
5000591518.0,5083787882.0,2022-11-03
5082536397.0,4297739032.0,2022-05-13
5065379983.0,5082407473.0,2022-02-21
5083435872.0,5036172125.0,2022-08-22
5076382563.0,5083637336.0,2022-11-01
4295897781.0,5000061770.0,2022-02-28
5079898847.0,5051769390.0,2022-09-21
5043535912.0,5018304358.0,2022-08-29
5000011468.0,5082497891.0,2022-04-01
5053083973.0,5037954193.0,2022-02-19
5000762018.0,5003769953.0,2022-08-16
5039697372.0,5083454103.0,2022-09-15
5000030092.0,4296075049.0,2022-05-05
5037851307.0,4296993090.0,2022-10-23
4298002129.0,5045988881.0,2023-02-02
5000059822.0,5080026245.0,2022-10-06
5044529144.0,5082494286.0,2022-04-08
5066599001.0,5067935821.0,2022-05-04
5082448899.0,5000502895.0,2022-03-12
5040240849.0,5083394533.0,2022-07-29
4295877293.0,5083424829.0,2022-08-10
4295900085.0,4295904266.0,2023-01-09
4298153696.0,5000524803.0,2022-12-16
5080780068.0,5018263323.0,2022-02-25
4295883637.0,5082016596.0,2022-04-25
5001227206.0,5000063293.0,2022-01-31
4296718133.0,5054553975.0,2022-01-17
5069470197.0,5082160070.0,2022-01-27
5064695724.0,4296144640.0,2022-01-10
4295866440.0,5056576090.0,2022-02-04
5063641446.0,5082428438.0,2022-01-12
5051771172.0,5056444708.0,2022-01-17
5053940330.0,5046310123.0,2022-03-04
5034753344.0,5000818628.0,2022-02-02
4295856773.0,4298070847.0,2022-03-16
5054556224.0,5082461636.0,2022-03-22
5080077703.0,5062429003.0,2022-03-31
5036174441.0,5064618989.0,2022-03-31
5059013793.0,5060803578.0,2022-05-03
4297516229.0,5045183296.0,2022-05-05
5082531330.0,5057753228.0,2022-05-12
4295889941.0,5082148659.0,2022-05-16
5052528994.0,5000716178.0,2022-05-19
5035574034.0,5039330633.0,2022-05-17
5043320783.0,5082718807.0,2022-03-16
4295891884.0,5035453567.0,2022-05-15
5055941613.0,5045107109.0,2022-06-14
5083167024.0,5044265403.0,2022-06-07
5056444529.0,5060798704.0,2022-05-12
5083347576.0,5044307231.0,2022-05-10
5078529724.0,4295896438.0,2022-07-12
5044066107.0,5070769835.0,2022-07-19
5042217965.0,5060800096.0,2022-07-06
5000413587.0,5000070815.0,2022-08-09
5078524417.0,5005792997.0,2022-08-15
5046711103.0,5078517671.0,2022-08-30
5052540860.0,5019788382.0,2022-05-26
5041748259.0,5004239797.0,2022-09-16
4295903791.0,5083478188.0,2022-09-29
4295904970.0,5058166094.0,2022-10-05
5000621948.0,5035758272.0,2022-10-06
5083697381.0,5001439254.0,2022-12-28
4295904811.0,4295909027.0,2022-10-27
4295887891.0,5060602232.0,2022-11-08
4295887891.0,5063213863.0,2022-11-08
5083633050.0,5083632401.0,2022-11-09
5079697304.0,5046391085.0,2022-11-29
5083716231.0,5054882443.0,2023-01-03
4296558863.0,5071484306.0,2023-01-08
4295866810.0,4298073633.0,2023-01-11
4296206323.0,5083759607.0,2022-12-29
5081386867.0,4296178201.0,2023-01-18
4297194470.0,5083489710.0,2023-02-02
5037661098.0,5079521615.0,2023-02-01
5044712480.0,5038912813.0,2023-02-02
5080052203.0,5073972524.0,2023-02-18
5037661279.0,5044599691.0,2023-01-16
5040944222.0,5001396053.0,2022-05-09
5083954011.0,5083954013.0,2023-03-06
4295875754.0,5035476643.0,2023-03-13
5066573693.0,5079281665.0,2023-03-14
4297939219.0,5085067448.0,2023-03-16
5053940698.0,5018265235.0,2022-11-22
4295863791.0,5083769417.0,2023-01-17
5037477806.0,5083153867.0,2022-06-07
5083692390.0,5065974234.0,2022-11-17
5061135598.0,5035167835.0,2023-01-13
4295899948.0,4297518058.0,2022-03-08
5083506194.0,4298099311.0,2022-10-17
5037659956.0,5082704207.0,2022-05-24
5057991340.0,4297233240.0,2022-06-13
5049432200.0,5059048490.0,2022-02-08
5040047267.0,5041749036.0,2022-05-26
5074003812.0,5038040638.0,2023-03-14
4298476474.0,5044804559.0,2022-01-31
5000422269.0,5035155757.0,2022-01-25
5066556822.0,5083699530.0,2022-04-15
5040047987.0,5001143805.0,2022-05-02
5040047987.0,5001143805.0,2022-08-22
4296040464.0,4296275690.0,2022-03-14
5039145127.0,5073633904.0,2023-02-22
4298264170.0,4298433680.0,2022-06-22
4298537877.0,5035309596.0,2022-01-31
4298476474.0,5001316250.0,2022-01-31
5039612913.0,5055945382.0,2022-06-15
5082420769.0,5082420750.0,2022-01-17
5047645671.0,5083423943.0,2022-07-29
5079232835.0,5029540842.0,2022-02-15
4298002129.0,5045242607.0,2023-02-02
5045730544.0,4297629631.0,2022-12-07
5066572786.0,5083397929.0,2022-08-01
5083328086.0,5083328083.0,2022-06-28
4295862112.0,4297765702.0,2023-03-06
5082500047.0,5035746295.0,2022-04-16
5035441093.0,5000783155.0,2022-10-03
4295864097.0,5082501715.0,2022-04-19
5083442566.0,4295997733.0,2022-08-30
4295858350.0,4295858680.0,2023-01-10
5067951932.0,5051791038.0,2022-04-30
4295864098.0,4298151202.0,2023-02-06
4295877734.0,5073680657.0,2023-03-31
5053469960.0,4296201156.0,2023-01-13
5082508566.0,5036788177.0,2022-04-26
5076693370.0,5083473629.0,2022-09-28
5043315501.0,4297121627.0,2023-01-13
4295880746.0,5074234744.0,2022-10-05
5000042742.0,5083396187.0,2022-07-29
4298527590.0,5082450843.0,2022-03-09
4295887079.0,5083817252.0,2022-10-28
4295878846.0,5082515727.0,2022-04-01
4295877341.0,5000009225.0,2022-09-07
4295880702.0,5078528061.0,2022-02-10
5073355608.0,4296154179.0,2023-01-25
5035952529.0,5083680925.0,2022-12-15
4296677744.0,5068656929.0,2022-07-01
5039677279.0,5074555907.0,2022-06-20
5045371460.0,5083680502.0,2022-11-30
4295864750.0,4298345601.0,2022-05-14
5083415006.0,5083414979.0,2022-08-11
5037478590.0,5058624152.0,2023-01-19
4295863996.0,5083684797.0,2022-12-02
5052527388.0,5062254338.0,2022-04-20
5047640639.0,5036885228.0,2022-09-22
4298542352.0,5001427843.0,2022-06-30
4298419704.0,5043330204.0,2022-06-14
5080168448.0,5039664989.0,2022-02-24
5067159633.0,4295897353.0,2023-03-23
5034785927.0,5042262079.0,2022-09-02
5055408385.0,4295883561.0,2022-11-29
4295886372.0,5083710835.0,2023-01-12
5020848295.0,5018292274.0,2022-12-01
5073345480.0,5035936562.0,2023-01-26
5052519005.0,5080054303.0,2022-04-29
5000060210.0,5083475308.0,2022-09-28
5066621894.0,5000715995.0,2023-03-16
5036388310.0,4295862308.0,2022-12-08
4295880051.0,5000609112.0,2022-04-27
5068335513.0,5076373187.0,2022-12-28
4295880936.0,5083501138.0,2022-10-11
5081082109.0,5055671367.0,2022-11-30
4297825400.0,5083509910.0,2022-10-19
5082306428.0,5058634222.0,2022-06-01
5083398633.0,5035540358.0,2022-09-13
4295882849.0,4295882901.0,2022-03-14
5079898375.0,4296245041.0,2022-02-01
5057438575.0,5083863026.0,2023-02-27
5082153458.0,4298435507.0,2022-01-24
5036370280.0,5000042183.0,2022-03-31
5057780380.0,5083661943.0,2022-12-01
5082529009.0,5037140354.0,2022-05-11
4295903154.0,4295860665.0,2022-07-04
4295875908.0,5044582710.0,2022-09-27
4298149736.0,5035740860.0,2022-12-10
5042223657.0,4298361465.0,2022-12-23
5000494286.0,5069474842.0,2022-01-12
4297724732.0,5082109979.0,2022-01-11
5046649756.0,5056416351.0,2022-01-17
4295887325.0,4297192730.0,2022-01-16
