,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,markcap.datatype,markcap.type,markcap.value,country
291,uri,http://www.wikidata.org/entity/Q5011595,en,literal,CICS-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
292,uri,http://www.wikidata.org/entity/Q5011898,en,literal,CITI-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
293,uri,http://www.wikidata.org/entity/Q5011684,en,literal,CIGV-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
294,uri,http://www.wikidata.org/entity/Q3579310,,literal,Q3579310,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
295,uri,http://www.wikidata.org/entity/Q21189538,en,literal,Motive Studio,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,"http://www.wikidata.org/entity/Q1061635, http://www.wikidata.org/entity/Q941594",literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
296,uri,http://www.wikidata.org/entity/Q109037994,en,literal,Front Froid,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
297,uri,http://www.wikidata.org/entity/Q3476059,en,literal,Scores,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
298,uri,http://www.wikidata.org/entity/Q5011182,en,literal,CHKS-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
299,uri,http://www.wikidata.org/entity/Q5010791,en,literal,CFRQ-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
300,uri,http://www.wikidata.org/entity/Q108556752,en,literal,Declutter The Mind,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
301,uri,http://www.wikidata.org/entity/Q6505068,en,literal,Lawtons,,,,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q614304,literal,,literal,,literal,http://www.wikidata.org/entity/Q497373,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
302,uri,http://www.wikidata.org/entity/Q7895669,en,literal,University of Manitoba Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2135,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
303,uri,http://www.wikidata.org/entity/Q108839557,en,literal,Phase-Connect,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q24639,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
304,uri,http://www.wikidata.org/entity/Q504715,en,literal,Cirque du Soleil,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q29586005,literal,http://www.wikidata.org/entity/Q5217866,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5020,,,,,,,,,,,,,,,,wd:Q16
305,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,22,,,,,,,,,,,,,,,,wd:Q16
306,uri,http://www.wikidata.org/entity/Q7777457,en,literal,Theatre Under The Stars,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q24639,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
307,uri,http://www.wikidata.org/entity/Q24190144,en,literal,CFMP-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
308,uri,http://www.wikidata.org/entity/Q1458113,en,literal,University of Victoria,http://www.w3.org/2001/XMLSchema#dateTime,literal,1903-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2132,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5028,,,,,,,,,,,,,,,,wd:Q16
309,uri,http://www.wikidata.org/entity/Q119574464,en,literal,FYidoctors,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
310,uri,http://www.wikidata.org/entity/Q175106,en,literal,Tim Hortons,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q81799,literal,,literal,,literal,http://www.wikidata.org/entity/Q424984,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
311,uri,http://www.wikidata.org/entity/Q115411384,,literal,Q115411384,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
312,uri,http://www.wikidata.org/entity/Q5011955,en,literal,CIWW,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
313,uri,http://www.wikidata.org/entity/Q5010740,en,literal,CFNR-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
314,uri,http://www.wikidata.org/entity/Q5010617,en,literal,CFFB,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
315,uri,http://www.wikidata.org/entity/Q5012171,en,literal,CJPR-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
316,uri,http://www.wikidata.org/entity/Q105306505,en,literal,Carp Farmers' Market,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-06-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
317,uri,http://www.wikidata.org/entity/Q109877172,en,literal,Canada Virtual Office,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1904, http://www.wikidata.org/entity/Q172",literal,,,,,,,,,,,,,,,,,,,,wd:Q16
318,uri,http://www.wikidata.org/entity/Q2448801,en,literal,TransAlta Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q383973,literal,,literal,,literal,http://www.wikidata.org/entity/Q36312,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
319,uri,http://www.wikidata.org/entity/Q5012071,en,literal,CJGX,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
320,uri,http://www.wikidata.org/entity/Q3256725,en,literal,Little Sister's Book and Art Emporium,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
321,uri,http://www.wikidata.org/entity/Q3415283,en,literal,Rona,http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q141924,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
322,uri,http://www.wikidata.org/entity/Q7895142,en,literal,University of British Columbia Library,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q391028,,,,,,,,,,,,,,,,,,,wd:Q16
323,uri,http://www.wikidata.org/entity/Q105028003,en,literal,Second Beach Concession,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
324,uri,http://www.wikidata.org/entity/Q14239494,en,literal,WB Games Montréal,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,400,,,,,,,,,,,,,,,,wd:Q16
325,uri,http://www.wikidata.org/entity/Q52502275,en,literal,Murchinson,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
326,uri,http://www.wikidata.org/entity/Q5012218,en,literal,CJTK-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
327,uri,http://www.wikidata.org/entity/Q111770705,en,literal,Chandos Lake Cottages,,,,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q97486588,literal,http://www.wikidata.org/entity/Q107738972,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
328,uri,http://www.wikidata.org/entity/Q1516410,en,literal,Suncor Energy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q36312,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,12076,,,,,,,,,,,,,,,,wd:Q16
329,uri,http://www.wikidata.org/entity/Q5012176,en,literal,CJQM-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
330,uri,http://www.wikidata.org/entity/Q65012391,en,literal,Soft Moc,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
331,uri,http://www.wikidata.org/entity/Q122038351,en,literal,"Safeguard Business Systems, Inc.",,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q128261,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
332,uri,http://www.wikidata.org/entity/Q115411024,,literal,Q115411024,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2145,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
333,uri,http://www.wikidata.org/entity/Q5011144,en,literal,CHLG-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
334,uri,http://www.wikidata.org/entity/Q109275005,en,literal,iLLogika,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
335,uri,http://www.wikidata.org/entity/Q1023797,en,literal,CJET-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
336,uri,http://www.wikidata.org/entity/Q121289008,en,literal,Waypoint Convenience,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
337,uri,http://www.wikidata.org/entity/Q22908384,en,literal,Figure 1,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q15067276,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
338,uri,http://www.wikidata.org/entity/Q5012627,en,literal,CKY-DT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-11-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q289,literal,,literal,,literal,http://www.wikidata.org/entity/Q2135,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
339,uri,http://www.wikidata.org/entity/Q100791484,en,literal,CarBotAnimations,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q11425,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
340,uri,http://www.wikidata.org/entity/Q5011071,en,literal,CHCO-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q957700,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
341,uri,http://www.wikidata.org/entity/Q109948758,en,literal,River's Bend Winery,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
342,uri,http://www.wikidata.org/entity/Q56649198,en,literal,Bitten Toast Games,,,,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
343,uri,http://www.wikidata.org/entity/Q5012625,en,literal,CKXS-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
344,uri,http://www.wikidata.org/entity/Q109285858,en,literal,White Star Capital,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166021, http://www.wikidata.org/entity/Q837171",literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
345,uri,http://www.wikidata.org/entity/Q3479007,,literal,Q3479007,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2145,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
346,uri,http://www.wikidata.org/entity/Q5010774,en,literal,CFQM-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
347,uri,http://www.wikidata.org/entity/Q20026793,en,literal,Can Stock Photo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q1634416,literal,,literal,,literal,http://www.wikidata.org/entity/Q2141,literal,,,,,en,literal,Can Stock Photo,,,,,,,,,,,,,wd:Q16
348,uri,http://www.wikidata.org/entity/Q18089633,en,literal,Champlain Society,http://www.w3.org/2001/XMLSchema#dateTime,literal,1905-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
349,uri,http://www.wikidata.org/entity/Q2931513,en,literal,CIII-DT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
350,uri,http://www.wikidata.org/entity/Q5012437,en,literal,CKMB-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
351,uri,http://www.wikidata.org/entity/Q155223,en,literal,National Basketball Association,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-06-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
352,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,22,,,,,,,,,,,,,,,,wd:Q16
353,uri,http://www.wikidata.org/entity/Q5010890,en,literal,CFWC-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
354,uri,http://www.wikidata.org/entity/Q1032229,en,literal,Canadian Natural Resources,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q14941854,literal,,literal,,literal,http://www.wikidata.org/entity/Q36312,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6621,,,,,,,,,,,,,,,,wd:Q16
355,uri,http://www.wikidata.org/entity/Q3332563,en,literal,Médiaspaul,http://www.w3.org/2001/XMLSchema#dateTime,literal,1914-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
356,uri,http://www.wikidata.org/entity/Q70266232,en,literal,KO_OP,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
357,uri,http://www.wikidata.org/entity/Q48768177,en,literal,Densify,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q880371,literal,,literal,,literal,http://www.wikidata.org/entity/Q1904,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
358,uri,http://www.wikidata.org/entity/Q110604207,en,literal,WonderFi,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,en,literal,WonderFi Technologies Inc.,,,,,,,,,,,,,wd:Q16
359,uri,http://www.wikidata.org/entity/Q3212802,en,literal,La Senza,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
360,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q189,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,27,,,,,,,,,,,,,,,,wd:Q16
361,uri,http://www.wikidata.org/entity/Q5011359,en,literal,CHST-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
362,uri,http://www.wikidata.org/entity/Q116765718,en,literal,Aube Boulangerie,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
363,uri,http://www.wikidata.org/entity/Q8000869,en,literal,Wild Wing Restaurants,,,,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q507619,literal,,literal,,literal,http://www.wikidata.org/entity/Q5266894,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
364,uri,http://www.wikidata.org/entity/Q4179186,en,literal,BC Transit,,,,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q2132,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
365,uri,http://www.wikidata.org/entity/Q5012427,en,literal,CKLO-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
366,uri,http://www.wikidata.org/entity/Q1420038,en,literal,Queen's University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-10-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
367,uri,http://www.wikidata.org/entity/Q15238797,en,literal,Tangerine,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
368,uri,http://www.wikidata.org/entity/Q10366566,en,literal,Sony Music Canada,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-12-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q10302058,literal,,literal,,literal,http://www.wikidata.org/entity/Q1586510,literal,,,,,en,literal,Sony Music Entertainment (Canada) Inc.,,,,,,,,,,,,,wd:Q16
369,uri,http://www.wikidata.org/entity/Q14874574,en,literal,CIVI-DT,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-10-04T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2132,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
370,uri,http://www.wikidata.org/entity/Q5009123,en,literal,CBKT-DT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-12-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2123,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
371,uri,http://www.wikidata.org/entity/Q103471073,en,literal,Agnostiq,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
372,uri,http://www.wikidata.org/entity/Q115408135,en,literal,Éditions Ganesha,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
373,uri,http://www.wikidata.org/entity/Q3579629,en,literal,Éditions du Boréal,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-03-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
374,uri,http://www.wikidata.org/entity/Q1163715,en,literal,Major League Baseball,http://www.w3.org/2001/XMLSchema#dateTime,literal,1869-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
375,uri,http://www.wikidata.org/entity/Q2931605,en,literal,CJNT-DT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-09-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
376,uri,http://www.wikidata.org/entity/Q3408306,en,literal,Provigo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
377,uri,http://www.wikidata.org/entity/Q109479179,,literal,Q109479179,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
