,business.type,business.value,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,businessLabel.xml:lang,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
746,uri,http://www.wikidata.org/entity/Q2405662,literal,Vedettes de Paris,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165866, http://www.wikidata.org/entity/Q7338001",literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
747,uri,http://www.wikidata.org/entity/Q101409168,literal,Q101409168,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,,wd:Q142
748,uri,http://www.wikidata.org/entity/Q108810944,literal,Le Pavillon du Lac,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
749,uri,http://www.wikidata.org/entity/Q3198944,literal,Korian,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166041, http://www.wikidata.org/entity/Q30114662",literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
750,uri,http://www.wikidata.org/entity/Q324846,literal,Eurofins Scientific,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166052,literal,,literal,,literal,http://www.wikidata.org/entity/Q1842,literal,http://www.wikidata.org/entity/Q648828,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,58000,http://www.w3.org/2001/XMLSchema#decimal,literal,605800000,,,,,,,,,,wd:Q142
751,uri,http://www.wikidata.org/entity/Q108803331,literal,La Machine du Moulin Rouge,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q151030,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
752,uri,http://www.wikidata.org/entity/Q3073626,literal,Fleurus,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
753,uri,http://www.wikidata.org/entity/Q118687687,literal,Equans,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-07-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
754,uri,http://www.wikidata.org/entity/Q20899937,literal,La Pataterie,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166112, http://www.wikidata.org/entity/Q18534542",literal,,literal,,literal,http://www.wikidata.org/entity/Q45656,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
755,uri,http://www.wikidata.org/entity/Q3421572,literal,Renault Retail Group,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165628,literal,,literal,,literal,"http://www.wikidata.org/entity/Q194160, http://www.wikidata.org/entity/Q84",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
756,uri,http://www.wikidata.org/entity/Q273534,literal,École du Louvre,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166132,literal,,literal,"http://www.wikidata.org/entity/Q273396, http://www.wikidata.org/entity/Q2926662, http://www.wikidata.org/entity/Q3026940, http://www.wikidata.org/entity/Q3172462, http://www.wikidata.org/entity/Q33235637, http://www.wikidata.org/entity/Q47191720, http://www.wikidata.org/entity/Q101438532",literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1882-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
757,uri,http://www.wikidata.org/entity/Q2930916,literal,CALT,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165937,literal,,literal,,literal,http://www.wikidata.org/entity/Q172455,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
758,uri,http://www.wikidata.org/entity/Q1770349,literal,Safran Landing Systems,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165459, http://www.wikidata.org/entity/Q936518",literal,,literal,,literal,http://www.wikidata.org/entity/Q387447,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,fr,literal,Messier-Bugatti-Dowty,,,,,,,,,,,,,,,,wd:Q142
759,uri,http://www.wikidata.org/entity/Q30262210,literal,Center for South Asian Studies,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
760,uri,http://www.wikidata.org/entity/Q106820382,literal,17 · Arts Gallery,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q106815438,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-05-15T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
761,uri,http://www.wikidata.org/entity/Q3078567,literal,Fortuneo,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165989,literal,,literal,,literal,http://www.wikidata.org/entity/Q234743,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,fr,literal,Arkéa Direct Bank,,,,,,,,,,,,,,,,wd:Q142
762,uri,http://www.wikidata.org/entity/Q115973465,literal,GCK Charade,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166056,literal,,literal,,literal,http://www.wikidata.org/entity/Q573350,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-12-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
763,uri,http://www.wikidata.org/entity/Q97367251,literal,Q97367251,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q987729,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
764,uri,http://www.wikidata.org/entity/Q55508821,literal,Pixel Wizards,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
765,uri,http://www.wikidata.org/entity/Q188273,literal,Ubisoft,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,http://www.wikidata.org/entity/Q3573697,literal,,literal,"http://www.wikidata.org/entity/Q647, http://www.wikidata.org/entity/Q18102",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-03-28T00:00:00Z,en,literal,Ubisoft Entertainment SA,http://www.w3.org/2001/XMLSchema#decimal,literal,20324,http://www.w3.org/2001/XMLSchema#decimal,literal,99985000,http://www.w3.org/2001/XMLSchema#decimal,literal,1665000000,http://www.w3.org/2001/XMLSchema#decimal,literal,3604841000,http://www.w3.org/2001/XMLSchema#decimal,literal,8124634859,wd:Q142
766,uri,http://www.wikidata.org/entity/Q636755,literal,Legrand,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165405, http://www.wikidata.org/entity/Q3749263",literal,http://www.wikidata.org/entity/Q58118409,literal,,literal,http://www.wikidata.org/entity/Q45656,literal,http://www.wikidata.org/entity/Q648828,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1904-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,33556,http://www.w3.org/2001/XMLSchema#decimal,literal,999500000,http://www.w3.org/2001/XMLSchema#decimal,literal,5716500000,http://www.w3.org/2001/XMLSchema#decimal,literal,14026800000,http://www.w3.org/2001/XMLSchema#decimal,literal,19474000000,wd:Q142
767,uri,http://www.wikidata.org/entity/Q53649672,literal,Corail Hélicoptères,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q316887,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,39,,,,,,,,,,,,,wd:Q142
768,uri,http://www.wikidata.org/entity/Q636755,literal,Legrand,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165405, http://www.wikidata.org/entity/Q3749263",literal,http://www.wikidata.org/entity/Q58118409,literal,,literal,http://www.wikidata.org/entity/Q45656,literal,http://www.wikidata.org/entity/Q648828,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1904-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,34244,http://www.w3.org/2001/XMLSchema#decimal,literal,999500000,http://www.w3.org/2001/XMLSchema#decimal,literal,5716500000,http://www.w3.org/2001/XMLSchema#decimal,literal,14026800000,http://www.w3.org/2001/XMLSchema#decimal,literal,19474000000,wd:Q142
769,uri,http://www.wikidata.org/entity/Q3317698,literal,Norauto,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165635, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q637446,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
770,uri,http://www.wikidata.org/entity/Q3276265,literal,Pomme de Pain,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165909, http://www.wikidata.org/entity/Q11707",literal,,literal,,literal,"http://www.wikidata.org/entity/Q193877, http://www.wikidata.org/entity/Q90",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
771,uri,http://www.wikidata.org/entity/Q104600544,literal,Yogurt Factory,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165909,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
772,uri,http://www.wikidata.org/entity/Q91307483,literal,Yesss Electrical,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q112165722,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
773,uri,http://www.wikidata.org/entity/Q2470271,literal,Casa de Velázquez,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q112166132,literal,,literal,,literal,http://www.wikidata.org/entity/Q48125171,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
774,uri,http://www.wikidata.org/entity/Q188273,literal,Ubisoft,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,http://www.wikidata.org/entity/Q3573697,literal,,literal,"http://www.wikidata.org/entity/Q647, http://www.wikidata.org/entity/Q18102",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-03-28T00:00:00Z,en,literal,Ubisoft Entertainment SA,http://www.w3.org/2001/XMLSchema#decimal,literal,20324,http://www.w3.org/2001/XMLSchema#decimal,literal,99985000,http://www.w3.org/2001/XMLSchema#decimal,literal,920018000,http://www.w3.org/2001/XMLSchema#decimal,literal,3604841000,http://www.w3.org/2001/XMLSchema#decimal,literal,8124634859,wd:Q142
775,uri,http://www.wikidata.org/entity/Q3080631,literal,France Bleu Alsace,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
776,uri,http://www.wikidata.org/entity/Q188273,literal,Ubisoft,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,http://www.wikidata.org/entity/Q3573697,literal,,literal,"http://www.wikidata.org/entity/Q647, http://www.wikidata.org/entity/Q18102",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-03-28T00:00:00Z,en,literal,Ubisoft Entertainment SA,http://www.w3.org/2001/XMLSchema#decimal,literal,20324,http://www.w3.org/2001/XMLSchema#decimal,literal,-124242000,http://www.w3.org/2001/XMLSchema#decimal,literal,1321553000,http://www.w3.org/2001/XMLSchema#decimal,literal,3604841000,http://www.w3.org/2001/XMLSchema#decimal,literal,8124634859,wd:Q142
777,uri,http://www.wikidata.org/entity/Q3020233,literal,De Particulier à Particulier,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165926,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
778,uri,http://www.wikidata.org/entity/Q119666126,literal,Éditions Magnus,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-07-20T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
779,uri,http://www.wikidata.org/entity/Q106045509,literal,Q106045509,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
780,uri,http://www.wikidata.org/entity/Q3060526,literal,Pathé Cinémas,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166028,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
781,uri,http://www.wikidata.org/entity/Q283339,literal,Paris Opera,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166169,literal,,literal,,literal,"http://www.wikidata.org/entity/Q638423, http://www.wikidata.org/entity/Q187840",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1669-06-28T00:00:00Z,fr,literal,Académie Impériale de Musique,http://www.w3.org/2001/XMLSchema#decimal,literal,1712,,,,,,,,,,,,,wd:Q142
782,uri,http://www.wikidata.org/entity/Q120834551,literal,Compagnie des Ports du Morbihan,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165880,literal,,literal,,literal,http://www.wikidata.org/entity/Q6593,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
783,uri,http://www.wikidata.org/entity/Q52058789,literal,Third Éditions,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165919,literal,,literal,,literal,http://www.wikidata.org/entity/Q7880,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
784,uri,http://www.wikidata.org/entity/Q2496149,literal,University of Reims,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166132,literal,,literal,http://www.wikidata.org/entity/Q47545783,literal,http://www.wikidata.org/entity/Q41876,literal,http://www.wikidata.org/entity/Q61716216,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
785,uri,http://www.wikidata.org/entity/Q97797514,literal,Omake Books,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165926,literal,,literal,,literal,http://www.wikidata.org/entity/Q193370,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
786,uri,http://www.wikidata.org/entity/Q3220877,literal,Le Castor Astral,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165919,literal,,literal,,literal,"http://www.wikidata.org/entity/Q209086, http://www.wikidata.org/entity/Q192438, http://www.wikidata.org/entity/Q175999",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
787,uri,http://www.wikidata.org/entity/Q98884363,literal,Midgar Studio,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
788,uri,http://www.wikidata.org/entity/Q52229259,literal,Q52229259,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,,wd:Q142
789,uri,http://www.wikidata.org/entity/Q107897747,literal,Unexpected Studio,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6441,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-11-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
790,uri,http://www.wikidata.org/entity/Q108049570,literal,Cap d'Ona brewery,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q644728,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
791,uri,http://www.wikidata.org/entity/Q3257795,literal,Loding,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165803,literal,,literal,,literal,http://www.wikidata.org/entity/Q142,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
792,uri,http://www.wikidata.org/entity/Q106864042,literal,Éditions Divergences,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-09-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
793,uri,http://www.wikidata.org/entity/Q54880786,literal,Alan Health,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166002,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
794,uri,http://www.wikidata.org/entity/Q1094325,literal,City of Space,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-06-27T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
795,uri,http://www.wikidata.org/entity/Q89503945,literal,Citron Vert,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
796,uri,http://www.wikidata.org/entity/Q12268488,literal,Udako Euskal Unibertsitatea,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
797,uri,http://www.wikidata.org/entity/Q68458819,literal,Point vert,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q124946, http://www.wikidata.org/entity/Q11451",literal,,literal,,literal,http://www.wikidata.org/entity/Q681819,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
798,uri,http://www.wikidata.org/entity/Q110647903,literal,Histoires de Parfums,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q1979901,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
799,uri,http://www.wikidata.org/entity/Q87721621,literal,Q87721621,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1084645,literal,,,,,,fr,literal,Les éditions du bout de la ville,,,,,,,,,,,,,,,,wd:Q142
800,uri,http://www.wikidata.org/entity/Q123434411,literal,france.tv access,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q135265,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
801,uri,http://www.wikidata.org/entity/Q610350,literal,Veuve Clicquot,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q3150593,literal,,literal,,literal,http://www.wikidata.org/entity/Q41876,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1772-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
802,uri,http://www.wikidata.org/entity/Q50326786,literal,Boucheries André,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165761,literal,,literal,,literal,http://www.wikidata.org/entity/Q104804123,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
803,uri,http://www.wikidata.org/entity/Q1316175,literal,SYSTRAN,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q112165934,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
804,uri,http://www.wikidata.org/entity/Q1880676,literal,L'Occitane en Provence,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165812, http://www.wikidata.org/entity/Q12752882",literal,,literal,,literal,http://www.wikidata.org/entity/Q234274,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,7700,,,,,,,,,,,,,wd:Q142
805,uri,http://www.wikidata.org/entity/Q2823848,literal,Adastra Films,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165940, http://www.wikidata.org/entity/Q1415395",literal,http://www.wikidata.org/entity/Q21284579,literal,,literal,http://www.wikidata.org/entity/Q39984,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
806,uri,http://www.wikidata.org/entity/Q21084178,literal,La Moustache Studio,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
807,uri,http://www.wikidata.org/entity/Q188273,literal,Ubisoft,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,http://www.wikidata.org/entity/Q3573697,literal,,literal,"http://www.wikidata.org/entity/Q18102, http://www.wikidata.org/entity/Q647",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-03-28T00:00:00Z,en,literal,Ubisoft Entertainment SA,http://www.w3.org/2001/XMLSchema#decimal,literal,20324,http://www.w3.org/2001/XMLSchema#decimal,literal,-124242000,http://www.w3.org/2001/XMLSchema#decimal,literal,920018000,http://www.w3.org/2001/XMLSchema#decimal,literal,3604841000,http://www.w3.org/2001/XMLSchema#decimal,literal,6232000000,wd:Q142
808,uri,http://www.wikidata.org/entity/Q94359140,literal,Linvosges,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165834,literal,,literal,,literal,http://www.wikidata.org/entity/Q461219,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
809,uri,http://www.wikidata.org/entity/Q105658587,literal,Old Skull Games,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165968,literal,,literal,,literal,http://www.wikidata.org/entity/Q582,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-20T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
810,uri,http://www.wikidata.org/entity/Q571293,literal,Sorbonne Nouvelle-Paris 3,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166132,literal,,literal,http://www.wikidata.org/entity/Q122730611,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,622,,,,,,,,,,,,,wd:Q142
811,uri,http://www.wikidata.org/entity/Q686375,literal,RMC,uri,http://www.wikidata.org/entity/Q235,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
812,uri,http://www.wikidata.org/entity/Q3224756,literal,Le Mont-Dore,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3223320,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
813,uri,http://www.wikidata.org/entity/Q108473768,literal,[2.21],uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,,literal,,literal,http://www.wikidata.org/entity/Q752088,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-08-27T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
814,uri,http://www.wikidata.org/entity/Q3107853,literal,Gitem,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166112, http://www.wikidata.org/entity/Q194189",literal,,literal,,literal,http://www.wikidata.org/entity/Q142,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
815,uri,http://www.wikidata.org/entity/Q122417468,literal,Ma drogue à moi,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165937,literal,,literal,,literal,http://www.wikidata.org/entity/Q641607,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
816,uri,http://www.wikidata.org/entity/Q105423608,literal,Q105423608,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q81799,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,,wd:Q142
817,uri,http://www.wikidata.org/entity/Q19956091,literal,La Gryffe,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q998426,literal,,literal,,literal,http://www.wikidata.org/entity/Q456,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
