,business.type,business.value,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,businessLabel.xml:lang,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,country
237,uri,http://www.wikidata.org/entity/Q10365866,literal,Q10365866,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q132997,literal,,,,,,,,,,,,,,,,,,wd:Q155
238,uri,http://www.wikidata.org/entity/Q18477492,literal,Companhia das Docas do Estado da Bahia,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9836820,literal,,en,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,369,,,,,,,wd:Q155
239,uri,http://www.wikidata.org/entity/Q5359479,literal,Eletrobras CGT Eletrosul,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q132997,literal,,en,,,,,,,,,,,,,,,,wd:Q155
240,uri,http://www.wikidata.org/entity/Q10377309,literal,TV MS,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q168929,literal,,en,,,,,,,,,,,,,,,,wd:Q155
241,uri,http://www.wikidata.org/entity/Q3288821,literal,Banco Palmas,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9851207,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
242,uri,http://www.wikidata.org/entity/Q48856793,literal,Pop FM,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q617702,literal,,en,,,,,,,,,,,,,,,,wd:Q155
243,uri,http://www.wikidata.org/entity/Q10377226,literal,ISTV,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q271374,literal,,en,,,,,,,,,,,,,,,,wd:Q155
244,uri,http://www.wikidata.org/entity/Q4854119,literal,Bank of Brasilia,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q2844,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
245,uri,http://www.wikidata.org/entity/Q28681018,literal,Q28681018,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,,,,,,,,,,,,,,,,,wd:Q155
246,uri,http://www.wikidata.org/entity/Q118558676,literal,The Bergson's Games Studios,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1790572,literal,,en,,,,,,,,,,,,,,,,wd:Q155
247,uri,http://www.wikidata.org/entity/Q610817,literal,Bank of Brazil,uri,http://www.wikidata.org/entity/Q155,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q2844,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1808-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,111628,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,68810000000,wd:Q155
248,uri,http://www.wikidata.org/entity/Q18499520,literal,BB Seguridade,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2844,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-12-20T00:00:00Z,,,,,,,,,,,,,wd:Q155
249,uri,http://www.wikidata.org/entity/Q10269047,literal,Dumont FM,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
250,uri,http://www.wikidata.org/entity/Q4836468,literal,Vibra Energia,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q12748,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
251,uri,http://www.wikidata.org/entity/Q62663306,literal,São João,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
252,uri,http://www.wikidata.org/entity/Q421023,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q792,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q155
253,uri,http://www.wikidata.org/entity/Q25428017,literal,Q25428017,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,,,,,,,,,,,,,,,,,wd:Q155
254,uri,http://www.wikidata.org/entity/Q18465422,literal,Q18465422,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q242906,literal,,,,,,,,,,,,,,,,,,wd:Q155
255,uri,http://www.wikidata.org/entity/Q9652331,literal,Q9652331,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
256,uri,http://www.wikidata.org/entity/Q111785735,literal,Estapar,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q64514560,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
257,uri,http://www.wikidata.org/entity/Q110087205,literal,Ortobom,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
258,uri,http://www.wikidata.org/entity/Q10377641,literal,TV UniSantos,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q817954,literal,http://www.wikidata.org/entity/Q1736410,en,,,,,,,,,,,,,,,,wd:Q155
259,uri,http://www.wikidata.org/entity/Q113686284,literal,TV Vale do Xingu,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q434285,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-06-06T00:00:00Z,,,,,,,,,,,,,wd:Q155
260,uri,http://www.wikidata.org/entity/Q9698034,literal,Casa & Video,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
261,uri,http://www.wikidata.org/entity/Q106325971,literal,Luciana Brito Gallery,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
262,uri,http://www.wikidata.org/entity/Q10305047,literal,Jambô,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
263,uri,http://www.wikidata.org/entity/Q10333979,literal,Music Box Brazil,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
264,uri,http://www.wikidata.org/entity/Q48867703,literal,Q48867703,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q170578,literal,,,,,,,,,,,,,,,,,,wd:Q155
265,uri,http://www.wikidata.org/entity/Q56349274,literal,TV Caravelas,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-08-10T00:00:00Z,,,,,,,,,,,,,wd:Q155
266,uri,http://www.wikidata.org/entity/Q746413,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q155
267,uri,http://www.wikidata.org/entity/Q10366147,literal,Q10366147,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
268,uri,http://www.wikidata.org/entity/Q10270829,literal,Q10270829,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36947,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-03-31T00:00:00Z,,,,,,,,,,,,,wd:Q155
269,uri,http://www.wikidata.org/entity/Q4940907,literal,BIG Bompreço,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48344,literal,,en,,,,,,,,,,,,,,,,wd:Q155
270,uri,http://www.wikidata.org/entity/Q5372642,literal,Emissoras Pioneiras de Televisão,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q171617,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-10-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
271,uri,http://www.wikidata.org/entity/Q110038882,literal,DayCâmbio,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,,,,,,,,,,,,,,,,wd:Q155
272,uri,http://www.wikidata.org/entity/Q10358054,literal,RecordTV Belém,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q12829733,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-06-10T00:00:00Z,,,,,,,,,,,,,wd:Q155
273,uri,http://www.wikidata.org/entity/Q4954511,literal,Bradesco Seguros,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,,,,,,,wd:Q155
274,uri,http://www.wikidata.org/entity/Q1017682,literal,Busscar,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q156819,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-09-17T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,0,,,,,,,wd:Q155
275,uri,http://www.wikidata.org/entity/Q10377581,literal,TV São Luís,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q28441,literal,,en,,,,,,,,,,,,,,,,wd:Q155
276,uri,http://www.wikidata.org/entity/Q10365971,literal,Rádio Metrópole,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
277,uri,http://www.wikidata.org/entity/Q1894157,literal,Nickelodeon,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
278,uri,http://www.wikidata.org/entity/Q10377438,literal,TV Pampa Porto Alegre,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40269,literal,http://www.wikidata.org/entity/Q48855255,en,,,,,,,,,,,,,,,,wd:Q155
279,uri,http://www.wikidata.org/entity/Q1579222,literal,Ultrapar,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
280,uri,http://www.wikidata.org/entity/Q9790126,literal,Electricity Company of the State of Bahia,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36947,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-03-28T00:00:00Z,,,,,,,,,,,,,wd:Q155
281,uri,http://www.wikidata.org/entity/Q1783492,literal,Universo Online,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q1641122,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-04-28T00:00:00Z,,,,,,,,,,,,,wd:Q155
282,uri,http://www.wikidata.org/entity/Q10365595,literal,Q10365595,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
283,uri,http://www.wikidata.org/entity/Q10384216,literal,Transporte e Turismo Alto Minho,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q188897,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,pt-br,literal,Transporte e Turismo Alto Minho,,,,,,,,,,wd:Q155
284,uri,http://www.wikidata.org/entity/Q109569513,literal,World Tennis (shop),uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
285,uri,http://www.wikidata.org/entity/Q48861172,literal,Cinemagic,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
286,uri,http://www.wikidata.org/entity/Q10358074,literal,Record News São Luís,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
287,uri,http://www.wikidata.org/entity/Q13582383,literal,Banco Itaú,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
288,uri,http://www.wikidata.org/entity/Q61415894,literal,Cinemark Brazil,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-07-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
289,uri,http://www.wikidata.org/entity/Q3551714,literal,Universidade do Vale do Itajaí,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q842713,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-09-16T00:00:00Z,,,,,,,,,,,,,wd:Q155
290,uri,http://www.wikidata.org/entity/Q7602485,literal,StartAnima,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
291,uri,http://www.wikidata.org/entity/Q746413,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q155
292,uri,http://www.wikidata.org/entity/Q10365839,literal,Q10365839,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q180215,literal,,,,,,,,,,,,,,,,,,wd:Q155
293,uri,http://www.wikidata.org/entity/Q10377390,literal,TV Mutum,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q263731,literal,,en,,,,,,,,,,,,,,,,wd:Q155
294,uri,http://www.wikidata.org/entity/Q9644995,literal,Q9644995,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q398844,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-04-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
295,uri,http://www.wikidata.org/entity/Q28680402,literal,Q28680402,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q167436,literal,,,,,,,,,,,,,,,,,,wd:Q155
296,uri,http://www.wikidata.org/entity/Q7672422,literal,TV Senado,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
297,uri,http://www.wikidata.org/entity/Q20059122,literal,Q20059122,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
298,uri,http://www.wikidata.org/entity/Q4558480,literal,Universidade Federal do Pará,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-07-02T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4570,,,,,,,wd:Q155
299,uri,http://www.wikidata.org/entity/Q7419281,literal,Instituto Federal de Santa Catarina,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
300,uri,http://www.wikidata.org/entity/Q38182538,literal,Companhia do Metropolitano de São Paulo,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,http://www.wikidata.org/entity/Q9067334,en,,,,,,,,,,,,,,,,wd:Q155
301,uri,http://www.wikidata.org/entity/Q55662198,literal,Centro Universitário Unifafibe,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
302,uri,http://www.wikidata.org/entity/Q10396541,literal,Óticas Diniz,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q47519813,literal,,literal,,literal,http://www.wikidata.org/entity/Q28441,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
303,uri,http://www.wikidata.org/entity/Q10376913,literal,TV Assembleia MA,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q28441,literal,,en,,,,,,,,,,,,,,,,wd:Q155
304,uri,http://www.wikidata.org/entity/Q746413,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q155
305,uri,http://www.wikidata.org/entity/Q7129529,literal,Banco Pan,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
306,uri,http://www.wikidata.org/entity/Q10358241,literal,Rede Mundial Curitiba,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4361,literal,,en,,,,,,,,,,,,,,,,wd:Q155
307,uri,http://www.wikidata.org/entity/Q123423119,literal,Q123423119,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q894624,literal,,,,,,,,,,,,,,,,,,wd:Q155
308,uri,http://www.wikidata.org/entity/Q10387869,literal,Universidade Salvador,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
309,uri,http://www.wikidata.org/entity/Q10377647,literal,TV Universitária,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q131620,literal,http://www.wikidata.org/entity/Q3847505,en,,,,,,,,,,,,,,,,wd:Q155
310,uri,http://www.wikidata.org/entity/Q52846885,literal,Kalil Cozinha Árabe,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
311,uri,http://www.wikidata.org/entity/Q116141666,literal,Rockhead Studios,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q40269,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
312,uri,http://www.wikidata.org/entity/Q10291928,literal,Grupo Severiano Ribeiro,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-07-14T00:00:00Z,,,,,,,,,,,,,wd:Q155
313,uri,http://www.wikidata.org/entity/Q10285692,literal,Fratelli Vita,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36947,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1902-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
314,uri,http://www.wikidata.org/entity/Q10376925,literal,TV Bandeirantes Mais,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q171617,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
315,uri,http://www.wikidata.org/entity/Q10337349,literal,NordesTV,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1815899,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-04-02T00:00:00Z,,,,,,,,,,,,,wd:Q155
316,uri,http://www.wikidata.org/entity/Q48855967,literal,Q48855967,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,,,,,,,,,,,,,,,,,wd:Q155
317,uri,http://www.wikidata.org/entity/Q25439990,literal,Q25439990,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,,,,,,,,,,,,,,,,,wd:Q155
318,uri,http://www.wikidata.org/entity/Q10376903,literal,SBT Nova Mutum,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q263731,literal,,en,,,,,,,,,,,,,,,,wd:Q155
319,uri,http://www.wikidata.org/entity/Q7672442,literal,TV Verdes Mares,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
320,uri,http://www.wikidata.org/entity/Q56377600,literal,Super Liga Americana de Rugby,uri,http://www.wikidata.org/entity/Q77,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
321,uri,http://www.wikidata.org/entity/Q10274957,literal,Espaço Itaú de Cinema,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
322,uri,http://www.wikidata.org/entity/Q5564100,literal,Giraffas,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,http://www.wikidata.org/entity/Q2844,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
323,uri,http://www.wikidata.org/entity/Q10267576,literal,TV Diário,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40236,literal,,en,,,,,,,,,,,,,,,,wd:Q155
324,uri,http://www.wikidata.org/entity/Q25419484,literal,Cine A,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-11-12T00:00:00Z,,,,,,,,,,,,,wd:Q155
325,uri,http://www.wikidata.org/entity/Q7894400,literal,Universidade de Santa Cruz do Sul,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-05-23T00:00:00Z,,,,,,,,,,,,,wd:Q155
326,uri,http://www.wikidata.org/entity/Q746413,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q155
327,uri,http://www.wikidata.org/entity/Q10376957,literal,TV Brasil Capital,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2844,literal,,en,,,,,,,,,,,,,,,,wd:Q155
328,uri,http://www.wikidata.org/entity/Q30939002,literal,Bemol (stores),uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40236,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1942-08-13T00:00:00Z,,,,,,,,,,,,,wd:Q155
329,uri,http://www.wikidata.org/entity/Q25431271,literal,Q25431271,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
330,uri,http://www.wikidata.org/entity/Q2420769,literal,Thieme Medical Publishers (Germany),uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1022,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1886-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
