,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,country
213,uri,http://www.wikidata.org/entity/Q51153256,,literal,Q51153256,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
214,uri,http://www.wikidata.org/entity/Q11527713,en,literal,Toyokan Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-06-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
215,uri,http://www.wikidata.org/entity/Q11661958,en,literal,Aoyagi Sōhonke,http://www.w3.org/2001/XMLSchema#dateTime,literal,1879-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q29902337,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
216,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q1341477",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q17
217,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q1341477",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q17
218,uri,http://www.wikidata.org/entity/Q11288008,en,literal,e-Smile,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-04-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
219,uri,http://www.wikidata.org/entity/Q11512281,en,literal,Meiji Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-12-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q215175, http://www.wikidata.org/entity/Q1490",literal,,ja,literal,株式会社 明治,,,,,,,,,,,,,,,,wd:Q17
220,uri,http://www.wikidata.org/entity/Q83872254,,literal,Q83872254,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
221,uri,http://www.wikidata.org/entity/Q11281344,en,literal,"Radishbo-ya Co., Ltd.",http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-05-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
222,uri,http://www.wikidata.org/entity/Q11585365,,literal,Q11585365,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-09-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
223,uri,http://www.wikidata.org/entity/Q11344761,en,literal,MONTEUR,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
224,uri,http://www.wikidata.org/entity/Q1563379,en,literal,Paon DP,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q212704,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
225,uri,http://www.wikidata.org/entity/Q11345849,en,literal,"Euglena Co.,Ltd.",http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-08-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
226,uri,http://www.wikidata.org/entity/Q11301951,en,literal,Coco’s Japan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-04-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,ja,literal,株式会社ココスジャパン,,,,,,,,,,,,,,,,wd:Q17
227,uri,http://www.wikidata.org/entity/Q28691441,en,literal,Cherrismarket,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q231645,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
228,uri,http://www.wikidata.org/entity/Q28688104,en,literal,AbemaNews,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,http://www.wikidata.org/entity/Q105741063,,,,,,,,,,,,,,,,,,,wd:Q17
229,uri,http://www.wikidata.org/entity/Q11551421,en,literal,Ikenotaira Onsen Alpen Blick Snow Resort,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
230,uri,http://www.wikidata.org/entity/Q27016925,,literal,Q27016925,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
231,uri,http://www.wikidata.org/entity/Q6036914,en,literal,NHK World Radio Japan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1930-10-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
232,uri,http://www.wikidata.org/entity/Q10946757,en,literal,Lord Stow's Bakery,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q122723,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
233,uri,http://www.wikidata.org/entity/Q1148541,en,literal,Visual Arts,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,http://www.wikidata.org/entity/Q123083834,literal,http://www.wikidata.org/entity/Q1207746,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
234,uri,http://www.wikidata.org/entity/Q734663,en,literal,TV Tokyo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-04-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23666199,literal,,ja,literal,株式会社テレビ東京,,,,,,,,,,,,,,,,wd:Q17
235,uri,http://www.wikidata.org/entity/Q11226033,en,literal,Joysound,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
236,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q17
237,uri,http://www.wikidata.org/entity/Q6584353,en,literal,Yamato Transport,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-03-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11640494,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,ja,literal,ヤマト運輸株式会社,http://www.w3.org/2001/XMLSchema#decimal,literal,191172,,,,,,,,,,,,,wd:Q17
238,uri,http://www.wikidata.org/entity/Q223215,en,literal,Gekkeikan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1637-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1197771,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
239,uri,http://www.wikidata.org/entity/Q11292230,en,literal,Office Anemone,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-08-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
240,uri,http://www.wikidata.org/entity/Q3018644,en,literal,David Production,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q242882,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
241,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q1341477",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q17
242,uri,http://www.wikidata.org/entity/Q104766277,,literal,Q104766277,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
243,uri,http://www.wikidata.org/entity/Q11304068,en,literal,Sycom,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-05-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q128186,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
244,uri,http://www.wikidata.org/entity/Q1770691,en,literal,Mori Building Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-06-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1771772,literal,,en,literal,"Mori Building Co., Ltd.",,,,,,,,,,,,,,,,wd:Q17
245,uri,http://www.wikidata.org/entity/Q11351796,en,literal,WORLD WOMAN PRO-WRESTLING☆DIANA,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,ja,literal,ワールド女子プロレス・ディアナ株式会社,,,,,,,,,,,,,,,,wd:Q17
246,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q17
247,uri,http://www.wikidata.org/entity/Q866171,en,literal,Kogado Studio,http://www.w3.org/2001/XMLSchema#dateTime,literal,1916-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
248,uri,http://www.wikidata.org/entity/Q11297528,en,literal,QB Net,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-10-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
249,uri,http://www.wikidata.org/entity/Q11589738,en,literal,Concerto,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
250,uri,http://www.wikidata.org/entity/Q6880754,en,literal,Mitake Tozan Railway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-11-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11488942,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
251,uri,http://www.wikidata.org/entity/Q111369849,en,literal,BMSG,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,http://www.wikidata.org/entity/Q1092200,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
252,uri,http://www.wikidata.org/entity/Q7553789,en,literal,Sofmap,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
253,uri,http://www.wikidata.org/entity/Q11265843,en,literal,Gurunavi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-10-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
254,uri,http://www.wikidata.org/entity/Q11374503,en,literal,Kyotaru,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-02-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
255,uri,http://www.wikidata.org/entity/Q109360795,en,literal,The Sodoh Higashiyama Kyoto,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
256,uri,http://www.wikidata.org/entity/Q3033729,en,literal,Doga Kobo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-07-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q232655,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
257,uri,http://www.wikidata.org/entity/Q7048083,en,literal,Nokogiriyama Ropeway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q498023,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
258,uri,http://www.wikidata.org/entity/Q1344355,en,literal,StarFlyer,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q188806,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
259,uri,http://www.wikidata.org/entity/Q11344027,en,literal,Mary Chocolate Co.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q217234,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
260,uri,http://www.wikidata.org/entity/Q11245009,,literal,Q11245009,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-07-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q161454,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
261,uri,http://www.wikidata.org/entity/Q581046,en,literal,Fukuoka University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1934-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
262,uri,http://www.wikidata.org/entity/Q3685133,en,literal,Compile Heart,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
263,uri,http://www.wikidata.org/entity/Q11231001,en,literal,MAPPA,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-06-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,310,,,,,,,,,,,,,wd:Q17
264,uri,http://www.wikidata.org/entity/Q11679373,en,literal,Ryukakusan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
265,uri,http://www.wikidata.org/entity/Q116788484,en,literal,"rinna Co., Ltd.",http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-06-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11661,literal,,literal,,literal,http://www.wikidata.org/entity/Q102220888,literal,,ja,literal,rinna株式会社,,,,,,,,,,,,,,,,wd:Q17
266,uri,http://www.wikidata.org/entity/Q21019693,en,literal,Hyotei,http://www.w3.org/2001/XMLSchema#dateTime,literal,1700-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
267,uri,http://www.wikidata.org/entity/Q48762653,,literal,Q48762653,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,ja,literal,ネットという無数の声雄が割拠する世界から、最新最強の武器バイノーラルマイクを駆使し、ファンのみんなに癒しと感動を与える声優を、とにかく!全力を尽くして熱く応援するラジオ,,,,,,,,,,,,,,,,wd:Q17
268,uri,http://www.wikidata.org/entity/Q17994857,en,literal,Seiwa Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80434,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
269,uri,http://www.wikidata.org/entity/Q11598317,en,literal,Ryushima Onsen,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
270,uri,http://www.wikidata.org/entity/Q5479732,en,literal,Francfranc,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-07-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
271,uri,http://www.wikidata.org/entity/Q11344006,en,literal,Meridian Promotion,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
272,uri,http://www.wikidata.org/entity/Q53309213,en,literal,Craft Egg,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q193638,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
273,uri,http://www.wikidata.org/entity/Q843755,en,literal,InterFM897,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-09-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,ja,literal,株式会社InterFM897,,,,,,,,,,,,,,,,wd:Q17
274,uri,http://www.wikidata.org/entity/Q386773,en,literal,Korg,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-08-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1955150,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,288,,,,,,,,,,,,,wd:Q17
275,uri,http://www.wikidata.org/entity/Q8013425,en,literal,BS Nippon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-12-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2913644,literal,,en,literal,BS Nippon Corporation,,,,,,,,,,,,,,,,wd:Q17
276,uri,http://www.wikidata.org/entity/Q843452,en,literal,Iwate Broadcasting Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-12-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48326,literal,,ja,literal,岩手放送株式会社,,,,,,,,,,,,,,,,wd:Q17
277,uri,http://www.wikidata.org/entity/Q11277680,en,literal,Pencil,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
278,uri,http://www.wikidata.org/entity/Q85874979,en,literal,Shichigo Bookstore,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
279,uri,http://www.wikidata.org/entity/Q109227649,en,literal,Orcsoft,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
280,uri,http://www.wikidata.org/entity/Q3330690,en,literal,National Museum of Japanese History,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-04-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
281,uri,http://www.wikidata.org/entity/Q11351429,en,literal,Wanimagazine,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q172067,literal,,literal,,literal,"http://www.wikidata.org/entity/Q836198, http://www.wikidata.org/entity/Q1490",literal,,,,,,,,,,,,,,,,,,,,wd:Q17
282,uri,http://www.wikidata.org/entity/Q11524514,en,literal,Tokyo Nikikai Opera Foundation,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
283,uri,http://www.wikidata.org/entity/Q3270114,en,literal,San-X,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
284,uri,http://www.wikidata.org/entity/Q11345897,en,literal,Youth Hostel Taikō-ji,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
285,uri,http://www.wikidata.org/entity/Q11500900,,literal,Q11500900,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-11-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
286,uri,http://www.wikidata.org/entity/Q843652,en,literal,Yamaguchi Broadcasting,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q127264,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
287,uri,http://www.wikidata.org/entity/Q770328,en,literal,Aniplex,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,150,,,,,,,,,,,,,wd:Q17
288,uri,http://www.wikidata.org/entity/Q11188125,en,literal,Wrestling of Darkness 666,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
289,uri,http://www.wikidata.org/entity/Q4050754,en,literal,Tatsumi Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,172,,,,,,,,,,,,,wd:Q17
290,uri,http://www.wikidata.org/entity/Q860069,en,literal,KM Produce,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
291,uri,http://www.wikidata.org/entity/Q10851287,en,literal,kawaii*,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
292,uri,http://www.wikidata.org/entity/Q11293948,en,literal,kakaku.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5331873,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
