,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,officialname.xml:lang,officialname.type,officialname.value,country
78,uri,http://www.wikidata.org/entity/Q142054,en,literal,Kumon,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q8434,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,,,,,,,,,,,,,,,,wd:Q865
79,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,,,,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q865
80,uri,http://www.wikidata.org/entity/Q5467836,en,literal,Ford Lio Ho Motor,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q115256,literal,,,,,,,,,,,,,,,,,wd:Q865
81,uri,http://www.wikidata.org/entity/Q10915648,en,literal,Sony Music Taiwan,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-03-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
82,uri,http://www.wikidata.org/entity/Q5071627,en,literal,Chang Hwa Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1905-06-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q245023,literal,,,,,,,,,,,,,,,,,wd:Q865
83,uri,http://www.wikidata.org/entity/Q11111997,en,literal,Taoyuan Metro Corporation,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-07-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q115256,literal,,,,,,,,,,,,,,,,,wd:Q865
84,uri,http://www.wikidata.org/entity/Q108204804,en,literal,Liang She Han Buy Food,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
85,uri,http://www.wikidata.org/entity/Q5598539,en,literal,TAIPEI EXCHANGE,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
86,uri,http://www.wikidata.org/entity/Q30942379,en,literal,Kimen Public Bicycle,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-04-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
87,uri,http://www.wikidata.org/entity/Q10865324,en,literal,COTA Commercial Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1915-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q245023,literal,,,,,,,,,,,,,,,,,wd:Q865
88,uri,http://www.wikidata.org/entity/Q28064765,en,literal,Shin Kong Insurance,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-04-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q2868302,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
89,uri,http://www.wikidata.org/entity/Q10888034,en,literal,Sinyi Realty Inc.,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
90,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,,,,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q865
91,uri,http://www.wikidata.org/entity/Q15911143,en,literal,Far Eastern International Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-04-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
92,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,,,,uri,http://www.wikidata.org/entity/Q424,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q865
93,uri,http://www.wikidata.org/entity/Q4207208,en,literal,Shanghai Commercial and Savings Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1915-06-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
94,uri,http://www.wikidata.org/entity/Q11172707,en,literal,Meet Fresh,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q865,literal,,,,,,,,,,,,,,,,,wd:Q865
95,uri,http://www.wikidata.org/entity/Q7979721,en,literal,Wei-Chuan,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q10876842,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
96,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q865
97,uri,http://www.wikidata.org/entity/Q10915565,en,literal,Taiwan Cement,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q45190,literal,,literal,,literal,http://www.wikidata.org/entity/Q271167,literal,,,,,,,,,,,,,,,,,wd:Q865
98,uri,http://www.wikidata.org/entity/Q28410418,en,literal,Up Media,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-07-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
99,uri,http://www.wikidata.org/entity/Q6973415,en,literal,National Hotel,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
100,uri,http://www.wikidata.org/entity/Q67933743,en,literal,Laya Burger,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
101,uri,http://www.wikidata.org/entity/Q15896671,en,literal,CityBike,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,zh,literal,高雄市公共腳踏車租賃系統,wd:Q865
102,uri,http://www.wikidata.org/entity/Q15911098,en,literal,CNplus Production. Inc.,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
103,uri,http://www.wikidata.org/entity/Q734447,en,literal,DFI Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,511,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q11650, http://www.wikidata.org/entity/Q3966",literal,,literal,,literal,http://www.wikidata.org/entity/Q570601,literal,,,,,,,,,,,,,,,,,wd:Q865
104,uri,http://www.wikidata.org/entity/Q11063876,en,literal,Cosmed,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-07-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
105,uri,http://www.wikidata.org/entity/Q10914418,en,literal,Hotel Tainan,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
106,uri,http://www.wikidata.org/entity/Q704694,en,literal,Far Eastern Air Transport,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
107,uri,http://www.wikidata.org/entity/Q142054,en,literal,Kumon,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q8434,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,,,,,,,,,,,,,,,,wd:Q865
108,uri,http://www.wikidata.org/entity/Q10933886,en,literal,Taipei Star Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-10-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
109,uri,http://www.wikidata.org/entity/Q15910234,en,literal,Ruten,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-08-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
110,uri,http://www.wikidata.org/entity/Q709259,en,literal,Chunghwa Post,http://www.w3.org/2001/XMLSchema#decimal,literal,26000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q49845,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
111,uri,http://www.wikidata.org/entity/Q65084369,en,literal,CoCo Fresh Tea & Juice,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q254626,literal,,,,,,,,,,,,,,,,,wd:Q865
112,uri,http://www.wikidata.org/entity/Q108166223,en,literal,Presotea,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
113,uri,http://www.wikidata.org/entity/Q293494,en,literal,Aerospace Industrial Development Corporation,http://www.w3.org/2001/XMLSchema#decimal,literal,3196,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3477363,literal,,literal,,literal,http://www.wikidata.org/entity/Q245023,literal,,,,,,,,,,,,,,,,,wd:Q865
114,uri,http://www.wikidata.org/entity/Q930288,en,literal,FSP Technology,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q1067601,literal,,literal,,literal,http://www.wikidata.org/entity/Q115256,literal,,,,,,,,,,,,,,,,,wd:Q865
115,uri,http://www.wikidata.org/entity/Q32746,en,literal,National Taiwan University,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
116,uri,http://www.wikidata.org/entity/Q5321663,en,literal,E.SUN Commercial Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
117,uri,http://www.wikidata.org/entity/Q67933727,en,literal,Tea & Magic Hand,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
118,uri,http://www.wikidata.org/entity/Q198642,en,literal,Central Bank of the Republic of China,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q8686, http://www.wikidata.org/entity/Q1867",literal,,,,,,,,,,,,,,zh-tw,literal,中華民國中央銀行,wd:Q865
119,uri,http://www.wikidata.org/entity/Q56487637,en,literal,Century Hotel,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,zh-tw,literal,世紀旅店,wd:Q865
120,uri,http://www.wikidata.org/entity/Q101084415,en,literal,SunDongbao Beef Steak,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
121,uri,http://www.wikidata.org/entity/Q15934189,en,literal,Taiwan Realty Estate,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
122,uri,http://www.wikidata.org/entity/Q112123535,en,literal,T4,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q245023,literal,,,,,,,,,,,,,,,,,wd:Q865
123,uri,http://www.wikidata.org/entity/Q15930850,,literal,Q15930850,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-05-29T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
124,uri,http://www.wikidata.org/entity/Q142054,en,literal,Kumon,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q8434,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,,,,,,,,,,,,,,,,wd:Q865
125,uri,http://www.wikidata.org/entity/Q66196395,en,literal,Yi Fang Tea,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q245023,literal,,,,,,,,,,,,,,,,,wd:Q865
126,uri,http://www.wikidata.org/entity/Q3846861,en,literal,Hayashi Department Store,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-06-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
127,uri,http://www.wikidata.org/entity/Q95686317,en,literal,Divecube Hotel,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,zh-tw,literal,潛立方旅館,wd:Q865
128,uri,http://www.wikidata.org/entity/Q142054,en,literal,Kumon,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q8434,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,,,,,,,,,,,,,,,,wd:Q865
129,uri,http://www.wikidata.org/entity/Q108366611,en,literal,Bread Société,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-03-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q540912, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7979721,,,,,,,,,,,,,,,,wd:Q865
130,uri,http://www.wikidata.org/entity/Q15434492,en,literal,Tigerair Taiwan,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-04-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
131,uri,http://www.wikidata.org/entity/Q10959762,en,literal,White Wabbit Records,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
132,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q865
133,uri,http://www.wikidata.org/entity/Q19850057,en,literal,TransGlobe Life,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q626608,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
134,uri,http://www.wikidata.org/entity/Q11132736,en,literal,YFY Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q2283886,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
135,uri,http://www.wikidata.org/entity/Q381000,en,literal,Aeon Motor,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
136,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q865
137,uri,http://www.wikidata.org/entity/Q28410441,en,literal,Bicycle-sharing systems in Tainan,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-08-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
138,uri,http://www.wikidata.org/entity/Q7410172,en,literal,Sampo Corporation,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1936-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q11650,literal,,literal,,literal,http://www.wikidata.org/entity/Q115256,literal,,,,,,,,,,,,,,,,,wd:Q865
139,uri,http://www.wikidata.org/entity/Q15896671,en,literal,CityBike,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,en,literal,Kaohsiung Public Bike Rental System,wd:Q865
140,uri,http://www.wikidata.org/entity/Q702656,en,literal,Cathay United Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-04T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
141,uri,http://www.wikidata.org/entity/Q7262792,en,literal,PX Mart,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q1295201,literal,,literal,,literal,http://www.wikidata.org/entity/Q271167,literal,,,,,,,,,,,,,,,,,wd:Q865
142,uri,http://www.wikidata.org/entity/Q10911695,en,literal,"Jason's Entertainment Co., Ltd.",http://www.w3.org/2001/XMLSchema#decimal,literal,100,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
143,uri,http://www.wikidata.org/entity/Q481778,en,literal,Acer Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,7240,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q1666934, http://www.wikidata.org/entity/Q11661, http://www.wikidata.org/entity/Q3966",literal,,literal,,literal,http://www.wikidata.org/entity/Q244898,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2632565,,,,,,,,,,,,,wd:Q865
144,uri,http://www.wikidata.org/entity/Q30326392,en,literal,Mercuries Life,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q626608,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
145,uri,http://www.wikidata.org/entity/Q22100753,en,literal,The Reporter (Taiwan),,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q271167,literal,,,,,,,,,,,,,,,,,wd:Q865
146,uri,http://www.wikidata.org/entity/Q5594666,en,literal,Grand Hyatt Taipei,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
147,uri,http://www.wikidata.org/entity/Q108366611,en,literal,Bread Société,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q540912, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7979721,,,,,,,,,,,,,,,,wd:Q865
148,uri,http://www.wikidata.org/entity/Q108304656,en,literal,OverBorder Studio,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
149,uri,http://www.wikidata.org/entity/Q711447,en,literal,HIM International Music,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
150,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
151,uri,http://www.wikidata.org/entity/Q43401,en,literal,National Chiao Tung University,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
152,uri,http://www.wikidata.org/entity/Q15903537,en,literal,Youth Daily News,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
153,uri,http://www.wikidata.org/entity/Q11132725,en,literal,Tempus Hotel,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
154,uri,http://www.wikidata.org/entity/Q15642610,en,literal,V Air,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
155,uri,http://www.wikidata.org/entity/Q709039,en,literal,Tatung Company,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1918-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3966,literal,,literal,,literal,http://www.wikidata.org/entity/Q271167,literal,,,,,,,,,,,,,,,,,wd:Q865
156,uri,http://www.wikidata.org/entity/Q7702910,en,literal,Tern,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
157,uri,http://www.wikidata.org/entity/Q706712,en,literal,National Taiwan Normal University,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
