,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,origindate.datatype,origindate.type,origindate.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
161,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",,,,,,,,,,wd:Q668
162,uri,http://www.wikidata.org/entity/Q110036995,en,literal,Allen Solly,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1744-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1355,literal,,,,,,,,,,,wd:Q668
163,uri,http://www.wikidata.org/entity/Q17049474,en,literal,Bad Monkey,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q625568,literal,,literal,,literal,http://www.wikidata.org/entity/Q1361,literal,,,,,,,,,,,wd:Q668
164,uri,http://www.wikidata.org/entity/Q2721464,en,literal,Indian Railway Catering and Tourism Corporation,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q987,literal,,,,,,,,,,,wd:Q668
165,uri,http://www.wikidata.org/entity/Q124175958,en,literal,Star Bazaar,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q668
166,uri,http://www.wikidata.org/entity/Q89462001,en,literal,Ek Type,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
167,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,ru,literal,Всемирная организация здравоохранения,,,,,,,wd:Q668
168,uri,http://www.wikidata.org/entity/Q85795857,en,literal,RangDe,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q592614,literal,,literal,,literal,http://www.wikidata.org/entity/Q1355,literal,,,,,,,,,,,wd:Q668
169,uri,http://www.wikidata.org/entity/Q7642337,en,literal,Super Fight League,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
170,uri,http://www.wikidata.org/entity/Q2004088,en,literal,Syndicate Bank,http://www.w3.org/2001/XMLSchema#decimal,literal,34989,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3764792,literal,,,,,,,,,,,wd:Q668
171,uri,http://www.wikidata.org/entity/Q109910162,en,literal,Shriram Properties,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-10-11T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,http://www.wikidata.org/entity/Q1355,literal,,,,,,,,,,,wd:Q668
172,uri,http://www.wikidata.org/entity/Q106627769,en,literal,Pashmina.com,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q238508, http://www.wikidata.org/entity/Q987",literal,,,,,,,,,,,wd:Q668
173,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,fr,literal,Organisation mondiale de la Santé,,,,,,,wd:Q668
174,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q668
175,uri,http://www.wikidata.org/entity/Q6110251,en,literal,Jabong.com,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q56611700,literal,,literal,,literal,http://www.wikidata.org/entity/Q238508,literal,,,,,,,,,,,wd:Q668
176,uri,http://www.wikidata.org/entity/Q2004078,en,literal,Union Bank of India,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-11-11T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
177,uri,http://www.wikidata.org/entity/Q15178238,en,literal,Adyar Ananda Bhavan,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q668
178,uri,http://www.wikidata.org/entity/Q111912510,en,literal,E-khool LMS,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q5341344,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q668
179,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,,,,,,,wd:Q668
180,uri,http://www.wikidata.org/entity/Q55264641,en,literal,Juggernaut Books,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q987,literal,,,,,,,,,,,wd:Q668
181,uri,http://www.wikidata.org/entity/Q19903791,en,literal,Ceasefire Industries Ltd.,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q278204,literal,,,,,,,,,,,wd:Q668
182,uri,http://www.wikidata.org/entity/Q113302763,en,literal,T-Hub 2,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-06-28T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1361,literal,,,,,,,,,,,wd:Q668
183,uri,http://www.wikidata.org/entity/Q122451389,en,literal,Jonmed,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q668
184,uri,http://www.wikidata.org/entity/Q65064081,en,literal,Applause Entertainment,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q932586,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
185,uri,http://www.wikidata.org/entity/Q3630918,en,literal,Bharat Electronics,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q16955053, http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1780509, http://www.wikidata.org/entity/Q1655198, http://www.wikidata.org/entity/Q1331892, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q272826",literal,,literal,,literal,http://www.wikidata.org/entity/Q1355,literal,,,,,,,,,,,wd:Q668
186,uri,http://www.wikidata.org/entity/Q58338384,en,literal,Bamboo Events,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9885,literal,,,,,,,,,,,wd:Q668
187,uri,http://www.wikidata.org/entity/Q98143697,en,literal,VitaminHaat,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q645858, http://www.wikidata.org/entity/Q484847",literal,,literal,,literal,http://www.wikidata.org/entity/Q1538,literal,,,,,,,,,,,wd:Q668
188,uri,http://www.wikidata.org/entity/Q15647996,en,literal,DD Sports,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q668
189,uri,http://www.wikidata.org/entity/Q113484140,en,literal,AudioMojo,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q278204,literal,,,,,,,,,,,wd:Q668
190,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q668
191,uri,http://www.wikidata.org/entity/Q114542995,en,literal,Arihant Publications,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q200237,literal,,,,,,,,,,,wd:Q668
192,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,fr,literal,Organisation mondiale de la Santé,,,,,,,wd:Q668
193,uri,http://www.wikidata.org/entity/Q113083076,en,literal,T Works,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q55631095,literal,,,,,,,,,,,wd:Q668
194,uri,http://www.wikidata.org/entity/Q5188909,en,literal,Crossword Bookstores,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
195,uri,http://www.wikidata.org/entity/Q124396958,en,literal,Inc42,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q987,literal,,,,,,,,,,,wd:Q668
196,uri,http://www.wikidata.org/entity/Q104551085,en,literal,Birdhichand Ghanshyamdas,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1930-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q66485,literal,,,,,,,,,,,wd:Q668
197,uri,http://www.wikidata.org/entity/Q28153705,en,literal,BTVI,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q668
198,uri,http://www.wikidata.org/entity/Q6373724,en,literal,Karur Vysya Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1916-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q22687",literal,,literal,,literal,http://www.wikidata.org/entity/Q817218,literal,,,,,,,,,,,wd:Q668
199,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q668
200,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,,,,,,,wd:Q668
201,uri,http://www.wikidata.org/entity/Q107215620,en,literal,Ubisoft Mumbai,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-10-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
202,uri,http://www.wikidata.org/entity/Q60745107,en,literal,Luv Films,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
203,uri,http://www.wikidata.org/entity/Q251266,en,literal,SAGE Publishing,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q208447,literal,,,,,,,,,,,wd:Q668
204,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q668
205,uri,http://www.wikidata.org/entity/Q92566177,en,literal,Sampark Global,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1348,literal,,,,,,,,,,,wd:Q668
206,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,ar,literal,منظمة الصحة العالمية,,,,,,,wd:Q668
207,uri,http://www.wikidata.org/entity/Q116951841,en,literal,Yestracker GPS,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-10-20T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q485669,literal,,literal,,literal,http://www.wikidata.org/entity/Q1355,literal,,,,,,,,,,,wd:Q668
208,uri,http://www.wikidata.org/entity/Q27863816,en,literal,Brihans Natural Products,http://www.w3.org/2001/XMLSchema#decimal,literal,100,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-04-20T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q1294114, http://www.wikidata.org/entity/Q901227, http://www.wikidata.org/entity/Q868404, http://www.wikidata.org/entity/Q31207",literal,http://www.wikidata.org/entity/Q27854128,literal,,literal,http://www.wikidata.org/entity/Q1538,literal,,,,,,,,,,,wd:Q668
209,uri,http://www.wikidata.org/entity/Q7280956,en,literal,Radio One,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-06-08T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q668
210,uri,http://www.wikidata.org/entity/Q8046161,en,literal,Y NOT Studios,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1352,literal,,,,,,,,,,,wd:Q668
211,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,,,,,,,wd:Q668
212,uri,http://www.wikidata.org/entity/Q18109664,en,literal,Andhra Pradesh Grameena Vikas Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q14948396,literal,,literal,,literal,http://www.wikidata.org/entity/Q213077,literal,,,,,,,,,,,wd:Q668
213,uri,http://www.wikidata.org/entity/Q6064951,en,literal,Ipca Laboratories,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-10-19T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
214,uri,http://www.wikidata.org/entity/Q110252386,en,literal,BollyDad,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q11033,literal,,literal,,literal,http://www.wikidata.org/entity/Q987,literal,,,,,,,,,,,wd:Q668
215,uri,http://www.wikidata.org/entity/Q1364176,en,literal,Wipro,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-12-29T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1481411",literal,http://www.wikidata.org/entity/Q23418602,literal,,literal,http://www.wikidata.org/entity/Q1355,literal,,,,,,,,,,,wd:Q668
216,uri,http://www.wikidata.org/entity/Q3521079,en,literal,Mindtree,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-08-18T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1481411",literal,http://www.wikidata.org/entity/Q16733192,literal,,literal,http://www.wikidata.org/entity/Q1355,literal,,,,,,,,,,,wd:Q668
217,uri,http://www.wikidata.org/entity/Q3349794,en,literal,Red Chillies Entertainment,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
218,uri,http://www.wikidata.org/entity/Q3400886,en,literal,Power Grid Corporation of India,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-10-23T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q112046,literal,,literal,,literal,http://www.wikidata.org/entity/Q238508,literal,,,,,,,,,,,wd:Q668
219,uri,http://www.wikidata.org/entity/Q28127092,en,literal,Wishberry,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
220,uri,http://www.wikidata.org/entity/Q104174571,en,literal,Adfactors PR,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q133080,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
221,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q32,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,wd:Q668
222,uri,http://www.wikidata.org/entity/Q13413203,en,literal,Air Odisha,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q171771,literal,,,,,,,,,,,wd:Q668
223,uri,http://www.wikidata.org/entity/Q111907528,en,literal,Raykam Alloys LLP,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q3406654, http://www.wikidata.org/entity/Q2285982",literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,,,,,,,,,,wd:Q668
224,uri,http://www.wikidata.org/entity/Q120483861,en,literal,Sasha Skin Clinic,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1361,literal,,,,,,,,,,,wd:Q668
225,uri,http://www.wikidata.org/entity/Q124563219,en,literal,Filmymantra,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-05-25T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q56611639,literal,,literal,,literal,http://www.wikidata.org/entity/Q1156,literal,,en,literal,Filmymantra Digital Pvt. Ltd.,,,,,,,wd:Q668
226,uri,http://www.wikidata.org/entity/Q55632737,en,literal,Scripbox,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1355,literal,,,,,,,,,,,wd:Q668
227,uri,http://www.wikidata.org/entity/Q113663140,en,literal,EntryKing,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-09-10T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1538,literal,,,,,,,,,,,wd:Q668
228,uri,http://www.wikidata.org/entity/Q55622683,en,literal,Meesho,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q327627, http://www.wikidata.org/entity/Q11661",literal,,literal,,literal,http://www.wikidata.org/entity/Q1355,literal,,,,,,,,,,,wd:Q668
229,uri,http://www.wikidata.org/entity/Q117029280,en,literal,Gaurav x Cricket,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,,literal,,en,literal,Gaurav x Cricket,,,,,,,wd:Q668
230,uri,http://www.wikidata.org/entity/Q55259619,en,literal,Hindva,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4629,literal,,,,,,,,,,,wd:Q668
231,uri,http://www.wikidata.org/entity/Q17145804,en,literal,Notion Press,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q1568650,literal,,literal,,literal,http://www.wikidata.org/entity/Q1352,literal,,en,literal,Notion Press,,,,,,,wd:Q668
232,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,,,,,,,wd:Q668
233,uri,http://www.wikidata.org/entity/Q26973069,en,literal,Housejoy,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q56611700,literal,,literal,,literal,http://www.wikidata.org/entity/Q1355,literal,,,,,,,,,,,wd:Q668
234,uri,http://www.wikidata.org/entity/Q115978843,en,literal,Vishu Ladies Beauty Parlour,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q668
