,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,assets.datatype,assets.type,assets.value,profit.datatype,profit.type,profit.value,officialname.xml:lang,officialname.type,officialname.value,equity.datatype,equity.type,equity.value,country
77,uri,http://www.wikidata.org/entity/Q119443682,en,literal,Mozn,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q851,literal,,,,,,,,,,,,,,,,,wd:Q878
78,uri,http://www.wikidata.org/entity/Q118287234,en,literal,Streakk,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
79,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q878
80,uri,http://www.wikidata.org/entity/Q2819353,en,literal,AREP,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q112166047,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1060,,,,,,,,,,,,,wd:Q878
81,uri,http://www.wikidata.org/entity/Q1964041,en,literal,Nakheel Properties,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,,,,,,,en,literal,Nakheel PJSC,,,,wd:Q878
82,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q833,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
83,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
84,uri,http://www.wikidata.org/entity/Q2819353,en,literal,AREP,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,http://www.wikidata.org/entity/Q112166047,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1060,,,,,,,,,,,,,wd:Q878
85,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1049,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
86,uri,http://www.wikidata.org/entity/Q2819353,en,literal,AREP,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q881,literal,http://www.wikidata.org/entity/Q112166047,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1060,,,,,,,,,,,,,wd:Q878
87,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q842,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
88,uri,http://www.wikidata.org/entity/Q543449,en,literal,Etisalat by e&,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,11000,,,,,,,,,,,,,wd:Q878
89,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,,,,,,,wd:Q878
90,uri,http://www.wikidata.org/entity/Q3595390,en,literal,du,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2000,,,,,,,,,,,,,wd:Q878
91,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,,,,,,,wd:Q878
92,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q846,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
93,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q398,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
94,uri,http://www.wikidata.org/entity/Q3336881,en,literal,National Geographic Abu Dhabi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
95,uri,http://www.wikidata.org/entity/Q28041086,en,literal,Legoland Dubai,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
96,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
97,uri,http://www.wikidata.org/entity/Q4166088,en,literal,Al Sharqiya,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
98,uri,http://www.wikidata.org/entity/Q108857496,en,literal,Erem Media,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
99,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q878
100,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q398,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,,,,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,http://www.w3.org/2001/XMLSchema#decimal,literal,4328022000,wd:Q878
101,uri,http://www.wikidata.org/entity/Q6387088,en,literal,Kempinski Hotel Ajman,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
102,uri,http://www.wikidata.org/entity/Q5369234,en,literal,Emarat Al Youm,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-09-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,http://www.wikidata.org/entity/Q54837,,,,,,,,,,,,,,,,wd:Q878
103,uri,http://www.wikidata.org/entity/Q2055675,en,literal,Abu Dhabi Sports Channel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
104,uri,http://www.wikidata.org/entity/Q673656,en,literal,Ferrari World Abu Dhabi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
105,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,,,,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,http://www.w3.org/2001/XMLSchema#decimal,literal,4328022000,wd:Q878
106,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q878
107,uri,http://www.wikidata.org/entity/Q119443682,en,literal,Mozn,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q851,literal,,,,,,,,,,,,,,,,,wd:Q878
108,uri,http://www.wikidata.org/entity/Q123468671,en,literal,Dubai Racing,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
109,uri,http://www.wikidata.org/entity/Q6833244,en,literal,Drama TV,,,,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
110,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
111,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q878
112,uri,http://www.wikidata.org/entity/Q17023194,en,literal,Tag 91.1,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
113,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q878
114,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
115,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q878
116,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q26,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,,,,,,,wd:Q878
117,uri,http://www.wikidata.org/entity/Q4119864,en,literal,Dubai Sports,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
118,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,,,,,,,wd:Q878
119,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,,,,,,,wd:Q878
120,uri,http://www.wikidata.org/entity/Q2896740,en,literal,Bentham Science Publishers,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q188810,literal,,,,,,,,,,,,,,,,,wd:Q878
121,uri,http://www.wikidata.org/entity/Q4165383,en,literal,Dubai One,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q740893,literal,,,,,,,,,,,,,,,,,wd:Q878
122,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
123,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q878
124,uri,http://www.wikidata.org/entity/Q63642510,en,literal,Hilton Ras Al Khaimah Beach Resort,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,ar,literal,منتجع وسبا هيلتون رأس الخيمة,,,,wd:Q878
125,uri,http://www.wikidata.org/entity/Q123118202,en,literal,Infographic.ly,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
126,uri,http://www.wikidata.org/entity/Q212304,en,literal,Etihad Airways,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,http://www.wikidata.org/entity/Q21063995,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
127,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
128,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q424,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q878
129,uri,http://www.wikidata.org/entity/Q122876088,en,literal,Front Row Filmed Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
130,uri,http://www.wikidata.org/entity/Q55613979,en,literal,HotelOnline,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q189507",literal,http://www.wikidata.org/entity/Q61970839,literal,http://www.wikidata.org/entity/Q61970825,literal,http://www.wikidata.org/entity/Q3870,literal,,,,,,,,,,,en,literal,Savanna Sunrise Ltd.,,,,wd:Q878
131,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,,,,,,,wd:Q878
132,uri,http://www.wikidata.org/entity/Q6972890,en,literal,National Geographic Farsi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q740893,literal,,,,,,,,,,,,,,,,,wd:Q878
133,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q878
134,uri,http://www.wikidata.org/entity/Q12242596,en,literal,Dr. Sulaiman Al Habib Medical Services Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,http://www.wikidata.org/entity/Q7635956,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8467304000,,,,ar,literal,مجموعة الدكتور سليمان الحبيب للخدمات الطبية,http://www.w3.org/2001/XMLSchema#decimal,literal,4328022000,wd:Q878
135,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,,,,,,,wd:Q878
136,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q796,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
137,uri,http://www.wikidata.org/entity/Q108864321,en,literal,Dubai Post,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-03-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
138,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q810,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,,,,wd:Q878
139,uri,http://www.wikidata.org/entity/Q123165555,en,literal,Bitumax,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q16070574, http://www.wikidata.org/entity/Q1364904, http://www.wikidata.org/entity/Q167510, http://www.wikidata.org/entity/Q22656",literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,,,,wd:Q878
140,uri,http://www.wikidata.org/entity/Q310172,en,literal,Al Arabiya,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-03-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,wd:Q878
