,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,markcap.datatype,markcap.type,markcap.value,employees.datatype,employees.type,employees.value,country
89,uri,http://www.wikidata.org/entity/Q5435760,en,literal,Farmers' Mutual Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
90,uri,http://www.wikidata.org/entity/Q7917807,en,literal,Vector Limited,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
91,uri,http://www.wikidata.org/entity/Q110922616,en,literal,NPD,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
92,uri,http://www.wikidata.org/entity/Q1201513,en,literal,University of Otago,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1869-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q133073,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3996,wd:Q664
93,uri,http://www.wikidata.org/entity/Q3310113,en,literal,JB Hi-Fi,en,literal,JB HI-FI LIMITED,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5771740609,,,,wd:Q664
94,uri,http://www.wikidata.org/entity/Q4633463,en,literal,2degrees,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
95,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q189,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,22,wd:Q664
96,uri,http://www.wikidata.org/entity/Q4040441,en,literal,Harvey Norman,en,literal,HARVEY NORMAN HOLDINGS LIMITED,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6416934268,,,,wd:Q664
97,uri,http://www.wikidata.org/entity/Q1626518,en,literal,Radio New Zealand,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
98,uri,http://www.wikidata.org/entity/Q116784479,en,literal,Just Cuts,en,literal,Just Cuts Franchising Pty Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-09-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2733536,literal,,,,,,,,wd:Q664
99,uri,http://www.wikidata.org/entity/Q66084994,en,literal,Depot Artspace,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
100,uri,http://www.wikidata.org/entity/Q5475558,en,literal,Four Square,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
101,uri,http://www.wikidata.org/entity/Q18472511,en,literal,ZooMoo,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-05-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
102,uri,http://www.wikidata.org/entity/Q111018464,en,literal,St Pierre's Sushi,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
103,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,wd:Q664
104,uri,http://www.wikidata.org/entity/Q6420869,en,literal,Klim Type Foundry,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
105,uri,http://www.wikidata.org/entity/Q113289003,en,literal,Hikotron,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q200028,literal,,,,,,,,wd:Q664
106,uri,http://www.wikidata.org/entity/Q1128439,en,literal,Contact Energy,en,literal,CONTACT ENERGY LIMITED,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q2356921,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5874430384,,,,wd:Q664
107,uri,http://www.wikidata.org/entity/Q7160569,en,literal,Pegasus Bay,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q213376,literal,,literal,,literal,http://www.wikidata.org/entity/Q664,literal,,,,,,,,wd:Q664
108,uri,http://www.wikidata.org/entity/Q7019845,en,literal,Newstalk ZB,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
109,uri,http://www.wikidata.org/entity/Q110619267,en,literal,Chipmunks Playland & Café,,,,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
110,uri,http://www.wikidata.org/entity/Q106688891,en,literal,Viva La Dirt League,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
111,uri,http://www.wikidata.org/entity/Q4045612,en,literal,OTOY,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,http://www.wikidata.org/entity/Q107615005,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,,,,,,,wd:Q664
112,uri,http://www.wikidata.org/entity/Q5458034,en,literal,Flava,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
113,uri,http://www.wikidata.org/entity/Q25358935,en,literal,Mission Estate Winery,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q213376,literal,,literal,,literal,http://www.wikidata.org/entity/Q7685280,literal,,,,,,,,wd:Q664
114,uri,http://www.wikidata.org/entity/Q116784479,en,literal,Just Cuts,en,literal,Just Cuts Franchising Pty Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-09-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2733536,literal,,,,,,,,wd:Q664
115,uri,http://www.wikidata.org/entity/Q609093,en,literal,Royal Society Te Apārangi,en,literal,New Zealand Institute,http://www.w3.org/2001/XMLSchema#dateTime,literal,1867-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
116,uri,http://www.wikidata.org/entity/Q59821480,en,literal,A44,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-09-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
117,uri,http://www.wikidata.org/entity/Q105872959,en,literal,ChargeNet NZ,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
118,uri,http://www.wikidata.org/entity/Q119443589,en,literal,Shaver Shop,en,literal,Shaver Shop Pty Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
119,uri,http://www.wikidata.org/entity/Q110437236,en,literal,Paper Plus,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
120,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q954,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,wd:Q664
121,uri,http://www.wikidata.org/entity/Q1048626,en,literal,Lincoln University,en,literal,Lincoln School of Agriculture,http://www.w3.org/2001/XMLSchema#dateTime,literal,1878-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
122,uri,http://www.wikidata.org/entity/Q118464732,en,literal,GOfuel,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
123,uri,http://www.wikidata.org/entity/Q105820572,en,literal,Westpower,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q934790,literal,,,,,,,,wd:Q664
124,uri,http://www.wikidata.org/entity/Q17056081,en,literal,NZ On Air,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
125,uri,http://www.wikidata.org/entity/Q107105834,en,literal,Agaram Productions,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
126,uri,http://www.wikidata.org/entity/Q7571607,en,literal,Sovereign Limited,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q626608, http://www.wikidata.org/entity/Q334911",literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
127,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,wd:Q664
128,uri,http://www.wikidata.org/entity/Q17056760,en,literal,Playmarket,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
129,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,wd:Q664
130,uri,http://www.wikidata.org/entity/Q18472511,en,literal,ZooMoo,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-09-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
131,uri,http://www.wikidata.org/entity/Q28180792,en,literal,2 Cheap Cars,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
132,uri,http://www.wikidata.org/entity/Q113656951,en,literal,New Zealand College of Midwives,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q79990,literal,,,,,,,,wd:Q664
133,uri,http://www.wikidata.org/entity/Q15222331,en,literal,Gus Fisher Gallery,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
134,uri,http://www.wikidata.org/entity/Q108626533,en,literal,Oddboy,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
135,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,wd:Q664
136,uri,http://www.wikidata.org/entity/Q7642080,en,literal,SuperValue,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q664,literal,,,,,,,,wd:Q664
137,uri,http://www.wikidata.org/entity/Q110770711,en,literal,Poppies Martinborough,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
138,uri,http://www.wikidata.org/entity/Q1549526,en,literal,Spark New Zealand,en,literal,SPARK NEW ZEALAND LIMITED,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7982438174,http://www.w3.org/2001/XMLSchema#decimal,literal,5092,wd:Q664
139,uri,http://www.wikidata.org/entity/Q855988,en,literal,Super Rugby,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
140,uri,http://www.wikidata.org/entity/Q108403115,en,literal,Network Tasman,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3610579,literal,,,,,,,,wd:Q664
141,uri,http://www.wikidata.org/entity/Q116413980,en,literal,Holmes Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q79990,literal,,,,,,,,wd:Q664
142,uri,http://www.wikidata.org/entity/Q6819305,en,literal,Meridian Energy,en,literal,MERIDIAN ENERGY LIMITED,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q2356921,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,11512548796,,,,wd:Q664
143,uri,http://www.wikidata.org/entity/Q7388985,en,literal,SBS Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1869-03-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q31805,literal,,,,,,,,wd:Q664
144,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,wd:Q664
145,uri,http://www.wikidata.org/entity/Q6045736,en,literal,InterCity,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
146,uri,http://www.wikidata.org/entity/Q1186424,en,literal,Television New Zealand,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q175122,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
147,uri,http://www.wikidata.org/entity/Q124062188,en,literal,Hunting & Fishing New Zealand,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
148,uri,http://www.wikidata.org/entity/Q48782120,en,literal,Chemist Warehouse,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,wd:Q664
149,uri,http://www.wikidata.org/entity/Q116825053,en,literal,Lollipops Playland,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
150,uri,http://www.wikidata.org/entity/Q639797,en,literal,Hurricanes,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
151,uri,http://www.wikidata.org/entity/Q6421682,en,literal,Kmart Australia,en-au,literal,KMART AUSTRALIA LIMITED,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q6933974,literal,,,,,,,,wd:Q664
152,uri,http://www.wikidata.org/entity/Q7831908,en,literal,TradeMe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
153,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q229,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,27,wd:Q664
154,uri,http://www.wikidata.org/entity/Q855988,en,literal,Super Rugby,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
155,uri,http://www.wikidata.org/entity/Q4849261,en,literal,Bakers Delight,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2934668,literal,,,,,,,,wd:Q664
156,uri,http://www.wikidata.org/entity/Q110299434,en,literal,Postie,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
157,uri,http://www.wikidata.org/entity/Q118384067,en,literal,Glassons,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
158,uri,http://www.wikidata.org/entity/Q110295215,en,literal,Bed Bath & Beyond,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
159,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,wd:Q664
160,uri,http://www.wikidata.org/entity/Q110299350,en,literal,Animates,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
161,uri,http://www.wikidata.org/entity/Q855988,en,literal,Super Rugby,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
162,uri,http://www.wikidata.org/entity/Q7280927,en,literal,Radio Nelson,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
163,uri,http://www.wikidata.org/entity/Q116694781,en,literal,Ideal,,,,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
164,uri,http://www.wikidata.org/entity/Q112038718,en,literal,Super Liquor,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
165,uri,http://www.wikidata.org/entity/Q246946,en,literal,Fletcher Building,en,literal,FLETCHER BUILDING LIMITED,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q385378,literal,,literal,,literal,http://www.wikidata.org/entity/Q758634,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5472865587,http://www.w3.org/2001/XMLSchema#decimal,literal,18600,wd:Q664
166,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q954,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,wd:Q664
167,uri,http://www.wikidata.org/entity/Q110288298,en,literal,99 Bikes,,,,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4950813,literal,,,,,,,,wd:Q664
168,uri,http://www.wikidata.org/entity/Q7537617,en,literal,SkyBus,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q733738,literal,,,,,,,,wd:Q664
169,uri,http://www.wikidata.org/entity/Q107582426,en,literal,GO Rentals,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q291240,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
170,uri,http://www.wikidata.org/entity/Q6735120,en,literal,Mai FM,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
171,uri,http://www.wikidata.org/entity/Q7180825,en,literal,Green Cross Health,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
172,uri,http://www.wikidata.org/entity/Q113312731,en,literal,Apex Car Rentals,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
173,uri,http://www.wikidata.org/entity/Q113807417,en,literal,kiwEV,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
174,uri,http://www.wikidata.org/entity/Q4849261,en,literal,Bakers Delight,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2934668,literal,,,,,,,,wd:Q664
175,uri,http://www.wikidata.org/entity/Q539507,en,literal,Icebreaker,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q11460,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
176,uri,http://www.wikidata.org/entity/Q110205200,en,literal,The Warehouse,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
177,uri,http://www.wikidata.org/entity/Q609093,en,literal,Royal Society Te Apārangi,en,literal,Royal Society of New Zealand,http://www.w3.org/2001/XMLSchema#dateTime,literal,1867-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
178,uri,http://www.wikidata.org/entity/Q108403182,en,literal,Network Waitaki,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4782,literal,,,,,,,,wd:Q664
179,uri,http://www.wikidata.org/entity/Q118464703,en,literal,Blue Illusion,,,,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
180,uri,http://www.wikidata.org/entity/Q24189469,en,literal,Radio Tarana,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
