,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
65,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q884
66,uri,http://www.wikidata.org/entity/Q485908,en,literal,KT Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q42108,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
67,uri,http://www.wikidata.org/entity/Q101110778,en,literal,REMIMORY,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-06-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
68,uri,http://www.wikidata.org/entity/Q86089452,en,literal,Seoul Book Bogo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-03-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
69,uri,http://www.wikidata.org/entity/Q494673,en,literal,Everland Resort,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19984041,,,,,,,,,,,,,,,,,,,wd:Q884
70,uri,http://www.wikidata.org/entity/Q11285896,en,literal,Banana Culture,,,,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
71,uri,http://www.wikidata.org/entity/Q136778,en,literal,LG Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q778575,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,222000,,,,,,,,,,,,,wd:Q884
72,uri,http://www.wikidata.org/entity/Q85982474,en,literal,ACEMAKER MOVIEWORKS,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
73,uri,http://www.wikidata.org/entity/Q496898,en,literal,KBS World Radio,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q484855,,,,,,,,,,,,,,,,,,,wd:Q884
74,uri,http://www.wikidata.org/entity/Q59243,en,literal,Hyundai Motor Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
75,uri,http://www.wikidata.org/entity/Q20716,en,literal,Samsung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q778575,literal,,literal,,literal,http://www.wikidata.org/entity/Q489221,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,590000,http://www.w3.org/2001/XMLSchema#decimal,literal,37100000000,,,,,,,,,,wd:Q884
76,uri,http://www.wikidata.org/entity/Q120998343,en,literal,Mega Coffee,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
77,uri,http://www.wikidata.org/entity/Q333424,en,literal,tvN,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
78,uri,http://www.wikidata.org/entity/Q492438,en,literal,Channel A,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q55729268,literal,,ko,literal,주식회사 채널에이,,,,,,,,,,,,,,,,wd:Q884
79,uri,http://www.wikidata.org/entity/Q490142,en,literal,Amorepacific Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q55732357,literal,,en,literal,Amorepacific Corporation,,,,,,,,,,,,,,,,wd:Q884
80,uri,http://www.wikidata.org/entity/Q110249589,en,literal,Lumpens,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
81,uri,http://www.wikidata.org/entity/Q97461297,en,literal,Cube Tv,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,ko,literal,큐브TV,,,,,,,,,,,,,,,,wd:Q884
82,uri,http://www.wikidata.org/entity/Q107394173,en,literal,Thisisneverthat,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
83,uri,http://www.wikidata.org/entity/Q65266336,en,literal,Swing Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-06-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
84,uri,http://www.wikidata.org/entity/Q21014477,en,literal,H2 Media Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
85,uri,http://www.wikidata.org/entity/Q55732070,en,literal,Young Toys,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-09-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q57262286,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,ko,literal,영실업,,,,,,,,,,,,,,,,wd:Q884
86,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
87,uri,http://www.wikidata.org/entity/Q20445833,en,literal,MIXXO,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
88,uri,http://www.wikidata.org/entity/Q16767532,en,literal,Samsung Biologics,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20934,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1532,,,,,,,,,,,,,wd:Q884
89,uri,http://www.wikidata.org/entity/Q483971,en,literal,Stone Music Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,http://www.wikidata.org/entity/Q56063989,en,literal,Stone Music Entertainment Inc.,,,,,,,,,,,,,,,,wd:Q884
90,uri,http://www.wikidata.org/entity/Q55643246,en,literal,Olive Young,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q16101567, http://www.wikidata.org/entity/Q8684",literal,,,,,,,,,,,,,,,,,,,,wd:Q884
91,uri,http://www.wikidata.org/entity/Q5521286,en,literal,Gangwon No.1 Broadcasting,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q42148,literal,,ko,literal,지원방송,,,,,,,,,,,,,,,,wd:Q884
92,uri,http://www.wikidata.org/entity/Q15615204,en,literal,SR Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-12-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
93,uri,http://www.wikidata.org/entity/Q483238,en,literal,JYP Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q638,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2647706, http://www.wikidata.org/entity/Q8684",literal,,en,literal,JYP Entertainment Corporation,http://www.w3.org/2001/XMLSchema#decimal,literal,235,http://www.w3.org/2001/XMLSchema#decimal,literal,26400000,,,,,,,,,,wd:Q884
94,uri,http://www.wikidata.org/entity/Q12591271,en,literal,Daegu Metropolitan Transit Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q5503,literal,,literal,,literal,http://www.wikidata.org/entity/Q50370,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
95,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
96,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q884
97,uri,http://www.wikidata.org/entity/Q24856702,en,literal,The Music Works,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
98,uri,http://www.wikidata.org/entity/Q21709935,en,literal,Source Music,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
99,uri,http://www.wikidata.org/entity/Q106967377,en,literal,FruitsFamily,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-06-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q484847",literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
100,uri,http://www.wikidata.org/entity/Q116993592,en,literal,Ajoj Toys,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-02-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q57262286,literal,,literal,,literal,,literal,,ko,literal,아이오이,,,,,,,,,,,,,,,,wd:Q884
101,uri,http://www.wikidata.org/entity/Q625975,en,literal,Kakao M,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647661,literal,,en,literal,Kakao M Corp.,,,,,,,,,,,,,,,,wd:Q884
102,uri,http://www.wikidata.org/entity/Q498825,en,literal,Korean Broadcasting System,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-03-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q26398,literal,,literal,,literal,http://www.wikidata.org/entity/Q11259935,literal,,en,literal,Korean Broadcasting System,,,,,,,,,,,,,,,,wd:Q884
103,uri,http://www.wikidata.org/entity/Q10855237,en,literal,Kyung-In Broadcasting System,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16183091,literal,,ko,literal,주식회사 경인방송,,,,,,,,,,,,,,,,wd:Q884
104,uri,http://www.wikidata.org/entity/Q65332179,en,literal,KOZ Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q50429,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
105,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
106,uri,http://www.wikidata.org/entity/Q333206,en,literal,Yonhap News Agency,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-12-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36929,literal,,en,literal,Yonhap News Agency,,,,,,,,,,,,,,,,wd:Q884
107,uri,http://www.wikidata.org/entity/Q12626105,en,literal,Hook Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-07-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
108,uri,http://www.wikidata.org/entity/Q482539,en,literal,"Fila, Inc.",http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q645292,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
109,uri,http://www.wikidata.org/entity/Q624076,en,literal,Samsung Card,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q50441,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2082,,,,,,,,,,,,,wd:Q884
110,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q884
111,uri,http://www.wikidata.org/entity/Q61100666,en,literal,MUN HWA IN,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-05-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
112,uri,http://www.wikidata.org/entity/Q111934611,en,literal,The Present Co.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
113,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
114,uri,http://www.wikidata.org/entity/Q485531,en,literal,Bank of Korea,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-06-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,http://www.wikidata.org/entity/Q16091117,literal,http://www.wikidata.org/entity/Q50441,literal,,ko,literal,한국은행,,,,,,,,,,,,,,,,wd:Q884
115,uri,http://www.wikidata.org/entity/Q493145,en,literal,SK Telecom,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q50441,literal,,ko,literal,에스케이텔레콤 주식회사,http://www.w3.org/2001/XMLSchema#decimal,literal,20955,,,,,,,,,,,,,wd:Q884
116,uri,http://www.wikidata.org/entity/Q116058549,en,literal,Golden Bough,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
117,uri,http://www.wikidata.org/entity/Q213147,en,literal,Korean Air,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,http://www.wikidata.org/entity/Q18648498,literal,,literal,http://www.wikidata.org/entity/Q2647541,literal,,en,literal,"Korean Air Lines Co., Ltd.",,,,,,,,,,,,,,,,wd:Q884
118,uri,http://www.wikidata.org/entity/Q7389002,en,literal,SBS Power FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
119,uri,http://www.wikidata.org/entity/Q55729642,en,literal,Plus M Entertainment,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
120,uri,http://www.wikidata.org/entity/Q490371,en,literal,emart,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
121,uri,http://www.wikidata.org/entity/Q618913,en,literal,Stardom Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647168,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
122,uri,http://www.wikidata.org/entity/Q489774,en,literal,Kyobo Book Centre,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-12-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20937,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
123,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
124,uri,http://www.wikidata.org/entity/Q15154003,en,literal,Happy Face Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
125,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q884
126,uri,http://www.wikidata.org/entity/Q483190,en,literal,KR Motors,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-06-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q243327,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
127,uri,http://www.wikidata.org/entity/Q109579175,en,literal,YUE HUA Entertainment Korea,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
128,uri,http://www.wikidata.org/entity/Q55732070,en,literal,Young Toys,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-09-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q57262286,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,ko,literal,영實業,,,,,,,,,,,,,,,,wd:Q884
129,uri,http://www.wikidata.org/entity/Q5208189,en,literal,TBC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-10-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16181789,literal,,en,literal,Taegu Broadcasting Corporation,,,,,,,,,,,,,,,,wd:Q884
130,uri,http://www.wikidata.org/entity/Q30947704,en,literal,Yuleum Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-05-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
131,uri,http://www.wikidata.org/entity/Q50595,en,literal,YG Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-02-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q19595701,literal,,literal,,literal,http://www.wikidata.org/entity/Q2681423,literal,,en,literal,YG Entertainment Inc.,http://www.w3.org/2001/XMLSchema#decimal,literal,668,,,,,,,,,,,,,wd:Q884
132,uri,http://www.wikidata.org/entity/Q17990757,en,literal,Illionaire Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
133,uri,http://www.wikidata.org/entity/Q48967059,en,literal,CI Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
134,uri,http://www.wikidata.org/entity/Q497382,en,literal,Pandora TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-10-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q75,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
