,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,country
87,uri,http://www.wikidata.org/entity/Q1087488,en,literal,Channel 9 MCOT HD,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-06-24T00:00:00Z,,,,,,,,,,wd:Q869
88,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
89,uri,http://www.wikidata.org/entity/Q109295941,en,literal,bTaskee,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,,,,wd:Q869
90,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
91,uri,http://www.wikidata.org/entity/Q1330208,en,literal,Stock Exchange of Thailand,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,,,,,,,,,,wd:Q869
92,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
93,uri,http://www.wikidata.org/entity/Q109564605,en,literal,Urnique Studio,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
94,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
95,uri,http://www.wikidata.org/entity/Q12125952,en,literal,Asia Atlantic Airlines,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,wd:Q869
96,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
97,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
98,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
99,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
100,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
101,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,uri,http://www.wikidata.org/entity/Q26,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,wd:Q869
102,uri,http://www.wikidata.org/entity/Q16307715,en,literal,Channel 8,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-05T00:00:00Z,,,,,,,,,,wd:Q869
103,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,wd:Q869
104,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,uri,http://www.wikidata.org/entity/Q27,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,wd:Q869
105,uri,http://www.wikidata.org/entity/Q276557,en,literal,Kasikornbank,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q55638,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-06-08T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,16881,,,,,,,wd:Q869
106,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
107,uri,http://www.wikidata.org/entity/Q782537,en,literal,Bank of Ayudhya,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-27T00:00:00Z,,,,,,,,,,wd:Q869
108,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
109,uri,http://www.wikidata.org/entity/Q28412981,en,literal,Line TV,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q220499,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-03-31T00:00:00Z,,,,,,,,,,wd:Q869
110,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
111,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,uri,http://www.wikidata.org/entity/Q424,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
112,uri,http://www.wikidata.org/entity/Q2378901,en,literal,Lotus's,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-01T00:00:00Z,,,,,,,,,,wd:Q869
113,uri,http://www.wikidata.org/entity/Q1134050,en,literal,MTV Thailand,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,,,,,,,wd:Q869
114,uri,http://www.wikidata.org/entity/Q28412981,en,literal,Line TV,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q220499,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-03-31T00:00:00Z,,,,,,,,,,wd:Q869
115,uri,http://www.wikidata.org/entity/Q6642534,en,literal,Robinson Department Store,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,,,,,,,wd:Q869
116,uri,http://www.wikidata.org/entity/Q858665,en,literal,Big C,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,,,,,,,wd:Q869
117,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,wd:Q869
118,uri,http://www.wikidata.org/entity/Q4039161,en,literal,GMM Tai Hub,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q1407228, http://www.wikidata.org/entity/Q932586",literal,,literal,,literal,http://www.wikidata.org/entity/Q15735821,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,,,,wd:Q869
119,uri,http://www.wikidata.org/entity/Q626804,en,literal,Mahidol University,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-01-01T00:00:00Z,,,,,,,,,,wd:Q869
120,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
121,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
122,uri,http://www.wikidata.org/entity/Q1527826,en,literal,TMBThanachart Bank,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,,,,,,,,,,wd:Q869
123,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,wd:Q869
124,uri,http://www.wikidata.org/entity/Q118835881,en,literal,Ochaya,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
125,uri,http://www.wikidata.org/entity/Q20586293,en,literal,Areeya Property (PCL.),uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,wd:Q869
126,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
127,uri,http://www.wikidata.org/entity/Q188710,en,literal,Thai Airways,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1019658,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,,,,,,,wd:Q869
128,uri,http://www.wikidata.org/entity/Q48989823,en,literal,Avani Hotels & Resorts,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,wd:Q869
129,uri,http://www.wikidata.org/entity/Q1071609,en,literal,Chiang Mai University,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q476008,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,,,,,,,wd:Q869
130,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
131,uri,http://www.wikidata.org/entity/Q25537289,en,literal,Dream Express (DEX),uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q2561317, http://www.wikidata.org/entity/Q368290",literal,,literal,,literal,http://www.wikidata.org/entity/Q4922609,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-07-09T00:00:00Z,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,218577276.9,wd:Q869
132,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
133,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
134,uri,http://www.wikidata.org/entity/Q56199506,en,literal,Where else?,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
135,uri,http://www.wikidata.org/entity/Q1524008,en,literal,Minor Food Group,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q41958,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1403340, http://www.wikidata.org/entity/Q1861",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,37972,,,,,,,wd:Q869
136,uri,http://www.wikidata.org/entity/Q7200907,en,literal,Plan Toys,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q57262286,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,,,,wd:Q869
137,uri,http://www.wikidata.org/entity/Q20576711,en,literal,Thairath TV,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1019658,literal,,,,,,,,,,,,,,wd:Q869
138,uri,http://www.wikidata.org/entity/Q89472108,en,literal,Cadson Demak,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,wd:Q869
139,uri,http://www.wikidata.org/entity/Q13025017,en,literal,JKN18,uri,http://www.wikidata.org/entity/Q869,literal,,literal,http://www.wikidata.org/entity/Q7093786,literal,,literal,http://www.wikidata.org/entity/Q271529,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-09-14T00:00:00Z,,,,,,,,,,wd:Q869
140,uri,http://www.wikidata.org/entity/Q806483,en,literal,Bangkok Bank,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-11-20T00:00:00Z,,,,,,,,,,wd:Q869
141,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,uri,http://www.wikidata.org/entity/Q1030,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,wd:Q869
142,uri,http://www.wikidata.org/entity/Q15043926,en,literal,Thai Lion Air,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,,,,wd:Q869
143,uri,http://www.wikidata.org/entity/Q38116375,en,literal,Voyagin,uri,http://www.wikidata.org/entity/Q17,literal,,literal,http://www.wikidata.org/entity/Q17229042,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,wd:Q869
144,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q833,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
145,uri,http://www.wikidata.org/entity/Q1590599,en,literal,TOT,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-02-24T00:00:00Z,,,,,,,,,,wd:Q869
146,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,uri,http://www.wikidata.org/entity/Q836,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,351,en,literal,Hello Health Group Pte. Ltd,,,,wd:Q869
147,uri,http://www.wikidata.org/entity/Q16304168,en,literal,Nation TV,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
148,uri,http://www.wikidata.org/entity/Q1065088,en,literal,Nok Air,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q45744,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,,,,wd:Q869
149,uri,http://www.wikidata.org/entity/Q795641,en,literal,BBTV Channel 7,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1019658,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-11-27T00:00:00Z,,,,,,,,,,wd:Q869
150,uri,http://www.wikidata.org/entity/Q60754365,en,literal,Mu Space,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q3798668,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-06-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,60,,,,,,,wd:Q869
151,uri,http://www.wikidata.org/entity/Q3050569,en,literal,Electricity Generating Authority of Thailand,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q15199204,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-05-01T00:00:00Z,,,,,,,,,,wd:Q869
152,uri,http://www.wikidata.org/entity/Q38116375,en,literal,Voyagin,uri,http://www.wikidata.org/entity/Q869,literal,,literal,http://www.wikidata.org/entity/Q17229042,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,wd:Q869
153,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,wd:Q869
154,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,uri,http://www.wikidata.org/entity/Q928,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
155,uri,http://www.wikidata.org/entity/Q57661897,en,literal,Bitkub.com,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,500,,,,,,,wd:Q869
156,uri,http://www.wikidata.org/entity/Q6411959,en,literal,King Power,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q545609,literal,,literal,http://www.wikidata.org/entity/Q57941850,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,,,,wd:Q869
157,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
158,uri,http://www.wikidata.org/entity/Q107560201,en,literal,True CJ Creations,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q21198548, http://www.wikidata.org/entity/Q867147",literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-09-27T00:00:00Z,,,,,,,,,,wd:Q869
159,uri,http://www.wikidata.org/entity/Q5060703,en,literal,Central Department Store,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1861,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,,,,,,,wd:Q869
160,uri,http://www.wikidata.org/entity/Q55589884,en,literal,Pirates Paradise Resort,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q869
