,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
410,uri,http://www.wikidata.org/entity/Q9380870,en,literal,Wyższa Szkoła Zarządzania i Bankowości w Krakowie,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-05-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
411,uri,http://www.wikidata.org/entity/Q20744004,en,literal,BNP Paribas Bank Polska,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,pl,literal,BNP Paribas Bank Polska Spółka Akcyjna,,,,,,,wd:Q36
412,uri,http://www.wikidata.org/entity/Q9174325,en,literal,Blikle,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q47505416,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
413,uri,http://www.wikidata.org/entity/Q55641246,en,literal,Netguru,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2089936, http://www.wikidata.org/entity/Q638608",literal,,literal,,literal,http://www.wikidata.org/entity/Q268,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,896,,,,,,,,,,,,,,,,wd:Q36
414,uri,http://www.wikidata.org/entity/Q6148831,en,literal,Jan Długosz University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q103217,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
415,uri,http://www.wikidata.org/entity/Q108586596,en,literal,SPC,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,pl,literal,Spółdzielnia Piekarsko-Ciastkarska w Warszawie,,,,,,,wd:Q36
416,uri,http://www.wikidata.org/entity/Q9387124,en,literal,ZTM Poznań,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
417,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,,,,es,literal,GMV Innovating Solutions,,,,,,,wd:Q36
418,uri,http://www.wikidata.org/entity/Q99167221,en,literal,Hyperstrange,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
419,uri,http://www.wikidata.org/entity/Q1758009,en,literal,University of Gdańsk,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q110908674,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
420,uri,http://www.wikidata.org/entity/Q9294202,en,literal,House,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q2090555,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
421,uri,http://www.wikidata.org/entity/Q16616750,en,literal,Wydawnictwo Format,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,http://www.wikidata.org/entity/Q76612561,literal,http://www.wikidata.org/entity/Q1799,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
422,uri,http://www.wikidata.org/entity/Q11837925,en,literal,Military University of Technology,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,pl,literal,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,,,,,,,wd:Q36
423,uri,http://www.wikidata.org/entity/Q2295606,en,literal,Smyk,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
424,uri,http://www.wikidata.org/entity/Q86682773,en,literal,STX Next,,,,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q56611700, http://www.wikidata.org/entity/Q880371",literal,,literal,,literal,http://www.wikidata.org/entity/Q268,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
425,uri,http://www.wikidata.org/entity/Q2691064,en,literal,National Theatre of Warsaw,http://www.w3.org/2001/XMLSchema#dateTime,literal,1765-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
426,uri,http://www.wikidata.org/entity/Q79758522,en,literal,Timeless Drama Channel,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
427,uri,http://www.wikidata.org/entity/Q9165001,en,literal,Bank BPS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-03-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q109455919,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
428,uri,http://www.wikidata.org/entity/Q105037594,en,literal,Orbital Knight,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,en,literal,Orbital Knight,,,,,,,wd:Q36
429,uri,http://www.wikidata.org/entity/Q4806100,en,literal,11 bit studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-10-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,http://www.wikidata.org/entity/Q9281974,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,250,,,,,,,,,,,,,,,,wd:Q36
430,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
431,uri,http://www.wikidata.org/entity/Q315658,en,literal,University of Wrocław,http://www.w3.org/2001/XMLSchema#dateTime,literal,1702-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,3480,,,,,,,pl,literal,Uniwersytet Wrocławski,,,,,,,wd:Q36
432,uri,http://www.wikidata.org/entity/Q13220217,en,literal,Super-Pharm,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q152491,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
433,uri,http://www.wikidata.org/entity/Q11699276,en,literal,The Arsenal Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,pl,literal,Galeria Arsenał w Białymstoku,,,,,,,wd:Q36
434,uri,http://www.wikidata.org/entity/Q1471879,en,literal,Krakow University of Economics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,en,literal,Cracow University of Economics,,,,,,,wd:Q36
435,uri,http://www.wikidata.org/entity/Q4855947,en,literal,Bank Millennium,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q112686047,literal,,,,,,,,,,,pl,literal,BANK MILLENNIUM SPÓŁKA AKCYJNA,,,,,,,wd:Q36
436,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
437,uri,http://www.wikidata.org/entity/Q9390905,en,literal,Ziaja,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q12752882,literal,http://www.wikidata.org/entity/Q20031178,literal,,literal,http://www.wikidata.org/entity/Q1792,literal,,,,,,,,,,,pl,literal,Ziaja Ltd Zakład ProdukcjiLeków sp z o.o.,,,,,,,wd:Q36
438,uri,http://www.wikidata.org/entity/Q9164984,en,literal,Bank Gospodarstwa Krajowego,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q11687305,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
439,uri,http://www.wikidata.org/entity/Q110738319,en,literal,Hydra Games,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
440,uri,http://www.wikidata.org/entity/Q776749,en,literal,Koleje Śląskie,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q3565868, http://www.wikidata.org/entity/Q2072431",literal,,literal,,literal,http://www.wikidata.org/entity/Q588,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
441,uri,http://www.wikidata.org/entity/Q16971795,en,literal,Brainly,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
442,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,,,,es,literal,GMV Innovating Solutions,,,,,,,wd:Q36
443,uri,http://www.wikidata.org/entity/Q93982889,en,literal,Sizeer,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
444,uri,http://www.wikidata.org/entity/Q101086301,en,literal,Vogelfänger,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
445,uri,http://www.wikidata.org/entity/Q11780311,en,literal,MPK Wrocław,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1799,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
446,uri,http://www.wikidata.org/entity/Q11780318,en,literal,MZA Warszawa,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,"http://www.wikidata.org/entity/Q270, http://www.wikidata.org/entity/Q72803893",literal,,,,,,,,,,,,,,,,,,,,wd:Q36
447,uri,http://www.wikidata.org/entity/Q48860749,en,literal,Dom Wydawniczy „Księży Młyn”,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q684754,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
448,uri,http://www.wikidata.org/entity/Q107299031,en,literal,Krowarzywa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
449,uri,http://www.wikidata.org/entity/Q96047373,en,literal,Amic Energy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q212,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
450,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q217,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
451,uri,http://www.wikidata.org/entity/Q115921434,en,literal,Cofix Global,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q232,literal,,literal,http://www.wikidata.org/entity/Q115921261,literal,,literal,http://www.wikidata.org/entity/Q229,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
452,uri,http://www.wikidata.org/entity/Q9379411,en,literal,"Faculty of Languages, University of Gdansk",http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1758009,,,,,,,,,,,,,,,,,,,wd:Q36
453,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
454,uri,http://www.wikidata.org/entity/Q11780251,en,literal,MZK Grudziądz,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-06-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q123511,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
455,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q36
456,uri,http://www.wikidata.org/entity/Q104643381,en,literal,Beach Bar Między Mostami,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
457,uri,http://www.wikidata.org/entity/Q48853121,en,literal,Nest Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,http://www.wikidata.org/entity/Q48864274,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
458,uri,http://www.wikidata.org/entity/Q1613719,en,literal,Maria Curie-Skłodowska University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-10-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37333,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
459,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
460,uri,http://www.wikidata.org/entity/Q108586693,en,literal,Galeria Wypieków Lubaszka,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
461,uri,http://www.wikidata.org/entity/Q124516072,en,literal,Gamestate,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9781,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
462,uri,http://www.wikidata.org/entity/Q22497966,en,literal,Januskevic,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q184,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2280, http://www.wikidata.org/entity/Q270",literal,,,,,,,,,,,,,,,,,,,,wd:Q36
463,uri,http://www.wikidata.org/entity/Q9370881,en,literal,Waneko,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
464,uri,http://www.wikidata.org/entity/Q109532985,en,literal,No Gravity Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
465,uri,http://www.wikidata.org/entity/Q4051069,en,literal,The Farm 51,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q105084,literal,,,,,,,,,,,pl,literal,The Farm 51 Group S.A.,,,,,,,wd:Q36
466,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1718, http://www.wikidata.org/entity/Q318418",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,,,,,,,,,,,,,,,,wd:Q36
467,uri,http://www.wikidata.org/entity/Q11691326,en,literal,Ludwik Rydygier Collegium Medicum of Nicolaus Copernicus University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-07-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1752712,,,,,,,,,,,,,,,,,,,wd:Q36
468,uri,http://www.wikidata.org/entity/Q22497966,en,literal,Januskevic,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2280, http://www.wikidata.org/entity/Q270",literal,,,,,,,,,,,,,,,,,,,,wd:Q36
469,uri,http://www.wikidata.org/entity/Q2115847,en,literal,PsychOpen,,,,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
470,uri,http://www.wikidata.org/entity/Q117358052,en,literal,Wyjątkowy prezent,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
471,uri,http://www.wikidata.org/entity/Q108806144,en,literal,Niebezpiecznik,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q3510521,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
472,uri,http://www.wikidata.org/entity/Q2397198,en,literal,Tauron Polska Energia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q1304795,literal,http://www.wikidata.org/entity/Q22350980,literal,,literal,http://www.wikidata.org/entity/Q588,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,270,http://www.w3.org/2001/XMLSchema#decimal,literal,48100000,,,,mul,literal,TAURON POLSKA ENERGIA S.A.,,,,,,,wd:Q36
473,uri,http://www.wikidata.org/entity/Q11699293,,literal,Q11699293,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
474,uri,http://www.wikidata.org/entity/Q11735522,en,literal,Wydawnictwo Karakter,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
475,uri,http://www.wikidata.org/entity/Q8038590,en,literal,Wrocław Puppet Theater,http://www.w3.org/2001/XMLSchema#dateTime,literal,1894-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
476,uri,http://www.wikidata.org/entity/Q108403242,en,literal,Maxi Zoo,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
477,uri,http://www.wikidata.org/entity/Q806653,en,literal,Santander Bank Polska,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q116149804,literal,,,,,,,,,,,pl,literal,Santander Bank Polska Spółka Akcyjna,,,,,,,wd:Q36
478,uri,http://www.wikidata.org/entity/Q1260314,en,literal,Ruch,http://www.w3.org/2001/XMLSchema#dateTime,literal,1918-12-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,pl,literal,„Ruch” Spółka Akcyjna,,,,,,,wd:Q36
479,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
480,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
481,uri,http://www.wikidata.org/entity/Q787714,en,literal,PGE Polska Grupa Energetyczna,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q2151621,literal,http://www.wikidata.org/entity/Q22350976,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,41442,http://www.w3.org/2001/XMLSchema#decimal,literal,351300000,,,,pl,literal,PGE Polska Grupa Energetyczna Spółka Akcyjna,,,,,,,wd:Q36
