,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
80,uri,http://www.wikidata.org/entity/Q56391710,en,literal,OVO,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
81,uri,http://www.wikidata.org/entity/Q109295941,en,literal,bTaskee,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
82,uri,http://www.wikidata.org/entity/Q91027569,en,literal,Hino Motors Manufacturing Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
83,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,en,literal,Hello Health Group Pte. Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,351,,,,,,,wd:Q252
84,uri,http://www.wikidata.org/entity/Q4739895,en,literal,Amankila,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
85,uri,http://www.wikidata.org/entity/Q116247751,en,literal,M&C Saatchi Performance,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q39809,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,wd:Q252
86,uri,http://www.wikidata.org/entity/Q19726434,en,literal,I Channel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
87,uri,http://www.wikidata.org/entity/Q512468,en,literal,Garuda Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q96472425, http://www.wikidata.org/entity/Q2516512, http://www.wikidata.org/entity/Q1875606",literal,,literal,,literal,"http://www.wikidata.org/entity/Q749497, http://www.wikidata.org/entity/Q10127",literal,,id,literal,PT Garuda Indonesia (Persero) Tbk,http://www.w3.org/2001/XMLSchema#decimal,literal,12414,,,,,,,wd:Q252
88,uri,http://www.wikidata.org/entity/Q19943599,en,literal,KTV (Indonesia),,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
89,uri,http://www.wikidata.org/entity/Q4855963,en,literal,Bank Permata,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-12-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,Bank Permata Tbk,http://www.w3.org/2001/XMLSchema#decimal,literal,7248,,,,,,,wd:Q252
90,uri,http://www.wikidata.org/entity/Q19731380,en,literal,Ramayana Lestari Sentosa,,,,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,id,literal,Ramayana Lestari Sentosa Tbk,,,,,,,,,,wd:Q252
91,uri,http://www.wikidata.org/entity/Q6933777,en,literal,Mulawarman University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-09-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
92,uri,http://www.wikidata.org/entity/Q47927,en,literal,Muhammadiyah University of Malang,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
93,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
94,uri,http://www.wikidata.org/entity/Q7178629,en,literal,Petra Christian University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
95,uri,http://www.wikidata.org/entity/Q9544829,en,literal,Nissan Motor Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
96,uri,http://www.wikidata.org/entity/Q4273095,en,literal,Pos Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10389,literal,,,,,,,,,,,,,,wd:Q252
97,uri,http://www.wikidata.org/entity/Q117006160,en,literal,Gamecom Team,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
98,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
99,uri,http://www.wikidata.org/entity/Q6382370,en,literal,Kebab Turki Baba Rafi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q6382371,literal,,literal,,literal,http://www.wikidata.org/entity/Q192987,literal,,,,,,,,,,,,,,wd:Q252
100,uri,http://www.wikidata.org/entity/Q124661794,en,literal,PT Tirta Mas Perkasa,,,,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q124661832,literal,,literal,,literal,http://www.wikidata.org/entity/Q12519916,literal,,,,,,,,,,,,,,wd:Q252
101,uri,http://www.wikidata.org/entity/Q512468,en,literal,Garuda Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q96472425, http://www.wikidata.org/entity/Q2516512, http://www.wikidata.org/entity/Q1875606",literal,,literal,,literal,"http://www.wikidata.org/entity/Q749497, http://www.wikidata.org/entity/Q10127",literal,,id,literal,Garuda Indonesia (Persero) Tbk,http://www.w3.org/2001/XMLSchema#decimal,literal,12414,,,,,,,wd:Q252
102,uri,http://www.wikidata.org/entity/Q12523340,en,literal,Muhammad Arsyad Al-Banjary Kalimantan Islamic University,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
103,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
104,uri,http://www.wikidata.org/entity/Q18941968,en,literal,State University of Surabaya,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
105,uri,http://www.wikidata.org/entity/Q1847733,en,literal,Pelita Harapan University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-12-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
106,uri,http://www.wikidata.org/entity/Q12523382,en,literal,University of Muhammadiyah Aceh,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-03-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
107,uri,http://www.wikidata.org/entity/Q23745600,en,literal,Alfamart,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-06-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q7361709,literal,,literal,,literal,"http://www.wikidata.org/entity/Q10127, http://www.wikidata.org/entity/Q252",literal,,id,literal,PT Sumber Alfaria Trijaya Tbk,,,,,,,,,,wd:Q252
108,uri,http://www.wikidata.org/entity/Q806639,en,literal,Bank Mandiri,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-10-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank Mandiri (Persero) Tbk,,,,,,,,,,wd:Q252
109,uri,http://www.wikidata.org/entity/Q6177417,en,literal,Jenderal Soedirman University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
110,uri,http://www.wikidata.org/entity/Q109295941,en,literal,bTaskee,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
111,uri,http://www.wikidata.org/entity/Q14457713,en,literal,"Atma Jaya University, Yogyakarta",http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-09-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
112,uri,http://www.wikidata.org/entity/Q1056794,en,literal,Lion Air,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q10116, http://www.wikidata.org/entity/Q3630",literal,,en,literal,PT Lion Mentari Airlines,,,,,,,,,,wd:Q252
113,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
114,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
115,uri,http://www.wikidata.org/entity/Q2745027,en,literal,Kereta Api Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-09-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10389,literal,,,,,,,,,,,,,,wd:Q252
116,uri,http://www.wikidata.org/entity/Q29981099,en,literal,Conrad Bali,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-03-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,id,literal,Conrad Bali,,,,,,,,,,wd:Q252
117,uri,http://www.wikidata.org/entity/Q2306715,en,literal,IPB University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
118,uri,http://www.wikidata.org/entity/Q1494353,en,literal,Airlangga University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
119,uri,http://www.wikidata.org/entity/Q5257843,en,literal,SCTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
120,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
121,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
122,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,en,literal,Hello Health Group Pte. Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,351,,,,,,,wd:Q252
123,uri,http://www.wikidata.org/entity/Q12502751,en,literal,Bank Panin,,,,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,Bank Pan Indonesia Tbk,,,,,,,,,,wd:Q252
124,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
125,uri,http://www.wikidata.org/entity/Q571116,en,literal,Antara,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q192283,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,200,,,,,,,wd:Q252
126,uri,http://www.wikidata.org/entity/Q20427715,en,literal,Maxima Pictures,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q12482153,literal,,,,,,,,,,,,,,wd:Q252
127,uri,http://www.wikidata.org/entity/Q19734205,,literal,Q19734205,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
128,uri,http://www.wikidata.org/entity/Q5358247,en,literal,Electronic Engineering Polytechnic Institute of Surabaya,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-06-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
129,uri,http://www.wikidata.org/entity/Q623042,en,literal,Bank Rakyat Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1895-12-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q926217, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,nl,literal,De Poerwokertosche Hulp en Spaarbank der Inlandsche Hoofden,http://www.w3.org/2001/XMLSchema#decimal,literal,79079,,,,,,,wd:Q252
130,uri,http://www.wikidata.org/entity/Q6482697,en,literal,Lampung University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-09-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
131,uri,http://www.wikidata.org/entity/Q2857708,en,literal,antv,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10114,literal,,,,,,,,,,,,,,wd:Q252
132,uri,http://www.wikidata.org/entity/Q5520863,en,literal,Ganesha University of Education,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-05-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
133,uri,http://www.wikidata.org/entity/Q12515931,en,literal,Sony Music Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q10302058,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,en,literal,Sony Music Indonesia,,,,,,,,,,wd:Q252
134,uri,http://www.wikidata.org/entity/Q19726033,en,literal,GP Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,GP Records,,,,,,,,,,wd:Q252
135,uri,http://www.wikidata.org/entity/Q121986987,en,literal,Inspire Music,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
136,uri,http://www.wikidata.org/entity/Q4926985,en,literal,CGV Cinemas Indonesia,,,,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
137,uri,http://www.wikidata.org/entity/Q7603641,en,literal,State University of Semarang,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
138,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,en,literal,Hello Health Group Pte. Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,351,,,,,,,wd:Q252
139,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
140,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
141,uri,http://www.wikidata.org/entity/Q4209225,en,literal,Rajawali Televisi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
142,uri,http://www.wikidata.org/entity/Q5920236,en,literal,Indonesian Institute of the Arts,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-07-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
143,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
144,uri,http://www.wikidata.org/entity/Q14917501,en,literal,Universitas Islam Negeri Maulana Malik Ibrahim,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-06-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
145,uri,http://www.wikidata.org/entity/Q28724991,en,literal,STTV,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
146,uri,http://www.wikidata.org/entity/Q109295941,en,literal,bTaskee,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q881,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
