,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,country
89,uri,http://www.wikidata.org/entity/Q6092925,en,literal,Habertürk TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
90,uri,http://www.wikidata.org/entity/Q6552441,en,literal,Munzur University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q202195,literal,,,,,,,,,,,,,,wd:Q43
91,uri,http://www.wikidata.org/entity/Q1022075,en,literal,BIM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q43,literal,,,,,,,,,,,,,,wd:Q43
92,uri,http://www.wikidata.org/entity/Q85970774,en,literal,Getir,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q2334804,literal,,literal,,literal,http://www.wikidata.org/entity/Q459495,literal,,,,,,,,,,,,,,wd:Q43
93,uri,http://www.wikidata.org/entity/Q63088014,en,literal,Turkish Cargo,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
94,uri,http://www.wikidata.org/entity/Q107507185,en,literal,Bitay,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q100269062,literal,,literal,,literal,http://www.wikidata.org/entity/Q390637,literal,,,,,,,,,,,,,,wd:Q43
95,uri,http://www.wikidata.org/entity/Q25477689,en,literal,Türkiye İş Bankası. Cultural Publications,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
96,uri,http://www.wikidata.org/entity/Q1137136,en,literal,SunExpress,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6487,literal,,,,,,,,,,,,,,wd:Q43
97,uri,http://www.wikidata.org/entity/Q3073363,en,literal,Istanbul Commerce University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
98,uri,http://www.wikidata.org/entity/Q6042684,en,literal,Doğtaş,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q859621,literal,,,,,,,,,,,,,,wd:Q43
99,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
100,uri,http://www.wikidata.org/entity/Q6083848,en,literal,TVNET,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q791567,literal,,,,,,,,,,,,,,wd:Q43
101,uri,http://www.wikidata.org/entity/Q4628094,en,literal,Diyanet TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-07-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
102,uri,http://www.wikidata.org/entity/Q15946806,en,literal,TPPD,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
103,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
104,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,,,,uri,http://www.wikidata.org/entity/Q214,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
105,uri,http://www.wikidata.org/entity/Q116965146,en,literal,Nadirkitap,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
106,uri,http://www.wikidata.org/entity/Q6066699,,literal,Q6066699,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
107,uri,http://www.wikidata.org/entity/Q2767515,en,literal,Ay Yapım,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q459495,literal,,,,,,,,,,,,,,wd:Q43
108,uri,http://www.wikidata.org/entity/Q20472219,en,literal,Beymen,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43,literal,,,,,,,,,,,,,,wd:Q43
109,uri,http://www.wikidata.org/entity/Q19612080,en,literal,n11,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-03-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
110,uri,http://www.wikidata.org/entity/Q305507,en,literal,Abant Izzet Baysal University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q200951,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,706,,,,,,,wd:Q43
111,uri,http://www.wikidata.org/entity/Q6036058,en,literal,Kuveyt Turk Participation Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
112,uri,http://www.wikidata.org/entity/Q97599073,en,literal,Jolly Joker,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
113,uri,http://www.wikidata.org/entity/Q7513486,en,literal,Siirt University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-05-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q185084,literal,,,,,,,,,,,,,,wd:Q43
114,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,,,,uri,http://www.wikidata.org/entity/Q213,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
115,uri,http://www.wikidata.org/entity/Q106905217,en,literal,Safir Turkey,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
116,uri,http://www.wikidata.org/entity/Q54258978,en,literal,Peak Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-11-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,100,,,,,,,wd:Q43
117,uri,http://www.wikidata.org/entity/Q1567050,en,literal,Hacettepe University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-07-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3495,,,,,,,wd:Q43
118,uri,http://www.wikidata.org/entity/Q106749304,en,literal,Perişan Film,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
119,uri,http://www.wikidata.org/entity/Q61687618,,literal,Q61687618,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4806513,en,literal,Lalezar Meyhanesi,,,,,,,,,,wd:Q43
120,uri,http://www.wikidata.org/entity/Q6052726,en,literal,Kâmil Koç Otobüsleri A.Ş.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q12334006, http://www.wikidata.org/entity/Q493016, http://www.wikidata.org/entity/Q49389",literal,,literal,,literal,http://www.wikidata.org/entity/Q40738,literal,,,,,,,,,,,,,,wd:Q43
121,uri,http://www.wikidata.org/entity/Q28729859,en,literal,Hotiç,,,,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
122,uri,http://www.wikidata.org/entity/Q28940544,en,literal,Sahan Kebap,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
123,uri,http://www.wikidata.org/entity/Q104834924,en,literal,STM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q16955053,literal,,literal,,literal,http://www.wikidata.org/entity/Q1020646,literal,,tr,literal,"STM Savunma Teknolojileri, Mühendislik ve Ticaret A.Ş.",,,,,,,,,,wd:Q43
124,uri,http://www.wikidata.org/entity/Q4823749,en,literal,Karadeniz Technical University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-05-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q388995,literal,,,,,,,,,,,,,,wd:Q43
125,uri,http://www.wikidata.org/entity/Q1453488,en,literal,Freebird Airlines,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q1757562,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
126,uri,http://www.wikidata.org/entity/Q19612159,en,literal,NTC Medya,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
127,uri,http://www.wikidata.org/entity/Q6057541,en,literal,Koctas,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
128,uri,http://www.wikidata.org/entity/Q6080993,en,literal,Bursa TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
129,uri,http://www.wikidata.org/entity/Q819402,en,literal,Işık University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
130,uri,http://www.wikidata.org/entity/Q12810117,en,literal,Jimmy Key,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q35997,literal,,,,,,,,,,,,,,wd:Q43
131,uri,http://www.wikidata.org/entity/Q120109869,en,literal,Inkilap Kitabevi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
132,uri,http://www.wikidata.org/entity/Q6065965,en,literal,Halk TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
133,uri,http://www.wikidata.org/entity/Q108618614,en,literal,Evidea.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
134,uri,http://www.wikidata.org/entity/Q124634759,en,literal,Ann,http://www.w3.org/2001/XMLSchema#dateTime,literal,2024-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q56611639, http://www.wikidata.org/entity/Q11425, http://www.wikidata.org/entity/Q289",literal,,literal,,literal,http://www.wikidata.org/entity/Q48898,literal,,,,,,,,,,,,,,wd:Q43
135,uri,http://www.wikidata.org/entity/Q1463961,en,literal,İstanbul Modern,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,http://www.wikidata.org/entity/Q7116202,literal,,literal,,,,,,,,,,,,,,wd:Q43
136,uri,http://www.wikidata.org/entity/Q52162277,en,literal,Trabzon University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
137,uri,http://www.wikidata.org/entity/Q12809113,en,literal,D-Smart,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
138,uri,http://www.wikidata.org/entity/Q5426786,en,literal,FNSS Defence Systems,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q1020643,literal,,,,,,,,,,,,,,wd:Q43
139,uri,http://www.wikidata.org/entity/Q6085091,en,literal,TÜYAP,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
140,uri,http://www.wikidata.org/entity/Q28605887,en,literal,Madame Coco,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
141,uri,http://www.wikidata.org/entity/Q109128772,en,literal,Gözen Holding,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
142,uri,http://www.wikidata.org/entity/Q12811293,en,literal,ING Türkiye,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,tr,literal,The First National Bank of Boston,http://www.w3.org/2001/XMLSchema#decimal,literal,3442,,,,,,,wd:Q43
143,uri,http://www.wikidata.org/entity/Q19610384,en,literal,Acıbadem Healthcare Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
144,uri,http://www.wikidata.org/entity/Q6059233,,literal,Q6059233,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
145,uri,http://www.wikidata.org/entity/Q1961596,en,literal,NTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q1050148,literal,,,,,,,,,,,,,,wd:Q43
146,uri,http://www.wikidata.org/entity/Q4853224,en,literal,Balıkesir University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q47117,literal,,,,,,,,,,,,,,wd:Q43
147,uri,http://www.wikidata.org/entity/Q6097181,en,literal,Turkish Electricity Distribution Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
148,uri,http://www.wikidata.org/entity/Q1631623,en,literal,TAV Airports Holding,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q670113,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
149,uri,http://www.wikidata.org/entity/Q106915928,en,literal,demresa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q7397,literal,,literal,,literal,http://www.wikidata.org/entity/Q35997,literal,,,,,,,,,,,,,,wd:Q43
150,uri,http://www.wikidata.org/entity/Q1627814,en,literal,Selçuk University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q79857,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3900,,,,,,,wd:Q43
151,uri,http://www.wikidata.org/entity/Q334789,en,literal,Ülker,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8923,http://www.w3.org/2001/XMLSchema#decimal,literal,905000000,,,,wd:Q43
152,uri,http://www.wikidata.org/entity/Q2067812,en,literal,Star TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
153,uri,http://www.wikidata.org/entity/Q675808,en,literal,Caffè Nero,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q4236467,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,wd:Q43
154,uri,http://www.wikidata.org/entity/Q6998846,en,literal,netd.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
155,uri,http://www.wikidata.org/entity/Q4855899,en,literal,Bank Asya,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-10-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
156,uri,http://www.wikidata.org/entity/Q6073825,en,literal,Kanal B,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
157,uri,http://www.wikidata.org/entity/Q19612782,en,literal,TRT 2,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-02-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
158,uri,http://www.wikidata.org/entity/Q110434917,en,literal,VAV TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-04-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
159,uri,http://www.wikidata.org/entity/Q119854888,en,literal,Bilim ve Sanat Yayinlari,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
160,uri,http://www.wikidata.org/entity/Q1784943,en,literal,Vodafone Turkey,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3300,,,,,,,wd:Q43
161,uri,http://www.wikidata.org/entity/Q97260832,en,literal,Habertürk Radyo,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q217411,literal,,,,,,,,,,,,,,wd:Q43
162,uri,http://www.wikidata.org/entity/Q477436,en,literal,Anadolu Agency,http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q192283,literal,,literal,,literal,http://www.wikidata.org/entity/Q43,literal,,,,,,,,,,,,,,wd:Q43
163,uri,http://www.wikidata.org/entity/Q6073140,en,literal,Finans Participation Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
164,uri,http://www.wikidata.org/entity/Q16850737,en,literal,İzmir Kâtip Çelebi University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35997,literal,,,,,,,,,,,,,,wd:Q43
165,uri,http://www.wikidata.org/entity/Q2002470,en,literal,Turkish Aerospace Industries,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-06-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q2876213, http://www.wikidata.org/entity/Q258307, http://www.wikidata.org/entity/Q418",literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,5158,,,,,,,wd:Q43
166,uri,http://www.wikidata.org/entity/Q423651,en,literal,ATV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
167,uri,http://www.wikidata.org/entity/Q6103564,en,literal,Turkish Airlines Maintenance Center,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
168,uri,http://www.wikidata.org/entity/Q6098008,en,literal,24,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
169,uri,http://www.wikidata.org/entity/Q31188951,en,literal,"TV8,5",,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
170,uri,http://www.wikidata.org/entity/Q20026900,en,literal,Pinshape,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q24639,literal,,,,,,,,,,,,,,wd:Q43
171,uri,http://www.wikidata.org/entity/Q24914175,en,literal,Mars Entertainment Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q41253,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
172,uri,http://www.wikidata.org/entity/Q6042498,en,literal,Bellona,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48338,literal,,,,,,,,,,,,,,wd:Q43
173,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1049,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
174,uri,http://www.wikidata.org/entity/Q1278087,en,literal,Petrol Ofisi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1941-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q1356889,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
175,uri,http://www.wikidata.org/entity/Q4947455,en,literal,Bosphorus Gaz Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
176,uri,http://www.wikidata.org/entity/Q6084252,en,literal,Çiçeksepeti,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
