,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
974,uri,http://www.wikidata.org/entity/Q26771335,en,literal,Gusto italiano,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
975,uri,http://www.wikidata.org/entity/Q27325,en,literal,Bertone,http://www.w3.org/2001/XMLSchema#dateTime,literal,1912-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
976,uri,http://www.wikidata.org/entity/Q116774749,en,literal,AW LAB,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
977,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
978,uri,http://www.wikidata.org/entity/Q66796334,en,literal,Everli,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q19967801, http://www.wikidata.org/entity/Q10932402",literal,,literal,,literal,http://www.wikidata.org/entity/Q2028,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,83,,,,,,,,,,,,,wd:Q38
979,uri,http://www.wikidata.org/entity/Q17993175,en,literal,Elisabetta Franchi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q94894,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
980,uri,http://www.wikidata.org/entity/Q18288262,en,literal,EI Towers,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q21157865,literal,,literal,,literal,http://www.wikidata.org/entity/Q40583,literal,,it,literal,EI Towers S.p.A.,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,54400000,,,,,,,,,,wd:Q38
981,uri,http://www.wikidata.org/entity/Q3601071,en,literal,ANM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-03-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2634,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
982,uri,http://www.wikidata.org/entity/Q3978023,en,literal,Supersix,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
983,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q38
984,uri,http://www.wikidata.org/entity/Q1479654,en,literal,Wiley,http://www.w3.org/2001/XMLSchema#dateTime,literal,1807-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q138578,literal,,en,literal,"John Wiley & Sons, Inc.",,,,,,,,,,,,,,,,wd:Q38
985,uri,http://www.wikidata.org/entity/Q116304215,en,literal,Dan John,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-08-04T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
986,uri,http://www.wikidata.org/entity/Q3928762,en,literal,Radio Mater,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
987,uri,http://www.wikidata.org/entity/Q1881229,en,literal,MAXXI – National Museum of the 21st Century Arts,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,41,,,,,,,,,,,,,wd:Q38
988,uri,http://www.wikidata.org/entity/Q45117441,en,literal,Bluespirit,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q34693,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
989,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1030,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
990,uri,http://www.wikidata.org/entity/Q98302458,en,literal,Radio Onda Ligure 101,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q241298,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
991,uri,http://www.wikidata.org/entity/Q3641645,en,literal,Boing,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q56611639,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
992,uri,http://www.wikidata.org/entity/Q499342,en,literal,FASTWEB,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,FASTWEB S.p.A.,,,,,,,,,,,,,,,,wd:Q38
993,uri,http://www.wikidata.org/entity/Q950674,en,literal,Zebre,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,http://www.wikidata.org/entity/Q30006731,literal,http://www.wikidata.org/entity/Q2683,literal,,it,literal,Zebre Rugby Club s.s.d. a r.l.,,,,,,,,,,,,,,,,wd:Q38
994,uri,http://www.wikidata.org/entity/Q116304294,en,literal,L'Erbolario,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-10-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6244,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
995,uri,http://www.wikidata.org/entity/Q588001,en,literal,Geox,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q607081,literal,,literal,,literal,http://www.wikidata.org/entity/Q46806,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
996,uri,http://www.wikidata.org/entity/Q1414836,en,literal,UPIM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
997,uri,http://www.wikidata.org/entity/Q286638,en,literal,Leitner AG,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1424016,literal,,literal,,literal,http://www.wikidata.org/entity/Q263305,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
998,uri,http://www.wikidata.org/entity/Q1116247,en,literal,Edizioni di Storia e Letteratura,http://www.w3.org/2001/XMLSchema#dateTime,literal,1941-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
999,uri,http://www.wikidata.org/entity/Q18419641,en,literal,PAGEPress (Italy),http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6259,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1000,uri,http://www.wikidata.org/entity/Q580786,en,literal,Italo - Nuovo Trasporto Viaggiatori,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-12-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1433891,literal,http://www.wikidata.org/entity/Q68585526,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1074,http://www.w3.org/2001/XMLSchema#decimal,literal,28200000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,943093245,,,,wd:Q38
1001,uri,http://www.wikidata.org/entity/Q25400346,en,literal,Fornace Coccapani,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,0,,,,,,,,,,,,,wd:Q38
1002,uri,http://www.wikidata.org/entity/Q97369783,,literal,Q97369783,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1003,uri,http://www.wikidata.org/entity/Q46730,en,literal,Banca Monte dei Paschi di Siena,http://www.w3.org/2001/XMLSchema#dateTime,literal,1472-03-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,"http://www.wikidata.org/entity/Q925549, http://www.wikidata.org/entity/Q2751",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,25781,,,,,,,,,,,,,wd:Q38
1004,uri,http://www.wikidata.org/entity/Q1129774,en,literal,Coop,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q331814,literal,,literal,,literal,http://www.wikidata.org/entity/Q94638,literal,,it,literal,Coop Italia S.c.a.r.l.,,,,,,,,,,,,,,,,wd:Q38
1005,uri,http://www.wikidata.org/entity/Q752515,en,literal,Bulgari,http://www.w3.org/2001/XMLSchema#dateTime,literal,1884-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1006,uri,http://www.wikidata.org/entity/Q52548290,en,literal,Cigierre,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q53378,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1007,uri,http://www.wikidata.org/entity/Q3602277,en,literal,Azienda Trasporti Verona,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2028,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1008,uri,http://www.wikidata.org/entity/Q153975,en,literal,Alitalia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-09-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19326,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10272,,,,,,,,,,,,,wd:Q38
1009,uri,http://www.wikidata.org/entity/Q108403242,en,literal,Maxi Zoo,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1010,uri,http://www.wikidata.org/entity/Q324171,en,literal,Benelli Armi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2759,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1011,uri,http://www.wikidata.org/entity/Q3118912,en,literal,Guerciotti,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q17018236,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1012,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1013,uri,http://www.wikidata.org/entity/Q16530084,en,literal,Autoguidovie,http://www.w3.org/2001/XMLSchema#dateTime,literal,1908-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q2516512,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1014,uri,http://www.wikidata.org/entity/Q392934,en,literal,Agenzia Nazionale Stampa Associata,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1193236,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1015,uri,http://www.wikidata.org/entity/Q3604786,,literal,Q3604786,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q180388",literal,,literal,,literal,http://www.wikidata.org/entity/Q6252,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1016,uri,http://www.wikidata.org/entity/Q21235294,en,literal,Toscana Aeroporti,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2044,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4700000,,,,,,,,,,wd:Q38
1017,uri,http://www.wikidata.org/entity/Q116784454,en,literal,AboutScience,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1018,uri,http://www.wikidata.org/entity/Q124201158,,literal,Q124201158,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1019,uri,http://www.wikidata.org/entity/Q101114860,en,literal,Very Mobile,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-02-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1020,uri,http://www.wikidata.org/entity/Q1046463,en,literal,Casa Ricordi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1808-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q16023726,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1021,uri,http://www.wikidata.org/entity/Q7863279,en,literal,U.S. Pianese,http://www.w3.org/2001/XMLSchema#dateTime,literal,1930-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q91292,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1022,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1023,uri,http://www.wikidata.org/entity/Q55376526,en,literal,Galleria d'Arte Sacra dei Contemporanei,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1,,,,,,,,,,,,,wd:Q38
1024,uri,http://www.wikidata.org/entity/Q3752692,en,literal,Freddy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1025,uri,http://www.wikidata.org/entity/Q28035409,en,literal,Carpisa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2634,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1026,uri,http://www.wikidata.org/entity/Q1371677,en,literal,Etro,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1027,uri,http://www.wikidata.org/entity/Q2748031,en,literal,Gagosian Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1028,uri,http://www.wikidata.org/entity/Q3752382,en,literal,Fabbri Editori,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,http://www.wikidata.org/entity/Q56777493,,,,,,,,,,,,,,,,,,,wd:Q38
1029,uri,http://www.wikidata.org/entity/Q516521,en,literal,European Food Safety Authority,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-02-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2683,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,435,,,,,,,,,,,,,wd:Q38
1030,uri,http://www.wikidata.org/entity/Q1479654,en,literal,Wiley,http://www.w3.org/2001/XMLSchema#dateTime,literal,1807-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q138578,literal,,en,literal,"John Wiley & Sons, Inc.",,,,,,,,,,,,,,,,wd:Q38
1031,uri,http://www.wikidata.org/entity/Q123298436,en,literal,3labels.com,,,,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q83405,literal,,literal,,literal,,literal,,en,literal,3labels.com,,,,,,,,,,,,,,,,wd:Q38
1032,uri,http://www.wikidata.org/entity/Q108403242,en,literal,Maxi Zoo,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1033,uri,http://www.wikidata.org/entity/Q3812898,en,literal,Kappa Edizioni,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1891,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1034,uri,http://www.wikidata.org/entity/Q782064,en,literal,Bauli,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q46282,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1200,,,,,,,,,,,,,wd:Q38
1035,uri,http://www.wikidata.org/entity/Q19616,en,literal,RAI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11033,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,Radiotelevisione italiana S.p.A.,,,,,,,,,,,,,,,,wd:Q38
1036,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1037,uri,http://www.wikidata.org/entity/Q77205820,en,literal,Endemol Shine Italy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q289,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1038,uri,http://www.wikidata.org/entity/Q7882190,en,literal,Una hotels & resorts,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q49389,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1039,uri,http://www.wikidata.org/entity/Q3801865,en,literal,Iren,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q13360,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1040,uri,http://www.wikidata.org/entity/Q102326494,en,literal,LKA,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q2044,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1041,uri,http://www.wikidata.org/entity/Q108195414,en,literal,La Piadineria,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q41958,literal,,literal,,literal,http://www.wikidata.org/entity/Q105263,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1042,uri,http://www.wikidata.org/entity/Q3878999,en,literal,Nova Coop,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q331814,literal,,literal,,literal,http://www.wikidata.org/entity/Q5990,literal,,it,literal,Nova Coop S.c.,,,,,,,,,,,,,,,,wd:Q38
1043,uri,http://www.wikidata.org/entity/Q2990264,en,literal,Compagnia Valdostana delle Acque - Compagnie valdôtaine des eaux,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q383973,literal,,literal,,literal,http://www.wikidata.org/entity/Q34966,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1044,uri,http://www.wikidata.org/entity/Q110219832,,literal,Q110219832,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1045,uri,http://www.wikidata.org/entity/Q969999,en,literal,illy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q546,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1230,,,,,,,,,,,,,wd:Q38
1046,uri,http://www.wikidata.org/entity/Q24939514,en,literal,Open Fiber,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,"http://www.wikidata.org/entity/Q55471787, http://www.wikidata.org/entity/Q123182188, http://www.wikidata.org/entity/Q123182476, http://www.wikidata.org/entity/Q123182536",literal,http://www.wikidata.org/entity/Q929763,literal,"http://www.wikidata.org/entity/Q490, http://www.wikidata.org/entity/Q220",literal,,it,literal,Open Fiber S.p.A.,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,-116900000,,,,,,,,,,wd:Q38
1047,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q38
1048,uri,http://www.wikidata.org/entity/Q207770,en,literal,Pirelli,http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q107598157, http://www.wikidata.org/entity/Q29585181, http://www.wikidata.org/entity/Q190117",literal,http://www.wikidata.org/entity/Q144191,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,30198,http://www.w3.org/2001/XMLSchema#decimal,literal,175707000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,12733914000,http://www.w3.org/2001/XMLSchema#decimal,literal,7130000000,wd:Q38
1049,uri,http://www.wikidata.org/entity/Q115159198,en,literal,pastry Follis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1904-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1050,uri,http://www.wikidata.org/entity/Q24702775,en,literal,Birrificio Lambrate,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q869095,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
1051,uri,http://www.wikidata.org/entity/Q2748031,en,literal,Gagosian Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
